X,State,date,cases,Gather,lock_down,school_close,business_close,restaurant_close,quarantine,curfew,emergdec,travel,Mask,Social_Distancing,SD_relative,M_relative,LD_relative
86670,Indiana,4/20/20,7,9,1,0,1,1,0,0,1,0,1,1,45,16,26
86764,Indiana,4/21/20,7,9,1,0,1,1,0,0,1,0,1,1,46,17,27
86858,Indiana,4/22/20,5,9,1,0,1,1,0,0,1,0,1,1,47,18,28
86952,Indiana,4/23/20,7,9,1,0,1,1,0,0,1,0,1,1,48,19,29
87046,Indiana,4/24/20,7,9,1,0,1,1,0,0,1,0,1,1,49,20,30
87140,Indiana,4/25/20,7,9,1,0,1,1,0,0,1,0,1,1,50,21,31
87234,Indiana,4/26/20,8,9,1,0,1,1,0,0,1,0,1,1,51,22,32
87328,Indiana,4/27/20,7,9,1,0,1,1,0,0,1,0,1,1,52,23,33
87422,Indiana,4/28/20,7,9,1,0,1,1,0,0,1,0,1,1,53,24,34
87516,Indiana,4/29/20,0,9,1,0,1,1,0,0,1,0,1,1,54,25,35
87610,Indiana,4/30/20,7,9,1,0,1,1,0,0,1,0,1,1,55,26,36
87704,Indiana,5/1/20,7,9,1,0,1,1,0,0,1,0,1,1,56,27,37
87798,Indiana,5/2/20,0,9,1,0,1,1,0,0,1,0,1,1,57,28,38
87892,Indiana,5/3/20,52,9,1,0,1,1,0,0,1,0,1,1,58,29,39
87986,Indiana,5/4/20,78,9,1,0,1,1,0,0,1,0,1,1,59,30,40
88080,Indiana,5/5/20,297,9,1,0,1,1,0,0,1,0,1,1,60,31,41
88174,Indiana,5/6/20,59,9,1,0,1,1,0,0,1,0,1,1,61,32,42
88268,Indiana,5/7/20,0,9,1,0,1,1,0,0,1,0,1,1,62,33,43
88362,Indiana,5/8/20,98,9,1,0,1,1,0,0,1,0,1,1,63,34,44
88456,Iowa,1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88557,Iowa,1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88658,Iowa,1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88759,Iowa,1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88860,Iowa,1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88961,Iowa,1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89062,Iowa,1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89163,Iowa,1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89264,Iowa,1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89365,Iowa,1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89466,Iowa,2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89567,Iowa,2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89668,Iowa,2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89769,Iowa,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89870,Iowa,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89971,Iowa,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90072,Iowa,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90173,Iowa,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90274,Iowa,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90375,Iowa,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90476,Iowa,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90577,Iowa,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90678,Iowa,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90779,Iowa,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90880,Iowa,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90981,Iowa,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91082,Iowa,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91183,Iowa,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91284,Iowa,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91385,Iowa,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91486,Iowa,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91587,Iowa,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91688,Iowa,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91789,Iowa,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91890,Iowa,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91991,Iowa,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92092,Iowa,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92193,Iowa,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92294,Iowa,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92395,Iowa,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92496,Iowa,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92597,Iowa,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92698,Iowa,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92799,Iowa,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92900,Iowa,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93001,Iowa,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93102,Iowa,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93203,Iowa,3/9/20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
93304,Iowa,3/10/20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
93405,Iowa,3/11/20,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
93506,Iowa,3/12/20,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
93607,Iowa,3/13/20,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
93708,Iowa,3/14/20,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0
93809,Iowa,3/15/20,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0
93910,Iowa,3/16/20,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0
94011,Iowa,3/17/20,0,7,0,0,0,0,0,0,1,0,0,1,8,0,0
94112,Iowa,3/18/20,1,7,0,0,0,0,0,0,1,0,0,1,9,0,0
94213,Iowa,3/19/20,0,7,0,0,0,0,0,0,1,0,0,1,10,0,0
94314,Iowa,3/20/20,0,7,0,0,0,0,0,0,1,0,0,1,11,0,0
94415,Iowa,3/21/20,0,7,0,0,0,0,0,0,1,0,0,1,12,0,0
94516,Iowa,3/22/20,0,7,0,0,1,0,0,0,1,0,0,1,13,0,0
94617,Iowa,3/23/20,0,7,0,0,1,0,0,0,1,0,0,1,14,0,0
94718,Iowa,3/24/20,1,7,0,0,1,0,0,0,1,0,0,1,15,0,0
94819,Iowa,3/25/20,6,7,0,0,1,0,0,0,1,0,0,1,16,0,0
94920,Iowa,3/26/20,2,7,0,0,1,0,0,0,1,0,0,1,17,0,0
95021,Iowa,3/27/20,0,7,0,0,1,0,0,0,1,0,0,1,18,0,0
95122,Iowa,3/28/20,61,7,0,0,1,0,0,0,1,0,0,1,19,0,0
95223,Iowa,3/29/20,1,7,0,0,1,0,0,0,1,0,0,1,20,0,0
95324,Iowa,3/30/20,0,7,0,0,1,0,0,0,1,0,0,1,21,0,0
95425,Iowa,3/31/20,0,7,0,0,1,0,0,0,1,0,0,1,22,0,0
95526,Iowa,4/1/20,1,7,0,0,1,0,0,0,1,0,0,1,23,0,0
95627,Iowa,4/2/20,1,7,0,0,1,0,0,0,1,0,0,1,24,0,0
95728,Iowa,4/3/20,10,7,0,0,1,0,0,0,1,0,0,1,25,0,0
95829,Iowa,4/4/20,1,7,0,0,1,0,0,0,1,0,1,1,26,0,0
95930,Iowa,4/5/20,1,7,0,0,1,0,0,0,1,0,1,1,27,1,0
96031,Iowa,4/6/20,1,7,0,0,1,0,0,0,1,0,1,1,28,2,0
96132,Iowa,4/7/20,2,7,0,0,1,0,0,0,1,0,1,1,29,3,0
96233,Iowa,4/8/20,7,7,0,0,1,0,0,0,1,0,1,1,30,4,0
96334,Iowa,4/9/20,21,7,0,0,1,0,0,0,1,0,1,1,31,5,0
96435,Iowa,4/10/20,1,7,0,0,1,0,0,0,1,0,1,1,32,6,0
96536,Iowa,4/11/20,1,7,0,0,1,0,0,0,1,0,1,1,33,7,0
96637,Iowa,4/12/20,7,7,0,0,1,0,0,0,1,0,1,1,34,8,0
96738,Iowa,4/13/20,1,7,0,0,1,0,0,0,1,0,1,1,35,9,0
96839,Iowa,4/14/20,6,7,0,0,1,0,0,0,1,0,1,1,36,10,0
96940,Iowa,4/15/20,1,7,0,0,1,0,0,0,1,0,1,1,37,11,0
97041,Iowa,4/16/20,1,7,0,0,1,0,0,0,1,0,1,1,38,12,0
97142,Iowa,4/17/20,1,7,0,0,1,0,0,0,1,0,1,1,39,13,0
97243,Iowa,4/18/20,1,7,0,0,1,0,0,0,1,0,1,1,40,14,0
97344,Iowa,4/19/20,0,7,0,0,1,0,0,0,1,0,1,1,41,15,0
97445,Iowa,4/20/20,3,7,0,0,1,0,0,0,1,0,1,1,42,16,0
97546,Iowa,4/21/20,224,7,0,0,1,0,0,0,1,0,1,1,43,17,0
97647,Iowa,4/22/20,1,7,0,0,1,0,0,0,1,0,1,1,44,18,0
97748,Iowa,4/23/20,1,7,0,0,1,0,0,0,1,0,1,1,45,19,0
97849,Iowa,4/24/20,2,7,0,0,1,0,0,0,1,0,1,1,46,20,0
97950,Iowa,4/25/20,8,7,0,0,1,0,0,0,1,0,1,1,47,21,0
98051,Iowa,4/26/20,0,7,0,0,1,0,0,0,1,0,1,1,48,22,0
98152,Iowa,4/27/20,4,7,0,0,1,0,0,0,1,0,1,1,49,23,0
98253,Iowa,4/28/20,0,7,0,0,1,0,0,0,1,0,1,1,50,24,0
98354,Iowa,4/29/20,1,7,0,0,1,0,0,0,1,0,1,1,51,25,0
98455,Iowa,4/30/20,31,7,0,0,1,0,0,0,1,0,1,1,52,26,0
98556,Iowa,5/1/20,17,7,0,0,1,0,0,0,1,0,1,1,53,27,0
98657,Iowa,5/2/20,0,7,0,0,1,0,0,0,1,0,1,1,54,28,0
98758,Iowa,5/3/20,0,7,0,0,1,0,0,0,1,0,1,1,55,29,0
98859,Iowa,5/4/20,0,7,0,0,1,0,0,0,1,0,1,1,56,30,0
98960,Iowa,5/5/20,4,7,0,0,1,0,0,0,1,0,1,1,57,31,0
99061,Iowa,5/6/20,3,7,0,0,1,0,0,0,1,0,1,1,58,32,0
99162,Iowa,5/7/20,6,7,0,0,1,0,0,0,1,0,1,1,59,33,0
99263,Iowa,5/8/20,33,7,0,0,1,0,0,0,1,0,1,1,60,34,0
99364,Iowa,NA,NA,7,0,0,1,0,0,0,1,0,0,1,NA,NA,0
99365,Kansas,1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99472,Kansas,1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99579,Kansas,1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99686,Kansas,1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99793,Kansas,1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99900,Kansas,1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100007,Kansas,1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100114,Kansas,1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100221,Kansas,1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100328,Kansas,1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100435,Kansas,2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100542,Kansas,2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100649,Kansas,2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100756,Kansas,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100863,Kansas,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100970,Kansas,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101077,Kansas,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101184,Kansas,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101291,Kansas,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101398,Kansas,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101505,Kansas,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101612,Kansas,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101719,Kansas,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101826,Kansas,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101933,Kansas,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102040,Kansas,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102147,Kansas,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102254,Kansas,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102361,Kansas,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102468,Kansas,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102575,Kansas,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102682,Kansas,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102789,Kansas,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102896,Kansas,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103003,Kansas,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103110,Kansas,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103217,Kansas,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103324,Kansas,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103431,Kansas,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103538,Kansas,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103645,Kansas,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103752,Kansas,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103859,Kansas,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103966,Kansas,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104073,Kansas,3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104180,Kansas,3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104287,Kansas,3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104394,Kansas,3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104501,Kansas,3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104608,Kansas,3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104715,Kansas,3/12/20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
104822,Kansas,3/13/20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
104929,Kansas,3/14/20,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
105036,Kansas,3/15/20,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
105143,Kansas,3/16/20,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
105250,Kansas,3/17/20,0,9,0,0,0,0,0,0,1,0,0,1,5,0,0
105357,Kansas,3/18/20,0,9,0,0,0,0,0,0,1,0,0,1,6,0,0
105464,Kansas,3/19/20,0,9,0,0,0,0,0,0,1,0,0,1,7,0,0
105571,Kansas,3/20/20,0,9,0,0,0,0,0,0,1,0,0,1,8,0,0
105678,Kansas,3/21/20,0,9,0,0,0,0,0,0,1,0,0,1,9,0,0
105785,Kansas,3/22/20,0,9,0,0,0,0,0,0,1,0,0,1,10,0,0
105892,Kansas,3/23/20,0,9,0,0,0,0,0,0,1,0,0,1,11,0,0
105999,Kansas,3/24/20,0,9,0,0,0,0,0,0,1,0,0,1,12,0,0
106106,Kansas,3/25/20,0,7,0,0,0,0,0,0,1,0,0,1,13,0,0
106213,Kansas,3/26/20,0,7,0,0,0,0,0,0,1,0,0,1,14,0,0
106320,Kansas,3/27/20,0,7,0,0,0,0,0,0,1,0,0,1,15,0,0
106427,Kansas,3/28/20,0,7,0,0,0,0,0,0,1,0,0,1,16,0,0
106534,Kansas,3/29/20,0,7,0,0,0,0,0,0,1,0,0,1,17,0,0
106641,Kansas,3/30/20,0,7,1,0,0,0,0,0,1,0,0,1,18,0,0
106748,Kansas,3/31/20,0,7,1,0,0,0,0,0,1,0,0,1,19,0,1
106855,Kansas,4/1/20,0,7,1,0,0,0,0,0,1,0,0,1,20,0,2
106962,Kansas,4/2/20,0,7,1,0,0,0,0,0,1,0,0,1,21,0,3
107069,Kansas,4/3/20,0,7,1,0,0,0,0,0,1,0,0,1,22,0,4
107176,Kansas,4/4/20,0,7,1,0,0,0,0,0,1,0,1,1,23,0,5
107283,Kansas,4/5/20,0,7,1,0,0,0,0,0,1,0,1,1,24,1,6
107390,Kansas,4/6/20,0,7,1,0,0,0,0,0,1,0,1,1,25,2,7
107497,Kansas,4/7/20,0,7,1,0,0,0,0,0,1,0,1,1,26,3,8
107604,Kansas,4/8/20,0,7,1,0,0,0,0,0,1,0,1,1,27,4,9
107711,Kansas,4/9/20,0,7,1,0,0,0,0,0,1,0,1,1,28,5,10
107818,Kansas,4/10/20,0,7,1,0,0,0,0,0,1,0,1,1,29,6,11
107925,Kansas,4/11/20,0,7,1,0,0,0,0,0,1,0,1,1,30,7,12
108032,Kansas,4/12/20,0,7,1,0,0,0,0,0,1,0,1,1,31,8,13
108139,Kansas,4/13/20,0,7,1,0,0,0,0,0,1,0,1,1,32,9,14
108246,Kansas,4/14/20,0,7,1,0,0,0,0,0,1,0,1,1,33,10,15
108353,Kansas,4/15/20,0,7,1,0,0,0,0,0,1,0,1,1,34,11,16
108460,Kansas,4/16/20,0,7,1,0,0,0,0,0,1,0,1,1,35,12,17
108567,Kansas,4/17/20,0,7,1,0,0,0,0,0,1,0,1,1,36,13,18
108674,Kansas,4/18/20,0,7,1,0,0,0,0,0,1,0,1,1,37,14,19
108781,Kansas,4/19/20,0,7,1,0,0,0,0,0,1,0,1,1,38,15,20
108888,Kansas,4/20/20,0,7,1,0,0,0,0,0,1,0,1,1,39,16,21
108995,Kansas,4/21/20,0,7,1,0,0,0,0,0,1,0,1,1,40,17,22
109102,Kansas,4/22/20,0,7,1,0,0,0,0,0,1,0,1,1,41,18,23
109209,Kansas,4/23/20,0,7,1,0,0,0,0,0,1,0,1,1,42,19,24
109316,Kansas,4/24/20,0,7,1,0,0,0,0,0,1,0,1,1,43,20,25
109423,Kansas,4/25/20,0,7,1,0,0,0,0,0,1,0,1,1,44,21,26
109530,Kansas,4/26/20,0,7,1,0,0,0,0,0,1,0,1,1,45,22,27
109637,Kansas,4/27/20,0,7,1,0,0,0,0,0,1,0,1,1,46,23,28
109744,Kansas,4/28/20,0,7,1,0,0,0,0,0,1,0,1,1,47,24,29
109851,Kansas,4/29/20,0,7,1,0,0,0,0,0,1,0,1,1,48,25,30
109958,Kansas,4/30/20,0,7,1,0,0,0,0,0,1,0,1,1,49,26,31
110065,Kansas,5/1/20,5,7,1,0,0,0,0,0,1,0,1,1,50,27,32
110172,Kansas,5/2/20,0,7,1,0,0,0,0,0,1,0,1,1,51,28,33
110279,Kansas,5/3/20,0,7,1,0,0,0,0,0,1,0,1,1,52,29,34
110386,Kansas,5/4/20,0,7,1,0,0,0,0,0,1,0,1,1,53,30,35
110493,Kansas,5/5/20,0,7,1,0,0,0,0,0,1,0,1,1,54,31,36
110600,Kansas,5/6/20,15,7,1,0,0,0,0,0,1,0,1,1,55,32,37
110707,Kansas,5/7/20,0,7,1,0,0,0,0,0,1,0,1,1,56,33,38
110814,Kansas,5/8/20,17,7,1,0,0,0,0,0,1,0,1,1,57,34,39
110921,Kentucky,1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111043,Kentucky,1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111165,Kentucky,1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111287,Kentucky,1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111409,Kentucky,1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111531,Kentucky,1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111653,Kentucky,1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111775,Kentucky,1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111897,Kentucky,1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112019,Kentucky,1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112141,Kentucky,2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112263,Kentucky,2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112385,Kentucky,2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112507,Kentucky,2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112629,Kentucky,2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112751,Kentucky,2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112873,Kentucky,2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112995,Kentucky,2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113117,Kentucky,2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113239,Kentucky,2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113361,Kentucky,2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113483,Kentucky,2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113605,Kentucky,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113727,Kentucky,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113849,Kentucky,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113971,Kentucky,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114093,Kentucky,2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114215,Kentucky,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114337,Kentucky,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114459,Kentucky,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114581,Kentucky,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114703,Kentucky,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114825,Kentucky,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114947,Kentucky,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115069,Kentucky,2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115191,Kentucky,2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115313,Kentucky,2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115435,Kentucky,2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115557,Kentucky,2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115679,Kentucky,3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115801,Kentucky,3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115923,Kentucky,3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116045,Kentucky,3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116167,Kentucky,3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116289,Kentucky,3/6/20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
116411,Kentucky,3/7/20,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
116533,Kentucky,3/8/20,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
116655,Kentucky,3/9/20,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
116777,Kentucky,3/10/20,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0
116899,Kentucky,3/11/20,0,GathRecomAny,0,0,0,0,0,0,1,0,0,1,5,0,0
117021,Kentucky,3/12/20,0,GathRecomAny,0,0,0,0,0,0,1,0,0,1,6,0,0
117143,Kentucky,3/13/20,0,GathRecomAny,0,0,0,0,0,0,1,0,0,1,7,0,0
117265,Kentucky,3/14/20,0,GathRecomAny,0,0,0,0,0,0,1,0,0,1,8,0,0
117387,Kentucky,3/15/20,0,GathRecomAny,0,0,0,0,0,0,1,0,0,1,9,0,0
117509,Kentucky,3/16/20,0,GathRecomAny,0,0,0,1,0,0,1,0,0,1,10,0,0
117632,Kentucky,3/17/20,0,GathRecomAny,0,0,0,1,0,0,1,0,0,1,11,0,0
117754,Kentucky,3/18/20,0,GathRecomAny,0,0,1,1,0,0,1,0,0,1,12,0,0
117876,Kentucky,3/19/20,0,9,0,0,1,1,0,0,1,0,0,1,13,0,0
117998,Kentucky,3/20/20,0,9,0,0,1,1,0,0,1,0,0,1,14,0,0
118120,Kentucky,3/21/20,0,9,0,0,1,1,0,0,1,0,0,1,15,0,0
118242,Kentucky,3/22/20,0,9,0,0,1,1,0,0,1,0,0,1,16,0,0
118364,Kentucky,3/23/20,0,9,0,0,1,1,0,0,1,0,0,1,17,0,0
118486,Kentucky,3/24/20,0,9,0,0,1,1,0,0,1,0,0,1,18,0,0
