"","State","Countynames","Code","FIPS","Population"
"1750","Nevada","Mineral ","NV",32021,9028
"1751","Nevada","Nye ","NV",32023,90692
"1752","Nevada","Pershing ","NV",32027,13332
"1753","Nevada","Storey ","NV",32029,8058
"1754","Nevada","Washoe ","NV",32031,931470
"1755","Nevada","White Pine ","NV",32033,18950
"1756","New Hampshire","Belknap ","NH",33001,122044
"1757","New Hampshire","Carroll ","NH",33003,97558
"1758","New Hampshire","Cheshire ","NH",33005,152986
"1759","New Hampshire","Coos ","NH",33007,63178
"1760","New Hampshire","Grafton ","NH",33009,179572
"1761","New Hampshire","Hillsborough ","NH",33011,830494
"1762","New Hampshire","Merrimack ","NH",33013,302264
"1763","New Hampshire","Rockingham ","NH",33015,618352
"1764","New Hampshire","Strafford ","NH",33017,260180
"1765","New Hampshire","Sullivan ","NH",33019,86288
"1766","New Jersey","Atlantic ","NJ",34001,530858
"1767","New Jersey","Bergen ","NJ",34003,1873384
"1768","New Jersey","Burlington ","NJ",34005,890768
"1769","New Jersey","Camden ","NJ",34007,1014156
"1770","New Jersey","Cape May ","NJ",34009,185120
"1771","New Jersey","Cumberland ","NJ",34011,301944
"1772","New Jersey","Essex ","NJ",34013,1599534
"1773","New Jersey","Gloucester ","NJ",34015,582816
"1774","New Jersey","Hudson ","NJ",34017,1352122
"1775","New Jersey","Hunterdon ","NJ",34019,249428
"1776","New Jersey","Mercer ","NJ",34021,739622
"1777","New Jersey","Middlesex ","NJ",34023,1659370
"1778","New Jersey","Monmouth ","NJ",34025,1242708
"1779","New Jersey","Morris ","NJ",34027,988456
"1780","New Jersey","Ocean ","NJ",34029,1203302
"1781","New Jersey","Passaic ","NJ",34031,1006620
"1782","New Jersey","Salem ","NJ",34033,125214
"1783","New Jersey","Somerset ","NJ",34035,662328
"1784","New Jersey","Sussex ","NJ",34037,281598
"1785","New Jersey","Union ","NJ",34039,1116134
"1786","New Jersey","Warren ","NJ",34041,211558
"1787","New Mexico","Bernalillo ","NM",35001,1357402
"1788","New Mexico","Catron ","NM",35003,7156
"1789","New Mexico","Chaves ","NM",35005,129378
"1790","New Mexico","Cibola ","NM",35006,53492
"1791","New Mexico","Colfax ","NM",35007,24220
"1792","New Mexico","Curry ","NM",35009,98874
"1793","New Mexico","De Baca ","NM",35011,3562
"1794","New Mexico","Eddy ","NM",35015,115800
"1795","New Mexico","Grant ","NM",35017,54692
"1796","New Mexico","Guadalupe ","NM",35019,8682
"1797","New Mexico","Harding ","NM",35021,1310
"1798","New Mexico","Hidalgo ","NM",35023,8480
"1799","New Mexico","Lea ","NM",35025,139222
"1800","New Mexico","Lincoln ","NM",35027,39112
"1801","New Mexico","Los Alamos ","NM",35028,38202
"1802","New Mexico","Luna ","NM",35029,47926
"1803","New Mexico","McKinley ","NM",35031,144580
"1804","New Mexico","Mora ","NM",35033,9012
"1805","New Mexico","Otero ","NM",35035,133562
"1806","New Mexico","Quay ","NM",35037,16506
"1807","New Mexico","Rio Arriba ","NM",35039,78012
"1808","New Mexico","Roosevelt ","NM",35041,37486
"1809","New Mexico","San Juan ","NM",35045,250086
"1810","New Mexico","San Miguel ","NM",35047,55182
"1811","New Mexico","Sandoval ","NM",35043,290358
"1812","New Mexico","Santa Fe ","NM",35049,300112
"1813","New Mexico","Sierra ","NM",35051,21936
"1814","New Mexico","Socorro ","NM",35053,33470
"1815","New Mexico","Taos ","NM",35055,65670
"1816","New Mexico","Torrance ","NM",35057,31182
"1817","New Mexico","Union ","NM",35059,8236
"1818","New Mexico","Valencia ","NM",35061,152912
"1819","New York","Albany ","NY",36001,614234
"1820","New York","Allegany ","NY",36003,92860
"1821","New York","Bronx ","NY",36005,2864264
"1822","New York","Broome ","NY",36007,383318
"1823","New York","Cattaraugus ","NY",36009,153680
"1824","New York","Cayuga ","NY",36011,154290
"1825","New York","Chautauqua ","NY",36013,255878
"1826","New York","Chemung ","NY",36015,168508
"1827","New York","Chenango ","NY",36017,95072
"1828","New York","Clinton ","NY",36019,161390
"1829","New York","Columbia ","NY",36021,119832
"1830","New York","Cortland ","NY",36023,95646
"1831","New York","Delaware ","NY",36025,89054
"1832","New York","Dutchess ","NY",36027,587436
"1833","New York","Erie ","NY",36029,1839438
"1834","New York","Essex ","NY",36031,74600
"1835","New York","Franklin ","NY",36033,100586
"1836","New York","Fulton ","NY",36035,107182
"1837","New York","Genesee ","NY",36037,115022
"1838","New York","Greene ","NY",36039,94982
"1839","New York","Hamilton ","NY",36041,8868
"1840","New York","Herkimer ","NY",36043,123666
"1841","New York","Jefferson ","NY",36045,223510
"1842","New York","Kings ","NY",36047,5165660
"1843","New York","Lewis ","NY",36049,52894
"1844","New York","Livingston ","NY",36051,126454
"1845","New York","Madison ","NY",36053,141590
"1846","New York","Monroe ","NY",36055,1484948
"1847","New York","Montgomery ","NY",36057,98910
"1848","New York","Nassau ","NY",36059,2716686
"1849","New York","New York ","NY",36061,3257402
"1850","New York","Niagara ","NY",36063,420866
"1851","New York","Oneida ","NY",36065,459154
"1852","New York","Onondaga ","NY",36067,923618
"1853","New York","Ontario ","NY",36069,219728
"1854","New York","Orange ","NY",36071,763902
"1855","New York","Orleans ","NY",36073,81224
"1856","New York","Oswego ","NY",36075,235796
"1857","New York","Otsego ","NY",36077,119498
"1858","New York","Putnam ","NY",36079,197784
"1859","New York","Queens ","NY",36081,4557812
"1860","New York","Rensselaer ","NY",36083,318884
"1861","New York","Richmond ","NY",36085,952358
"1862","New York","Rockland ","NY",36087,651390
"1863","New York","Saratoga ","NY",36091,460326
"1864","New York","Schenectady ","NY",36093,310700
"1865","New York","Schoharie ","NY",36095,62194
"1866","New York","Schuyler ","NY",36097,35824
"1867","New York","Seneca ","NY",36099,68600
"1868","New York","St. Lawrence ","NY",36089,216094
"1869","New York","Steuben ","NY",36101,191592
"1870","New York","Suffolk ","NY",36103,2962186
"1871","New York","Sullivan ","NY",36105,150996
"1872","New York","Tioga ","NY",36107,97120
"1873","New York","Tompkins ","NY",36109,205586
"1874","New York","Ulster ","NY",36111,357198
"1875","New York","Warren ","NY",36113,128530
"1876","New York","Washington ","NY",36115,122394
"1877","New York","Wayne ","NY",36117,180128
"1878","New York","Westchester ","NY",36119,1935224
"1879","New York","Wyoming ","NY",36121,80170
"1880","New York","Yates ","NY",36123,49682
"1881","North Carolina","Alamance ","NC",37001,332872
"1882","North Carolina","Alexander ","NC",37003,74706
"1883","North Carolina","Alleghany ","NC",37005,22322
"1884","North Carolina","Anson ","NC",37007,49754
"1885","North Carolina","Ashe ","NC",37009,54218
"1886","North Carolina","Avery ","NC",37011,35010
"1887","North Carolina","Beaufort ","NC",37013,94158
"1888","North Carolina","Bertie ","NC",37015,38052
"1889","North Carolina","Bladen ","NC",37017,66380
"1890","North Carolina","Brunswick ","NC",37019,273488
"1891","North Carolina","Buncombe ","NC",37021,518206
"1892","North Carolina","Burke ","NC",37023,180764
"1893","North Carolina","Cabarrus ","NC",37025,422684
"1894","North Carolina","Caldwell ","NC",37027,164058
"1895","North Carolina","Camden ","NC",37029,21420
"1896","North Carolina","Carteret ","NC",37031,139048
"1897","North Carolina","Caswell ","NC",37033,45396
"1898","North Carolina","Catawba ","NC",37035,317304
"1899","North Carolina","Chatham ","NC",37037,146278
"1900","North Carolina","Cherokee ","NC",37039,56766
"1901","North Carolina","Chowan ","NC",37041,28058
"1902","North Carolina","Clay ","NC",37043,22278
"1903","North Carolina","Cleveland ","NC",37045,195290
"1904","North Carolina","Columbus ","NC",37047,111310
"1905","North Carolina","Craven ","NC",37049,205824
"1906","North Carolina","Cumberland ","NC",37051,664660
"1907","North Carolina","Currituck ","NC",37053,54144
"1908","North Carolina","Dare ","NC",37055,73002
"1909","North Carolina","Davidson ","NC",37057,333228
"1910","North Carolina","Davie ","NC",37059,85466
"1911","North Carolina","Duplin ","NC",37061,117712
"1912","North Carolina","Durham ","NC",37063,633478
"1913","North Carolina","Edgecombe ","NC",37065,104010
"1914","North Carolina","Forsyth ","NC",37067,758198
"1915","North Carolina","Franklin ","NC",37069,135120
"1916","North Carolina","Gaston ","NC",37071,445692
"1917","North Carolina","Gates ","NC",37073,23146
"1918","North Carolina","Graham ","NC",37075,16968
"1919","North Carolina","Granville ","NC",37077,120230
"1920","North Carolina","Greene ","NC",37079,42024
"1921","North Carolina","Guilford ","NC",37081,1067340
"1922","North Carolina","Halifax ","NC",37083,101148
"1923","North Carolina","Harnett ","NC",37085,268428
"1924","North Carolina","Haywood ","NC",37087,123942
"1925","North Carolina","Henderson ","NC",37089,233496
"1926","North Carolina","Hertford ","NC",37091,47318
"1927","North Carolina","Hoke ","NC",37093,109528
"1928","North Carolina","Hyde ","NC",37095,10460
"1929","North Carolina","Iredell ","NC",37097,356870
"1930","North Carolina","Jackson ","NC",37099,86654
"1931","North Carolina","Johnston ","NC",37101,405350
"1932","North Carolina","Jones ","NC",37103,19274
"1933","North Carolina","Lee ","NC",37105,122904
"1934","North Carolina","Lenoir ","NC",37107,111952
"1935","North Carolina","Lincoln ","NC",37109,167540
"1936","North Carolina","Macon ","NC",37113,70570
"1937","North Carolina","Madison ","NC",37115,43526
"1938","North Carolina","Martin ","NC",37117,45342
"1939","North Carolina","McDowell ","NC",37111,91014
"1940","North Carolina","Mecklenburg ","NC",37119,2187802
"1941","North Carolina","Mitchell ","NC",37121,30000
"1942","North Carolina","Montgomery ","NC",37123,54542
"1943","North Carolina","Moore ","NC",37125,197364
"1944","North Carolina","Nash ","NC",37127,188032
"1945","North Carolina","New Hanover ","NC",37129,464548
"1946","North Carolina","Northampton ","NC",37131,39352
"1947","North Carolina","Onslow ","NC",37133,395366
"1948","North Carolina","Orange ","NC",37135,292054
"1949","North Carolina","Pamlico ","NC",37137,25340
"1950","North Carolina","Pasquotank ","NC",37139,79278
"1951","North Carolina","Pender ","NC",37141,124324
"1952","North Carolina","Perquimans ","NC",37143,26844
"1953","North Carolina","Person ","NC",37145,79014
"1954","North Carolina","Pitt ","NC",37147,359828
"1955","North Carolina","Polk ","NC",37149,41222
"1956","North Carolina","Randolph ","NC",37151,286702
"1957","North Carolina","Richmond ","NC",37153,89774
"1958","North Carolina","Robeson ","NC",37155,263662
"1959","North Carolina","Rockingham ","NC",37157,181380
"1960","North Carolina","Rowan ","NC",37159,282524
"1961","North Carolina","Rutherford ","NC",37161,133652
"1962","North Carolina","Sampson ","NC",37163,127252
"1963","North Carolina","Scotland ","NC",37165,69620
"1964","North Carolina","Stanly ","NC",37167,124150
"1965","North Carolina","Stokes ","NC",37169,90934
"1966","North Carolina","Surry ","NC",37171,143896
"1967","North Carolina","Swain ","NC",37173,28490
"1968","North Carolina","Transylvania ","NC",37175,68430
"1969","North Carolina","Tyrrell ","NC",37177,8262
"1970","North Carolina","Union ","NC",37179,471816
"1971","North Carolina","Vance ","NC",37181,89164
"1972","North Carolina","Wake ","NC",37183,2184610
"1973","North Carolina","Warren ","NC",37185,39614
"1974","North Carolina","Washington ","NC",37187,23718
"1975","North Carolina","Watauga ","NC",37189,111890
"1976","North Carolina","Wayne ","NC",37191,246496
"1977","North Carolina","Wilkes ","NC",37193,137114
"1978","North Carolina","Wilson ","NC",37195,162910
"1979","North Carolina","Yadkin ","NC",37197,75086
"1980","North Carolina","Yancey ","NC",37199,35806
"1981","North Dakota","Adams ","ND",38001,4588
"1982","North Dakota","Barnes ","ND",38003,21084
"1983","North Dakota","Benson ","ND",38005,13924
"1984","North Dakota","Billings ","ND",38007,1838
"1985","North Dakota","Bottineau ","ND",38009,12822
"1986","North Dakota","Bowman ","ND",38011,6152
"1987","North Dakota","Burke ","ND",38013,4200
"1988","North Dakota","Burleigh ","ND",38015,190546
"1989","North Dakota","Cass ","ND",38017,363032
"1990","North Dakota","Cavalier ","ND",38019,7658
"1991","North Dakota","Dickey ","ND",38021,9806
"1992","North Dakota","Divide ","ND",38023,4566
"1993","North Dakota","Dunn ","ND",38025,8664
"1994","North Dakota","Eddy ","ND",38027,4626
"1995","North Dakota","Emmons ","ND",38029,6590
"1996","North Dakota","Foster ","ND",38031,6432
"1997","North Dakota","Golden Valley ","ND",38033,3538
"1998","North Dakota","Grand Forks ","ND",38035,141540
"1999","North Dakota","Grant ","ND",38037,4748
"2000","North Dakota","Griggs ","ND",38039,4464
"2001","North Dakota","Hettinger ","ND",38041,5028
"2002","North Dakota","Kidder ","ND",38043,4900
"2003","North Dakota","LaMoure ","ND",38045,8124
"2004","North Dakota","Logan ","ND",38047,3806
"2005","North Dakota","McHenry ","ND",38049,11632
"2006","North Dakota","McIntosh ","ND",38051,5170
"2007","North Dakota","McKenzie ","ND",38053,27264
"2008","North Dakota","McLean ","ND",38055,19082
"2009","North Dakota","Mercer ","ND",38057,16534
"2010","North Dakota","Morton ","ND",38059,62190
"2011","North Dakota","Mountrail ","ND",38061,20436
"2012","North Dakota","Nelson ","ND",38063,5738
"2013","North Dakota","Oliver ","ND",38065,3904
"2014","North Dakota","Pembina ","ND",38067,13894
"2015","North Dakota","Pierce ","ND",38069,8162
"2016","North Dakota","Ramsey ","ND",38071,22962
"2017","North Dakota","Ransom ","ND",38073,10474
"2018","North Dakota","Renville ","ND",38075,4748
"2019","North Dakota","Richland ","ND",38077,32478
"2020","North Dakota","Rolette ","ND",38079,28602
"2021","North Dakota","Sargent ","ND",38081,7740
"2022","North Dakota","Sheridan ","ND",38083,2698
"2023","North Dakota","Sioux ","ND",38085,8716
"2024","North Dakota","Slope ","ND",38087,1526
"2025","North Dakota","Stark ","ND",38089,61994
"2026","North Dakota","Steele ","ND",38091,3806
"2027","North Dakota","Stutsman ","ND",38093,41834
"2028","North Dakota","Towner ","ND",38095,4384
"2029","North Dakota","Traill ","ND",38097,16074
"2030","North Dakota","Walsh ","ND",38099,21334
"2031","North Dakota","Ward ","ND",38101,135488
"2032","North Dakota","Wells ","ND",38103,7914
"2033","North Dakota","Williams ","ND",38105,70700
"2034","Ohio","Adams ","OH",39001,55448
"2035","Ohio","Allen ","OH",39003,205326
"2036","Ohio","Ashland ","OH",39005,107490
"2037","Ohio","Ashtabula ","OH",39007,194986
"2038","Ohio","Athens ","OH",39009,131636
"2039","Ohio","Auglaize ","OH",39011,91608
"2040","Ohio","Belmont ","OH",39013,135010
"2041","Ohio","Brown ","OH",39015,87204
"2042","Ohio","Butler ","OH",39017,764756
"2043","Ohio","Carroll ","OH",39019,54162
"2044","Ohio","Champaign ","OH",39021,77508
"2045","Ohio","Clark ","OH",39023,269170
"2046","Ohio","Clermont ","OH",39025,410932
"2047","Ohio","Clinton ","OH",39027,84114
"2048","Ohio","Columbiana ","OH",39029,205330
"2049","Ohio","Coshocton ","OH",39031,73258
"2050","Ohio","Crawford ","OH",39033,83100
"2051","Ohio","Cuyahoga ","OH",39035,2487714
"2052","Ohio","Darke ","OH",39037,102646
"2053","Ohio","Defiance ","OH",39039,76330
"2054","Ohio","Delaware ","OH",39041,409652
"2055","Ohio","Erie ","OH",39043,149230
"2056","Ohio","Fairfield ","OH",39045,311564
"2057","Ohio","Fayette ","OH",39047,57332
"2058","Ohio","Franklin ","OH",39049,2620600
"2059","Ohio","Fulton ","OH",39051,84552
"2060","Ohio","Gallia ","OH",39053,59958
"2061","Ohio","Geauga ","OH",39055,188062
"2062","Ohio","Greene ","OH",39057,335990
"2063","Ohio","Guernsey ","OH",39059,78044
"2064","Ohio","Hamilton ","OH",39061,1633368
"2065","Ohio","Hancock ","OH",39063,151860
"2066","Ohio","Hardin ","OH",39065,62960
"2067","Ohio","Harrison ","OH",39067,30348
"2068","Ohio","Henry ","OH",39069,54172
"2069","Ohio","Highland ","OH",39071,86116
"2070","Ohio","Hocking ","OH",39073,56770
"2071","Ohio","Holmes ","OH",39075,87784
"2072","Ohio","Huron ","OH",39077,117008
"2073","Ohio","Jackson ","OH",39079,64768
"2074","Ohio","Jefferson ","OH",39081,131534
"2075","Ohio","Knox ","OH",39083,123786
"2076","Ohio","Lake ","OH",39085,461028
"2077","Ohio","Lawrence ","OH",39087,119732
"2078","Ohio","Licking ","OH",39089,351538
"2079","Ohio","Logan ","OH",39091,90716
"2080","Ohio","Lorain ","OH",39093,618922
"2081","Ohio","Lucas ","OH",39095,859798
"2082","Ohio","Madison ","OH",39097,88826
"2083","Ohio","Mahoning ","OH",39099,459284
"2084","Ohio","Marion ","OH",39101,130512
"2085","Ohio","Medina ","OH",39103,358292
"2086","Ohio","Meigs ","OH",39105,46212
"2087","Ohio","Mercer ","OH",39107,81918
"2088","Ohio","Miami ","OH",39109,212444
"2089","Ohio","Monroe ","OH",39111,27580
"2090","Ohio","Montgomery ","OH",39113,1064662
"2091","Ohio","Morgan ","OH",39115,29208
"2092","Ohio","Morrow ","OH",39117,70224
"2093","Ohio","Muskingum ","OH",39119,172366
"2094","Ohio","Noble ","OH",39121,28708
"2095","Ohio","Ottawa ","OH",39123,81538
"2096","Ohio","Paulding ","OH",39125,37520
"2097","Ohio","Perry ","OH",39127,72066
"2098","Ohio","Pickaway ","OH",39129,116172
"2099","Ohio","Pike ","OH",39131,56134
"2100","Ohio","Portage ","OH",39133,325854
"2101","Ohio","Preble ","OH",39135,81994
"2102","Ohio","Putnam ","OH",39137,67560
"2103","Ohio","Richland ","OH",39139,242198
"2104","Ohio","Ross ","OH",39141,153862
"2105","Ohio","Sandusky ","OH",39143,117598
"2106","Ohio","Scioto ","OH",39145,151004
"2107","Ohio","Seneca ","OH",39147,110414
"2108","Ohio","Shelby ","OH",39149,97254
"2109","Ohio","Stark ","OH",39151,743148
"2110","Ohio","Summit ","OH",39153,1083836
"2111","Ohio","Trumbull ","OH",39155,397254
"2112","Ohio","Tuscarawas ","OH",39157,184352
"2113","Ohio","Union ","OH",39159,115670
"2114","Ohio","Van Wert ","OH",39161,56562
"2115","Ohio","Vinton ","OH",39163,26278
"2116","Ohio","Warren ","OH",39165,464346
"2117","Ohio","Washington ","OH",39167,120310
"2118","Ohio","Wayne ","OH",39169,231934
"2119","Ohio","Williams ","OH",39171,73608
"2120","Ohio","Wood ","OH",39173,261392
"2121","Ohio","Wyandot ","OH",39175,43870
"2122","Oklahoma","Adair ","OK",40001,44164
"2123","Oklahoma","Alfalfa ","OK",40003,11508
"2124","Oklahoma","Atoka ","OK",40005,27676
"2125","Oklahoma","Beaver ","OK",40007,10638
"2126","Oklahoma","Beckham ","OK",40009,43418
"2127","Oklahoma","Blaine ","OK",40011,18970
"2128","Oklahoma","Bryan ","OK",40013,94384
"2129","Oklahoma","Caddo ","OK",40015,57954
"2130","Oklahoma","Canadian ","OK",40017,288894
"2131","Oklahoma","Carter ","OK",40019,96354
"2132","Oklahoma","Cherokee ","OK",40021,97350
"2133","Oklahoma","Choctaw ","OK",40023,29336
"2134","Oklahoma","Cimarron ","OK",40025,4306
"2135","Oklahoma","Cleveland ","OK",40027,563338
"2136","Oklahoma","Coal ","OK",40029,11040
"2137","Oklahoma","Comanche ","OK",40031,240844
"2138","Oklahoma","Cotton ","OK",40033,11552
"2139","Oklahoma","Craig ","OK",40035,28612
"2140","Oklahoma","Creek ","OK",40037,143208
"2141","Oklahoma","Custer ","OK",40039,58072
"2142","Oklahoma","Delaware ","OK",40041,85466
"2143","Oklahoma","Dewey ","OK",40043,9788
"2144","Oklahoma","Ellis ","OK",40045,7904
"2145","Oklahoma","Garfield ","OK",40047,121826
"2146","Oklahoma","Garvin ","OK",40049,55622
"2147","Oklahoma","Grady ","OK",40051,111102
"2148","Oklahoma","Grant ","OK",40053,8652
"2149","Oklahoma","Greer ","OK",40055,11642
"2150","Oklahoma","Harmon ","OK",40057,5328
"2151","Oklahoma","Harper ","OK",40059,7594
"2152","Oklahoma","Haskell ","OK",40061,25336
"2153","Oklahoma","Hughes ","OK",40063,26670
"2154","Oklahoma","Jackson ","OK",40065,49898
"2155","Oklahoma","Jefferson ","OK",40067,12246
"2156","Oklahoma","Johnston ","OK",40069,21898
"2157","Oklahoma","Kay ","OK",40071,88322
"2158","Oklahoma","Kingfisher ","OK",40073,31632
"2159","Oklahoma","Kiowa ","OK",40075,17458
"2160","Oklahoma","Latimer ","OK",40077,20462
"2161","Oklahoma","Le Flore ","OK",40079,99960
"2162","Oklahoma","Lincoln ","OK",40081,69840
"2163","Oklahoma","Logan ","OK",40083,94582
"2164","Oklahoma","Love ","OK",40085,20268
"2165","Oklahoma","Major ","OK",40093,15288
"2166","Oklahoma","Marshall ","OK",40095,33612
"2167","Oklahoma","Mayes ","OK",40097,82214
"2168","Oklahoma","McClain ","OK",40087,79970
"2169","Oklahoma","McCurtain ","OK",40089,65406
"2170","Oklahoma","McIntosh ","OK",40091,39630
"2171","Oklahoma","Murray ","OK",40099,27906
"2172","Oklahoma","Muskogee ","OK",40101,136724
"2173","Oklahoma","Noble ","OK",40103,22578
"2174","Oklahoma","Nowata ","OK",40105,20436
"2175","Oklahoma","Okfuskee ","OK",40107,24196
"2176","Oklahoma","Oklahoma ","OK",40109,1585164
"2177","Oklahoma","Okmulgee ","OK",40111,76670
"2178","Oklahoma","Osage ","OK",40113,94028
"2179","Oklahoma","Ottawa ","OK",40115,62350
"2180","Oklahoma","Pawnee ","OK",40117,32780
"2181","Oklahoma","Payne ","OK",40119,164080
"2182","Oklahoma","Pittsburg ","OK",40121,87754
"2183","Oklahoma","Pontotoc ","OK",40123,76494
"2184","Oklahoma","Pottawatomie ","OK",40125,145358
"2185","Oklahoma","Pushmataha ","OK",40127,22358
"2186","Oklahoma","Roger Mills ","OK",40129,7312
"2187","Oklahoma","Rogers ","OK",40131,183968
"2188","Oklahoma","Seminole ","OK",40133,49156
"2189","Oklahoma","Sequoyah ","OK",40135,82358
"2190","Oklahoma","Stephens ","OK",40137,86530
"2191","Oklahoma","Texas ","OK",40139,40910
"2192","Oklahoma","Tillman ","OK",40141,14696
"2193","Oklahoma","Tulsa ","OK",40143,1296720
"2194","Oklahoma","Wagoner ","OK",40145,160220
"2195","Oklahoma","Washington ","OK",40147,103686
"2196","Oklahoma","Washita ","OK",40149,22254
"2197","Oklahoma","Woods ","OK",40151,17794
"2198","Oklahoma","Woodward ","OK",40153,40444
"2199","Oregon","Baker ","OR",41001,32012
"2200","Oregon","Benton ","OR",41003,184202
"2201","Oregon","Clackamas ","OR",41005,832150
"2202","Oregon","Clatsop ","OR",41007,79528
"2203","Oregon","Columbia ","OR",41009,104754
"2204","Oregon","Coos ","OR",41011,128778
"2205","Oregon","Crook ","OR",41013,47734
"2206","Oregon","Curry ","OR",41015,45626
"2207","Oregon","Deschutes ","OR",41017,383992
"2208","Oregon","Douglas ","OR",41019,220566
"2209","Oregon","Gilliam ","OR",41021,3788
"2210","Oregon","Grant ","OR",41023,14352
"2211","Oregon","Harney ","OR",41025,14658
"2212","Oregon","Hood River ","OR",41027,46856
"2213","Oregon","Jackson ","OR",41029,439128
"2214","Oregon","Jefferson ","OR",41031,48384
"2215","Oregon","Josephine ","OR",41033,174786
"2216","Oregon","Klamath ","OR",41035,135306
"2217","Oregon","Lake ","OR",41037,15758
"2218","Oregon","Lane ","OR",41039,759222
"2219","Oregon","Lincoln ","OR",41041,98776
"2220","Oregon","Linn ","OR",41043,254670
"2221","Oregon","Malheur ","OR",41045,61450
"2222","Oregon","Marion ","OR",41047,693736
"2223","Oregon","Morrow ","OR",41049,22744
"2224","Oregon","Multnomah ","OR",41051,1623760
"2225","Oregon","Polk ","OR",41053,170468
"2226","Oregon","Sherman ","OR",41055,3416
"2227","Oregon","Tillamook ","OR",41057,53574
"2228","Oregon","Umatilla ","OR",41059,155032
"2229","Oregon","Union ","OR",41061,52922
"2230","Oregon","Wallowa ","OR",41063,14162
"2231","Oregon","Wasco ","OR",41065,53010
"2232","Oregon","Washington ","OR",41067,1195390
"2233","Oregon","Wheeler ","OR",41069,2732
"2234","Oregon","Yamhill ","OR",41071,214004
"2235","Pennsylvania","Adams ","PA",42001,205622
"2236","Pennsylvania","Allegheny ","PA",42003,2436904
"2237","Pennsylvania","Armstrong ","PA",42005,130526
"2238","Pennsylvania","Beaver ","PA",42007,329484
"2239","Pennsylvania","Bedford ","PA",42009,96352
"2240","Pennsylvania","Berks ","PA",42011,840304
"2241","Pennsylvania","Blair ","PA",42013,244984
"2242","Pennsylvania","Bradford ","PA",42015,121666
"2243","Pennsylvania","Bucks ","PA",42017,1256390
"2244","Pennsylvania","Butler ","PA",42019,375776
"2245","Pennsylvania","Cambria ","PA",42021,263460
"2246","Pennsylvania","Cameron ","PA",42023,8984
"2247","Pennsylvania","Carbon ","PA",42025,128454
"2248","Pennsylvania","Centre ","PA",42027,325610
"2249","Pennsylvania","Chester ","PA",42029,1044092
"2250","Pennsylvania","Clarion ","PA",42031,77558
"2251","Pennsylvania","Clearfield ","PA",42033,158776
"2252","Pennsylvania","Clinton ","PA",42035,77368
"2253","Pennsylvania","Columbia ","PA",42037,130912
"2254","Pennsylvania","Crawford ","PA",42039,170126
"2255","Pennsylvania","Cumberland ","PA",42041,502846
"2256","Pennsylvania","Dauphin ","PA",42043,554194
"2257","Pennsylvania","Delaware ","PA",42045,1129502
"2258","Pennsylvania","Elk ","PA",42047,60338
"2259","Pennsylvania","Erie ","PA",42049,544122
"2260","Pennsylvania","Fayette ","PA",42051,260882
"2261","Pennsylvania","Forest ","PA",42053,14558
"2262","Pennsylvania","Franklin ","PA",42055,309670
"2263","Pennsylvania","Fulton ","PA",42057,29046
"2264","Pennsylvania","Greene ","PA",42059,73012
"2265","Pennsylvania","Huntingdon ","PA",42061,90336
"2266","Pennsylvania","Indiana ","PA",42063,169002
"2267","Pennsylvania","Jefferson ","PA",42065,87282
"2268","Pennsylvania","Juniata ","PA",42067,49408
"2269","Pennsylvania","Lackawanna ","PA",42069,421586
"2270","Pennsylvania","Lancaster ","PA",42071,1087114
"2271","Pennsylvania","Lawrence ","PA",42073,172368
"2272","Pennsylvania","Lebanon ","PA",42075,282628
"2273","Pennsylvania","Lehigh ","PA",42077,736200
"2274","Pennsylvania","Luzerne ","PA",42079,635292
"2275","Pennsylvania","Lycoming ","PA",42081,227328
"2276","Pennsylvania","McKean ","PA",42083,81936
"2277","Pennsylvania","Mercer ","PA",42085,221366
"2278","Pennsylvania","Mifflin ","PA",42087,92444
"2279","Pennsylvania","Monroe ","PA",42089,339014
"2280","Pennsylvania","Montgomery ","PA",42091,1657208
"2281","Pennsylvania","Montour ","PA",42093,36480
"2282","Pennsylvania","Northampton ","PA",42095,609614
"2283","Pennsylvania","Northumberland ","PA",42097,182166
"2284","Pennsylvania","Perry ","PA",42099,92278
"2285","Pennsylvania","Philadelphia ","PA",42101,3168276
"2286","Pennsylvania","Pike ","PA",42103,111866
"2287","Pennsylvania","Potter ","PA",42105,33244
"2288","Pennsylvania","Schuylkill ","PA",42107,284134
"2289","Pennsylvania","Snyder ","PA",42109,81080
"2290","Pennsylvania","Somerset ","PA",42111,147904
"2291","Pennsylvania","Sullivan ","PA",42113,12142
"2292","Pennsylvania","Susquehanna ","PA",42115,81178
"2293","Pennsylvania","Tioga ","PA",42117,81526
"2294","Pennsylvania","Union ","PA",42119,89570
"2295","Pennsylvania","Venango ","PA",42121,102532
"2296","Pennsylvania","Warren ","PA",42123,78996
"2297","Pennsylvania","Washington ","PA",42125,414692
"2298","Pennsylvania","Wayne ","PA",42127,102552
"2299","Pennsylvania","Westmoreland ","PA",42129,701222
"2300","Pennsylvania","Wyoming ","PA",42131,54092
"2301","Pennsylvania","York ","PA",42133,896546
"2302","Rhode Island","Bristol ","RI",44001,97298
"2303","Rhode Island","Kent ","RI",44003,327722
"2304","Rhode Island","Newport ","RI",44005,165084
"2305","Rhode Island","Providence ","RI",44007,1272168
"2306","Rhode Island","Washington ","RI",44009,252358
"2307","South Carolina","Abbeville ","SC",45001,49082
"2308","South Carolina","Aiken ","SC",45003,338802
