"","State","Countynames","Code","FIPS","Population"
"592","Illinois","Alexander ","IL",17003,12120
"593","Illinois","Bond ","IL",17005,33260
"594","Illinois","Boone ","IL",17007,107154
"595","Illinois","Brown ","IL",17009,13112
"596","Illinois","Bureau ","IL",17011,65986
"597","Illinois","Calhoun ","IL",17013,9604
"598","Illinois","Carroll ","IL",17015,28624
"599","Illinois","Cass ","IL",17017,24520
"600","Illinois","Champaign ","IL",17019,419966
"601","Illinois","Christian ","IL",17021,65322
"602","Illinois","Clark ","IL",17023,31192
"603","Illinois","Clay ","IL",17025,26506
"604","Illinois","Clinton ","IL",17027,75278
"605","Illinois","Coles ","IL",17029,101770
"606","Illinois","Cook ","IL",17031,10360986
"607","Illinois","Crawford ","IL",17033,37614
"608","Illinois","Cumberland ","IL",17035,21616
"609","Illinois","De Witt ","IL",17039,31538
"610","Illinois","DeKalb ","IL",17037,208286
"611","Illinois","Douglas ","IL",17041,38958
"612","Illinois","DuPage ","IL",17043,1857178
"613","Illinois","Edgar ","IL",17045,34720
"614","Illinois","Edwards ","IL",17047,12784
"615","Illinois","Effingham ","IL",17049,68416
"616","Illinois","Fayette ","IL",17051,42832
"617","Illinois","Ford ","IL",17053,26528
"618","Illinois","Franklin ","IL",17055,77402
"619","Illinois","Fulton ","IL",17057,69688
"620","Illinois","Gallatin ","IL",17059,10116
"621","Illinois","Greene ","IL",17061,26088
"622","Illinois","Grundy ","IL",17063,101944
"623","Illinois","Hamilton ","IL",17065,16326
"624","Illinois","Hancock ","IL",17067,35688
"625","Illinois","Hardin ","IL",17069,7820
"626","Illinois","Henderson ","IL",17071,13418
"627","Illinois","Henry ","IL",17073,98180
"628","Illinois","Iroquois ","IL",17075,55208
"629","Illinois","Jackson ","IL",17077,114838
"630","Illinois","Jasper ","IL",17079,19222
"631","Illinois","Jefferson ","IL",17081,75640
"632","Illinois","Jersey ","IL",17083,43694
"633","Illinois","Jo Daviess ","IL",17085,42732
"634","Illinois","Johnson ","IL",17087,24912
"635","Illinois","Kane ","IL",17089,1068432
"636","Illinois","Kankakee ","IL",17091,220048
"637","Illinois","Kendall ","IL",17093,255830
"638","Illinois","Knox ","IL",17095,100224
"639","Illinois","Lake ","IL",17097,1401664
"640","Illinois","LaSalle ","IL",17099,218860
"641","Illinois","Lawrence ","IL",17101,31530
"642","Illinois","Lee ","IL",17103,68446
"643","Illinois","Livingston ","IL",17105,71522
"644","Illinois","Logan ","IL",17107,57850
"645","Illinois","Macon ","IL",17115,209424
"646","Illinois","Macoupin ","IL",17117,90626
"647","Illinois","Madison ","IL",17119,528922
"648","Illinois","Marion ","IL",17121,75240
"649","Illinois","Marshall ","IL",17123,23068
"650","Illinois","Mason ","IL",17125,27130
"651","Illinois","Massac ","IL",17127,28160
"652","Illinois","McDonough ","IL",17109,59910
"653","Illinois","McHenry ","IL",17111,617140
"654","Illinois","McLean ","IL",17113,345656
"655","Illinois","Menard ","IL",17129,24576
"656","Illinois","Mercer ","IL",17131,31202
"657","Illinois","Monroe ","IL",17133,68670
"658","Illinois","Montgomery ","IL",17135,57202
"659","Illinois","Morgan ","IL",17137,67952
"660","Illinois","Moultrie ","IL",17139,29434
"661","Illinois","Ogle ","IL",17141,101846
"662","Illinois","Peoria ","IL",17143,361242
"663","Illinois","Perry ","IL",17145,42348
"664","Illinois","Piatt ","IL",17147,32792
"665","Illinois","Pike ","IL",17149,31222
"666","Illinois","Pope ","IL",17151,8424
"667","Illinois","Pulaski ","IL",17153,10926
"668","Illinois","Putnam ","IL",17155,11480
"669","Illinois","Randolph ","IL",17157,64212
"670","Illinois","Richland ","IL",17159,31526
"671","Illinois","Rock Island ","IL",17161,286954
"672","Illinois","Saline ","IL",17165,47812
"673","Illinois","Sangamon ","IL",17167,390696
"674","Illinois","Schuyler ","IL",17169,13814
"675","Illinois","Scott ","IL",17171,9852
"676","Illinois","Shelby ","IL",17173,43482
"677","Illinois","St. Clair ","IL",17163,522118
"678","Illinois","Stark ","IL",17175,10854
"679","Illinois","Stephenson ","IL",17177,89506
"680","Illinois","Tazewell ","IL",17179,264656
"681","Illinois","Union ","IL",17181,33682
"682","Illinois","Vermilion ","IL",17183,153612
"683","Illinois","Wabash ","IL",17185,23098
"684","Illinois","Warren ","IL",17187,34064
"685","Illinois","Washington ","IL",17189,27990
"686","Illinois","Wayne ","IL",17191,32664
"687","Illinois","White ","IL",17193,27330
"688","Illinois","Whiteside ","IL",17195,111252
"689","Illinois","Will ","IL",17197,1384620
"690","Illinois","Williamson ","IL",17199,134112
"691","Illinois","Winnebago ","IL",17201,568162
"692","Illinois","Woodford ","IL",17203,76926
"693","Indiana","Adams ","IN",18001,71272
"694","Indiana","Allen ","IN",18003,750702
"695","Indiana","Bartholomew ","IN",18005,165506
"696","Indiana","Benton ","IN",18007,17306
"697","Indiana","Blackford ","IN",18009,23860
"698","Indiana","Boone ","IN",18011,133998
"699","Indiana","Brown ","IN",18013,30468
"700","Indiana","Carroll ","IN",18015,40254
"701","Indiana","Cass ","IN",18017,75910
"702","Indiana","Clark ","IN",18019,234720
"703","Indiana","Clay ","IN",18021,52340
"704","Indiana","Clinton ","IN",18023,64500
"705","Indiana","Crawford ","IN",18025,21116
"706","Indiana","Daviess ","IN",18027,66294
"707","Indiana","Dearborn ","IN",18029,99136
"708","Indiana","Decatur ","IN",18031,53588
"709","Indiana","DeKalb ","IN",18033,86452
"710","Indiana","Delaware ","IN",18035,229544
"711","Indiana","Dubois ","IN",18037,85130
"712","Indiana","Elkhart ","IN",18039,411120
"713","Indiana","Fayette ","IN",18041,46094
"714","Indiana","Floyd ","IN",18043,155562
"715","Indiana","Fountain ","IN",18045,32702
"716","Indiana","Franklin ","IN",18047,45472
"717","Indiana","Fulton ","IN",18049,40184
"718","Indiana","Gibson ","IN",18051,66904
"719","Indiana","Grant ","IN",18053,131872
"720","Indiana","Greene ","IN",18055,64012
"721","Indiana","Hamilton ","IN",18057,660172
"722","Indiana","Hancock ","IN",18059,152702
"723","Indiana","Harrison ","IN",18061,80700
"724","Indiana","Hendricks ","IN",18063,334018
"725","Indiana","Henry ","IN",18065,96542
"726","Indiana","Howard ","IN",18067,164732
"727","Indiana","Huntington ","IN",18069,72480
"728","Indiana","Jackson ","IN",18071,88222
"729","Indiana","Jasper ","IN",18073,66740
"730","Indiana","Jay ","IN",18075,41528
"731","Indiana","Jefferson ","IN",18077,64416
"732","Indiana","Jennings ","IN",18079,55222
"733","Indiana","Johnson ","IN",18081,312450
"734","Indiana","Knox ","IN",18083,73790
"735","Indiana","Kosciusko ","IN",18085,158688
"736","Indiana","LaGrange ","IN",18087,78660
"737","Indiana","Lake ","IN",18089,968822
"738","Indiana","LaPorte ","IN",18091,220014
"739","Indiana","Lawrence ","IN",18093,91336
"740","Indiana","Madison ","IN",18095,259282
"741","Indiana","Marion ","IN",18097,1909340
"742","Indiana","Marshall ","IN",18099,92496
"743","Indiana","Martin ","IN",18101,20434
"744","Indiana","Miami ","IN",18103,71134
"745","Indiana","Monroe ","IN",18105,293834
"746","Indiana","Montgomery ","IN",18107,76692
"747","Indiana","Morgan ","IN",18109,140232
"748","Indiana","Newton ","IN",18111,28022
"749","Indiana","Noble ","IN",18113,95064
"750","Indiana","Ohio ","IN",18115,11688
"751","Indiana","Orange ","IN",18117,38978
"752","Indiana","Owen ","IN",18119,41690
"753","Indiana","Parke ","IN",18121,33854
"754","Indiana","Perry ","IN",18123,38204
"755","Indiana","Pike ","IN",18125,24820
"756","Indiana","Porter ","IN",18127,339188
"757","Indiana","Posey ","IN",18129,51080
"758","Indiana","Pulaski ","IN",18131,24938
"759","Indiana","Putnam ","IN",18133,75558
"760","Indiana","Randolph ","IN",18135,49702
"761","Indiana","Ripley ","IN",18137,57046
"762","Indiana","Rush ","IN",18139,33326
"763","Indiana","Scott ","IN",18143,47756
"764","Indiana","Shelby ","IN",18145,89186
"765","Indiana","Spencer ","IN",18147,40654
"766","Indiana","St. Joseph ","IN",18141,541542
"767","Indiana","Starke ","IN",18149,45870
"768","Indiana","Steuben ","IN",18151,69172
"769","Indiana","Sullivan ","IN",18153,41380
"770","Indiana","Switzerland ","IN",18155,21434
"771","Indiana","Tippecanoe ","IN",18157,386096
"772","Indiana","Tipton ","IN",18159,30256
"773","Indiana","Union ","IN",18161,14074
"774","Indiana","Vanderburgh ","IN",18163,361948
"775","Indiana","Vermillion ","IN",18165,30958
"776","Indiana","Vigo ","IN",18167,214772
"777","Indiana","Wabash ","IN",18169,62560
"778","Indiana","Warren ","IN",18171,16526
"779","Indiana","Warrick ","IN",18173,125134
"780","Indiana","Washington ","IN",18175,55886
"781","Indiana","Wayne ","IN",18177,131872
"782","Indiana","Wells ","IN",18179,56412
"783","Indiana","White ","IN",18181,48266
"784","Indiana","Whitley ","IN",18183,68148
"785","Iowa","Adair ","IA",19001,14126
"786","Iowa","Adams ","IA",19003,7290
"787","Iowa","Allamakee ","IA",19005,27664
"788","Iowa","Appanoose ","IA",19007,24874
"789","Iowa","Audubon ","IA",19009,11012
"790","Iowa","Benton ","IA",19011,51284
"791","Iowa","Black Hawk ","IA",19013,264816
"792","Iowa","Boone ","IA",19015,52692
"793","Iowa","Bremer ","IA",19017,49894
"794","Iowa","Buchanan ","IA",19019,42398
"795","Iowa","Buena Vista ","IA",19021,39748
"796","Iowa","Butler ","IA",19023,29078
"797","Iowa","Calhoun ","IA",19025,19398
"798","Iowa","Carroll ","IA",19027,40308
"799","Iowa","Cass ","IA",19029,25860
"800","Iowa","Cedar ","IA",19031,37254
"801","Iowa","Cerro Gordo ","IA",19033,85294
"802","Iowa","Cherokee ","IA",19035,22642
"803","Iowa","Chickasaw ","IA",19037,23928
"804","Iowa","Clarke ","IA",19039,18846
"805","Iowa","Clay ","IA",19041,32268
"806","Iowa","Clayton ","IA",19043,35112
"807","Iowa","Clinton ","IA",19045,93036
"808","Iowa","Crawford ","IA",19047,34316
"809","Iowa","Dallas ","IA",19049,180360
"810","Iowa","Davis ","IA",19051,18034
"811","Iowa","Decatur ","IA",19053,15780
"812","Iowa","Delaware ","IA",19055,34138
"813","Iowa","Des Moines ","IA",19057,78276
"814","Iowa","Dickinson ","IA",19059,34306
"815","Iowa","Dubuque ","IA",19061,193708
"816","Iowa","Emmet ","IA",19063,18506
"817","Iowa","Fayette ","IA",19065,39320
"818","Iowa","Floyd ","IA",19067,31522
"819","Iowa","Franklin ","IA",19069,20248
"820","Iowa","Fremont ","IA",19071,13986
"821","Iowa","Greene ","IA",19073,17962
"822","Iowa","Grundy ","IA",19075,24608
"823","Iowa","Guthrie ","IA",19077,21440
"824","Iowa","Hamilton ","IA",19079,29904
"825","Iowa","Hancock ","IA",19081,21424
"826","Iowa","Hardin ","IA",19083,33736
"827","Iowa","Harrison ","IA",19085,28268
"828","Iowa","Henry ","IA",19087,40134
"829","Iowa","Howard ","IA",19089,18374
"830","Iowa","Humboldt ","IA",19091,19094
"831","Iowa","Ida ","IA",19093,13682
"832","Iowa","Iowa ","IA",19095,32282
"833","Iowa","Jackson ","IA",19097,38864
"834","Iowa","Jasper ","IA",19099,74294
"835","Iowa","Jefferson ","IA",19101,36762
"836","Iowa","Johnson ","IA",19103,302520
"837","Iowa","Jones ","IA",19105,41488
"838","Iowa","Keokuk ","IA",19107,20450
"839","Iowa","Kossuth ","IA",19109,29816
"840","Iowa","Lee ","IA",19111,68110
"841","Iowa","Linn ","IA",19113,451818
"842","Iowa","Louisa ","IA",19115,22338
"843","Iowa","Lucas ","IA",19117,17290
"844","Iowa","Lyon ","IA",19119,23622
"845","Iowa","Madison ","IA",19121,32498
"846","Iowa","Mahaska ","IA",19123,44000
"847","Iowa","Marion ","IA",19125,66814
"848","Iowa","Marshall ","IA",19127,79962
"849","Iowa","Mills ","IA",19129,30126
"850","Iowa","Mitchell ","IA",19131,21138
"851","Iowa","Monona ","IA",19133,17358
"852","Iowa","Monroe ","IA",19135,15580
"853","Iowa","Montgomery ","IA",19137,20006
"854","Iowa","Muscatine ","IA",19139,85858
"855","Iowa","O'Brien ","IA",19141,27680
"856","Iowa","Osceola ","IA",19143,12080
"857","Iowa","Page ","IA",19145,30498
"858","Iowa","Palo Alto ","IA",19147,17858
"859","Iowa","Plymouth ","IA",19149,50190
"860","Iowa","Pocahontas ","IA",19151,13480
"861","Iowa","Polk ","IA",19153,974408
"862","Iowa","Pottawattamie ","IA",19155,187066
"863","Iowa","Poweshiek ","IA",19157,37398
"864","Iowa","Ringgold ","IA",19159,9936
"865","Iowa","Sac ","IA",19161,19438
"866","Iowa","Scott ","IA",19163,346566
"867","Iowa","Shelby ","IA",19165,23156
"868","Iowa","Sioux ","IA",19167,69818
"869","Iowa","Story ","IA",19169,196210
"870","Iowa","Tama ","IA",19171,33808
"871","Iowa","Taylor ","IA",19173,12382
"872","Iowa","Union ","IA",19175,24718
"873","Iowa","Van Buren ","IA",19177,14040
"874","Iowa","Wapello ","IA",19179,70410
"875","Iowa","Warren ","IA",19181,102112
"876","Iowa","Washington ","IA",19183,44282
"877","Iowa","Wayne ","IA",19185,12802
"878","Iowa","Webster ","IA",19187,72554
"879","Iowa","Winnebago ","IA",19189,21036
"880","Iowa","Winneshiek ","IA",19191,40058
"881","Iowa","Woodbury ","IA",19193,205078
"882","Iowa","Worth ","IA",19195,14906
"883","Iowa","Wright ","IA",19197,25380
"884","Kansas","Allen ","KS",20001,24888
"885","Kansas","Anderson ","KS",20003,15756
"886","Kansas","Atchison ","KS",20005,32386
"887","Kansas","Barber ","KS",20007,8944
"888","Kansas","Barton ","KS",20009,52222
"889","Kansas","Bourbon ","KS",20011,29306
"890","Kansas","Brown ","KS",20013,19196
"891","Kansas","Butler ","KS",20015,133530
"892","Kansas","Chase ","KS",20017,5258
"893","Kansas","Chautauqua ","KS",20019,6618
"894","Kansas","Cherokee ","KS",20021,40030
"895","Kansas","Cheyenne ","KS",20023,5320
"896","Kansas","Clark ","KS",20025,4010
"897","Kansas","Clay ","KS",20027,15994
"898","Kansas","Cloud ","KS",20029,17458
"899","Kansas","Coffey ","KS",20031,16466
"900","Kansas","Comanche ","KS",20033,3496
"901","Kansas","Cowley ","KS",20035,70436
"902","Kansas","Crawford ","KS",20037,78038
"903","Kansas","Decatur ","KS",20039,5742
"904","Kansas","Dickinson ","KS",20041,37434
"905","Kansas","Doniphan ","KS",20043,15364
"906","Kansas","Douglas ","KS",20045,242872
"907","Kansas","Edwards ","KS",20047,5698
"908","Kansas","Elk ","KS",20049,5016
"909","Kansas","Ellis ","KS",20051,57420
"910","Kansas","Ellsworth ","KS",20053,12392
"911","Kansas","Finney ","KS",20055,73222
"912","Kansas","Ford ","KS",20057,67776
"913","Kansas","Franklin ","KS",20059,51262
"914","Kansas","Geary ","KS",20061,65188
"915","Kansas","Gove ","KS",20063,5224
"916","Kansas","Graham ","KS",20065,4984
"917","Kansas","Grant ","KS",20067,14672
"918","Kansas","Gray ","KS",20069,12066
"919","Kansas","Greeley ","KS",20071,2454
"920","Kansas","Greenwood ","KS",20073,12110
"921","Kansas","Hamilton ","KS",20075,5214
"922","Kansas","Harper ","KS",20077,11012
"923","Kansas","Harvey ","KS",20079,68420
"924","Kansas","Haskell ","KS",20081,7994
"925","Kansas","Hodgeman ","KS",20083,3636
"926","Kansas","Jackson ","KS",20085,26560
"927","Kansas","Jefferson ","KS",20087,37950
"928","Kansas","Jewell ","KS",20089,5682
"929","Kansas","Johnson ","KS",20091,1195110
"930","Kansas","Kearny ","KS",20093,7886
"931","Kansas","Kingman ","KS",20095,14620
"932","Kansas","Kiowa ","KS",20097,5032
"933","Kansas","Labette ","KS",20099,39928
"934","Kansas","Lane ","KS",20101,3120
"935","Kansas","Leavenworth ","KS",20103,162704
"936","Kansas","Lincoln ","KS",20105,6046
"937","Kansas","Linn ","KS",20107,19500
"938","Kansas","Logan ","KS",20109,5688
"939","Kansas","Lyon ","KS",20111,66812
"940","Kansas","Marion ","KS",20115,23900
"941","Kansas","Marshall ","KS",20117,19444
"942","Kansas","McPherson ","KS",20113,57074
"943","Kansas","Meade ","KS",20119,8292
"944","Kansas","Miami ","KS",20121,67360
"945","Kansas","Mitchell ","KS",20123,12300
"946","Kansas","Montgomery ","KS",20125,64240
"947","Kansas","Morris ","KS",20127,11042
"948","Kansas","Morton ","KS",20129,5334
"949","Kansas","Nemaha ","KS",20131,20310
"950","Kansas","Neosho ","KS",20133,31902
"951","Kansas","Ness ","KS",20135,5680
"952","Kansas","Norton ","KS",20137,10860
"953","Kansas","Osage ","KS",20139,31882
"954","Kansas","Osborne ","KS",20141,6950
"955","Kansas","Ottawa ","KS",20143,11604
"956","Kansas","Pawnee ","KS",20145,13124
"957","Kansas","Phillips ","KS",20147,10634
"958","Kansas","Pottawatomie ","KS",20149,48554
"959","Kansas","Pratt ","KS",20151,18756
"960","Kansas","Rawlins ","KS",20153,5016
"961","Kansas","Reno ","KS",20155,124684
"962","Kansas","Republic ","KS",20157,9328
"963","Kansas","Rice ","KS",20159,19062
"964","Kansas","Riley ","KS",20161,147406
"965","Kansas","Rooks ","KS",20163,10026
"966","Kansas","Rush ","KS",20165,6186
"967","Kansas","Russell ","KS",20167,13814
"968","Kansas","Saline ","KS",20169,108802
"969","Kansas","Scott ","KS",20171,9794
"970","Kansas","Sedgwick ","KS",20173,1027214
"971","Kansas","Seward ","KS",20175,43560
"972","Kansas","Shawnee ","KS",20177,354998
"973","Kansas","Sheridan ","KS",20179,5066
"974","Kansas","Sherman ","KS",20181,11798
"975","Kansas","Smith ","KS",20183,7206
"976","Kansas","Stafford ","KS",20185,8356
"977","Kansas","Stanton ","KS",20187,3974
"978","Kansas","Stevens ","KS",20189,11118
"979","Kansas","Sumner ","KS",20191,45992
"980","Kansas","Thomas ","KS",20193,15422
"981","Kansas","Trego ","KS",20195,5586
"982","Kansas","Wabaunsee ","KS",20197,13798
"983","Kansas","Wallace ","KS",20199,3006
"984","Kansas","Washington ","KS",20201,10840
"985","Kansas","Wichita ","KS",20203,4210
"986","Kansas","Wilson ","KS",20205,17330
"987","Kansas","Woodson ","KS",20207,6366
"988","Kansas","Wyandotte ","KS",20209,330648
"989","Kentucky","Adair ","KY",21001,38430
"990","Kentucky","Allen ","KY",21003,42244
"991","Kentucky","Anderson ","KY",21005,45326
"992","Kentucky","Ballard ","KY",21007,15958
"993","Kentucky","Barren ","KY",21009,88352
"994","Kentucky","Bath ","KY",21011,24766
"995","Kentucky","Bell ","KY",21013,53138
"996","Kentucky","Boone ","KY",21015,263066
"997","Kentucky","Bourbon ","KY",21017,40368
"998","Kentucky","Boyd ","KY",21019,94480
"999","Kentucky","Boyle ","KY",21021,60200
"1000","Kentucky","Bracken ","KY",21023,16478
"1001","Kentucky","Breathitt ","KY",21025,25452
"1002","Kentucky","Breckinridge ","KY",21027,40776
"1003","Kentucky","Bullitt ","KY",21029,162138
"1004","Kentucky","Butler ","KY",21031,25544
"1005","Kentucky","Caldwell ","KY",21033,25430
"1006","Kentucky","Calloway ","KY",21035,78270
"1007","Kentucky","Campbell ","KY",21037,186304
"1008","Kentucky","Carlisle ","KY",21039,9542
"1009","Kentucky","Carroll ","KY",21041,21474
"1010","Kentucky","Carter ","KY",21043,54008
"1011","Kentucky","Casey ","KY",21045,31776
"1012","Kentucky","Christian ","KY",21047,143342
"1013","Kentucky","Clark ","KY",21049,72498
"1014","Kentucky","Clay ","KY",21051,40210
"1015","Kentucky","Clinton ","KY",21053,20412
"1016","Kentucky","Crittenden ","KY",21055,17830
"1017","Kentucky","Cumberland ","KY",21057,13318
"1018","Kentucky","Daviess ","KY",21059,202208
"1019","Kentucky","Edmonson ","KY",21061,24548
"1020","Kentucky","Elliott ","KY",21063,15016
"1021","Kentucky","Estill ","KY",21065,28396
"1022","Kentucky","Fayette ","KY",21067,647560
"1023","Kentucky","Fleming ","KY",21069,28864
"1024","Kentucky","Floyd ","KY",21071,71690
"1025","Kentucky","Franklin ","KY",21073,101630
"1026","Kentucky","Fulton ","KY",21075,12240
"1027","Kentucky","Gallatin ","KY",21077,17664
"1028","Kentucky","Garrard ","KY",21079,35120
"1029","Kentucky","Grant ","KY",21081,50242
"1030","Kentucky","Graves ","KY",21083,74634
"1031","Kentucky","Grayson ","KY",21085,52642
"1032","Kentucky","Green ","KY",21087,22098
"1033","Kentucky","Greenup ","KY",21089,70536
"1034","Kentucky","Hancock ","KY",21091,17516
"1035","Kentucky","Hardin ","KY",21093,220712
"1036","Kentucky","Harlan ","KY",21095,52818
"1037","Kentucky","Harrison ","KY",21097,37556
"1038","Kentucky","Hart ","KY",21099,37812
"1039","Kentucky","Henderson ","KY",21101,91182
"1040","Kentucky","Henry ","KY",21103,32212
"1041","Kentucky","Hickman ","KY",21105,8842
"1042","Kentucky","Hopkins ","KY",21107,90136
"1043","Kentucky","Jackson ","KY",21109,26884
"1044","Kentucky","Jefferson ","KY",21111,1541034
"1045","Kentucky","Jessamine ","KY",21113,107840
"1046","Kentucky","Johnson ","KY",21115,44772
"1047","Kentucky","Kenton ","KY",21117,332102
"1048","Kentucky","Knott ","KY",21119,30252
"1049","Kentucky","Knox ","KY",21121,62608
"1050","Kentucky","Larue ","KY",21123,28614
"1051","Kentucky","Laurel ","KY",21125,121338
"1052","Kentucky","Lawrence ","KY",21127,31142
"1053","Kentucky","Lee ","KY",21129,14066
"1054","Kentucky","Leslie ","KY",21131,20286
"1055","Kentucky","Letcher ","KY",21133,43798
"1056","Kentucky","Lewis ","KY",21135,26514
"1057","Kentucky","Lincoln ","KY",21137,49288
"1058","Kentucky","Livingston ","KY",21139,18484
"1059","Kentucky","Logan ","KY",21141,53978
"1060","Kentucky","Lyon ","KY",21143,16018
"1061","Kentucky","Madison ","KY",21151,184736
"1062","Kentucky","Magoffin ","KY",21153,24724
"1063","Kentucky","Marion ","KY",21155,38808
"1064","Kentucky","Marshall ","KY",21157,62382
"1065","Kentucky","Martin ","KY",21159,22646
"1066","Kentucky","Mason ","KY",21161,34300
"1067","Kentucky","McCracken ","KY",21145,130692
"1068","Kentucky","McCreary ","KY",21147,34816
"1069","Kentucky","McLean ","KY",21149,18504
"1070","Kentucky","Meade ","KY",21163,57430
"1071","Kentucky","Menifee ","KY",21165,12902
"1072","Kentucky","Mercer ","KY",21167,43548
"1073","Kentucky","Metcalfe ","KY",21169,20060
"1074","Kentucky","Monroe ","KY",21171,21436
"1075","Kentucky","Montgomery ","KY",21173,56406
"1076","Kentucky","Morgan ","KY",21175,26690
"1077","Kentucky","Muhlenberg ","KY",21177,61548
"1078","Kentucky","Nelson ","KY",21179,91702
"1079","Kentucky","Nicholas ","KY",21181,14332
"1080","Kentucky","Ohio ","KY",21183,48174
"1081","Kentucky","Oldham ","KY",21185,132940
"1082","Kentucky","Owen ","KY",21187,21760
"1083","Kentucky","Owsley ","KY",21189,8944
"1084","Kentucky","Pendleton ","KY",21191,29058
"1085","Kentucky","Perry ","KY",21193,52184
"1086","Kentucky","Pike ","KY",21195,116804
"1087","Kentucky","Powell ","KY",21197,24884
"1088","Kentucky","Pulaski ","KY",21199,129246
"1089","Kentucky","Robertson ","KY",21201,4270
"1090","Kentucky","Rockcastle ","KY",21203,33500
"1091","Kentucky","Rowan ","KY",21205,49166
"1092","Kentucky","Russell ","KY",21207,35642
"1093","Kentucky","Scott ","KY",21209,112062
"1094","Kentucky","Shelby ","KY",21211,97036
"1095","Kentucky","Simpson ","KY",21213,37058
"1096","Kentucky","Spencer ","KY",21215,37588
"1097","Kentucky","Taylor ","KY",21217,51098
"1098","Kentucky","Todd ","KY",21219,24622
"1099","Kentucky","Trigg ","KY",21221,29286
"1100","Kentucky","Trimble ","KY",21223,17030
"1101","Kentucky","Union ","KY",21225,29010
"1102","Kentucky","Warren ","KY",21227,262528
"1103","Kentucky","Washington ","KY",21229,24168
"1104","Kentucky","Wayne ","KY",21231,40936
"1105","Kentucky","Webster ","KY",21233,26222
"1106","Kentucky","Whitley ","KY",21235,72484
"1107","Kentucky","Wolfe ","KY",21237,14354
"1108","Kentucky","Woodford ","KY",21239,53066
"1109","Louisiana","Acadia ","LA",22001,124380
"1110","Louisiana","Allen ","LA",22003,51210
"1111","Louisiana","Ascension ","LA",22005,249344
"1112","Louisiana","Assumption ","LA",22007,44600
"1113","Louisiana","Avoyelles ","LA",22009,80924
"1114","Louisiana","Beauregard ","LA",22011,74506
"1115","Louisiana","Bienville ","LA",22013,26616
"1116","Louisiana","Bossier ","LA",22015,254370
"1117","Louisiana","Caddo ","LA",22017,485844
"1118","Louisiana","Calcasieu ","LA",22019,406224
"1119","Louisiana","Caldwell ","LA",22021,19920
"1120","Louisiana","Cameron ","LA",22023,13936
"1121","Louisiana","Catahoula ","LA",22025,19216
"1122","Louisiana","Claiborne ","LA",22027,31888
"1123","Louisiana","Concordia ","LA",22029,39144
"1124","Louisiana","De Soto ","LA",22031,54872
"1125","Louisiana","East Baton Rouge ","LA",22033,881912
"1126","Louisiana","East Carroll ","LA",22035,14074
"1127","Louisiana","East Feliciana ","LA",22037,38610
"1128","Louisiana","Evangeline ","LA",22039,66886
"1129","Louisiana","Franklin ","LA",22041,40312
"1130","Louisiana","Grant ","LA",22043,44964
"1131","Louisiana","Iberia ","LA",22045,141882
"1132","Louisiana","Iberville ","LA",22047,65442
"1133","Louisiana","Jackson ","LA",22049,31804
"1134","Louisiana","Jefferson ","LA",22051,868102
"1135","Louisiana","Jefferson Davis ","LA",22053,63164
"1136","Louisiana","Lafayette ","LA",22055,485564
"1137","Louisiana","Lafourche ","LA",22057,196230
"1138","Louisiana","Lincoln ","LA",22061,94392
"1139","Louisiana","Livingston ","LA",22063,279134
"1140","Louisiana","Madison ","LA",22065,22322
"1141","Louisiana","Morehouse ","LA",22067,50796
"1142","Louisiana","Natchitoches ","LA",22069,77318
"1143","Louisiana","Orleans ","LA",22071,782012
"1144","Louisiana","Ouachita ","LA",22073,308950
"1145","Louisiana","Plaquemines ","LA",22075,46820
"1146","Louisiana","Pointe Coupee ","LA",22077,43880
"1147","Louisiana","Rapides ","LA",22079,261124
"1148","Louisiana","Red River ","LA",22081,16954
"1149","Louisiana","Richland ","LA",22083,40384
"1150","Louisiana","Sabine ","LA",22085,48064
"1151","Louisiana","St. Bernard ","LA",22087,93442
"1152","Louisiana","St. Charles ","LA",22089,105758
"1153","Louisiana","St. Helena ","LA",22091,20524
"1154","Louisiana","St. James ","LA",22093,42074
"1155","Louisiana","St. John the Baptist ","LA",22095,86368
"1156","Louisiana","St. Landry ","LA",22097,165528
"1157","Louisiana","St. Martin ","LA",22099,107242
"1158","Louisiana","St. Mary ","LA",22101,99548
"1159","Louisiana","St. Tammany ","LA",22103,516222
"1160","Louisiana","Tangipahoa ","LA",22105,267554
"1161","Louisiana","Tensas ","LA",22107,8924
"1162","Louisiana","Terrebonne ","LA",22109,222042
"1163","Louisiana","Union ","LA",22111,44660
"1164","Louisiana","Vermilion ","LA",22113,119660
"1165","Louisiana","Vernon ","LA",22115,97720
"1166","Louisiana","Washington ","LA",22117,93164
"1167","Louisiana","Webster ","LA",22119,77596
"1168","Louisiana","West Baton Rouge ","LA",22121,52854
"1169","Louisiana","West Carroll ","LA",22123,21964
"1170","Louisiana","West Feliciana ","LA",22125,30920
"1171","Louisiana","Winn ","LA",22127,28268
"1172","Maine","Androscoggin ","ME",23001,215358
"1173","Maine","Aroostook ","ME",23003,134222
"1174","Maine","Cumberland ","ME",23005,587114
"1175","Maine","Franklin ","ME",23007,59794
"1176","Maine","Hancock ","ME",23009,109622
"1177","Maine","Kennebec ","ME",23011,244166
"1178","Maine","Knox ","ME",23013,79542
"1179","Maine","Lincoln ","ME",23015,68684
"1180","Maine","Oxford ","ME",23017,115236
"1181","Maine","Penobscot ","ME",23019,302192
