"","FIPS","essential_job_numbers"
"1302","26095 ",40814
"1303","26097 ",26849
"1304","26099 ",71029
"1305","26101 ",44205
"1306","26103 ",18838
"1307","26105 ",50945
"1308","26107 ",100528
"1309","26109 ",32259
"1310","26111 ",44333
"1311","26113 ",60856
"1312","26115 ",38228
"1313","26117 ",71518
"1314","26119 ",22220
"1315","26121 ",29196
"1316","26123 ",25145
"1317","26125 ",72596
"1318","26127 ",57098
"1319","26129 ",63556
"1320","26131 ",38034
"1321","26133 ",34974
"1322","26135 ",63659
"1323","26137 ",66137
"1324","26139 ",80842
"1325","26141 ",39772
"1326","26143 ",84919
"1327","26145 ",35929
"1328","26147 ",40483
"1329","26149 ",62305
"1330","26151 ",37937
"1331","26153 ",41550
"1332","26155 ",35241
"1333","26157 ",23811
"1334","26159 ",33190
"1335","26161 ",69999
"1336","26163 ",64175
"1337","26165 ",74382
"1338","27001 ",51403
"1339","27003 ",36189
"1340","27005 ",36847
"1341","27007 ",42946
"1342","27009 ",85213
"1343","27011 ",22923
"1344","27013 ",38779
"1345","27015 ",11969
"1346","27017 ",50599
"1347","27019 ",43760
"1348","27021 ",62569
"1349","27023 ",47835
"1350","27025 ",27335
"1351","27027 ",6871
"1352","27029 ",54588
"1353","27031 ",35415
"1354","27033 ",29563
"1355","27035 ",42602
"1356","27037 ",57411
"1357","27039 ",54982
"1358","27041 ",50608
"1359","27043 ",32034
"1360","27045 ",82498
"1361","27047 ",44327
"1362","27049 ",37508
"1363","27051 ",44819
"1364","27053 ",91476
"1365","27055 ",61715
"1366","27057 ",82306
"1367","27059 ",52478
"1368","27061 ",43225
"1369","27063 ",30532
"1370","27065 ",30269
"1371","27067 ",57117
"1372","27069 ",12472
"1373","27071 ",63300
"1374","27073 ",38188
"1375","27075 ",36230
"1376","27077 ",35823
"1377","27079 ",46316
"1378","27081 ",62405
"1379","27083 ",60365
"1380","27085 ",32350
"1381","27087 ",28081
"1382","27089 ",26732
"1383","27091 ",79317
"1384","27093 ",38843
"1385","27095 ",69086
"1386","27097 ",40736
"1387","27099 ",47405
"1388","27101 ",47815
"1389","27103 ",46865
"1390","27105 ",53944
"1391","27107 ",26724
"1392","27109 ",62222
"1393","27111 ",70532
"1394","27113 ",70842
"1395","27115 ",63131
"1396","27117 ",62361
"1397","27119 ",97318
"1398","27121 ",28553
"1399","27123 ",34451
"1400","27125 ",11922
"1401","27127 ",53139
"1402","27129 ",50499
"1403","27131 ",49430
"1404","27133 ",24484
"1405","27135 ",41479
"1406","27137 ",100645
"1407","27139 ",79307
"1408","27141 ",30007
"1409","27143 ",49924
"1410","27145 ",74015
"1411","27147 ",36971
"1412","27149 ",37910
"1413","27151 ",63078
"1414","27153 ",36497
"1415","27155 ",57167
"1416","27157 ",36486
"1417","27159 ",99831
"1418","27161 ",25783
"1419","27163 ",29118
"1420","27165 ",29625
"1421","27167 ",27894
"1422","27169 ",40478
"1423","27171 ",41161
"1424","27173 ",29905
"1425","28001 ",99586
"1426","28003 ",92229
"1427","28005 ",53497
"1428","28007 ",85883
"1429","28009 ",58838
"1430","28011 ",72852
"1431","28013 ",73518
"1432","28015 ",20829
"1433","28017 ",38591
"1434","28019 ",53760
"1435","28021 ",69140
"1436","28023 ",62158
"1437","28025 ",59729
"1438","28027 ",67647
"1439","28029 ",67349
"1440","28031 ",46112
"1441","28033 ",50306
"1442","28035 ",61865
"1443","28037 ",24314
"1444","28039 ",46587
"1445","28041 ",22633
"1446","28043 ",69822
"1447","28045 ",72022
"1448","28047 ",53106
"1449","28049 ",97637
"1450","28051 ",41192
"1451","28053 ",30022
"1452","28055 ",18
"1453","28057 ",62177
"1454","28059 ",71059
"1455","28061 ",52719
"1456","28063 ",1029
"1457","28065 ",43474
"1458","28067 ",50057
"1459","28069 ",55339
"1460","28071 ",53535
"1461","28073 ",75752
"1462","28075 ",58246
"1463","28077 ",42831
"1464","28079 ",50333
"1465","28081 ",45960
"1466","28083 ",105470
"1467","28085 ",62824
"1468","28087 ",54089
"1469","28089 ",57179
"1470","28091 ",82651
"1471","28093 ",19101
"1472","28095 ",73916
"1473","28097 ",46214
"1474","28099 ",30750
"1475","28101 ",58213
"1476","28103 ",38861
"1477","28105 ",61783
"1478","28107 ",61446
"1479","28109 ",73940
"1480","28111 ",46242
"1481","28113 ",79996
"1482","28115 ",114050
"1483","28117 ",95402
"1484","28119 ",21254
"1485","28121 ",64688
"1486","28123 ",85042
"1487","28125 ",75391
"1488","28127 ",107185
"1489","28129 ",41882
"1490","28131 ",40622
"1491","28133 ",36400
"1492","28135 ",46253
"1493","28137 ",46711
"1494","28139 ",60241
"1495","28141 ",65464
"1496","28143 ",53949
"1497","28145 ",69736
"1498","28147 ",61497
"1499","28149 ",69396
"1500","28151 ",61125
"1501","28153 ",88477
"1502","28155 ",25464
"1503","28157 ",56027
"1504","28159 ",58872
"1505","28161 ",40592
"1506","28163 ",64843
"1507","29001 ",26424
"1508","29003 ",20545
"1509","29005 ",41023
"1510","29007 ",85343
"1511","29009 ",49110
"1512","29011 ",29216
"1513","29013 ",30720
"1514","29015 ",41267
"1515","29017 ",21458
"1516","29019 ",53492
"1517","29021 ",30146
"1518","29023 ",47564
"1519","29025 ",34916
"1520","29027 ",35173
"1521","29029 ",76851
"1522","29031 ",45368
"1523","29033 ",21814
"1524","29035 ",18113
"1525","29037 ",35869
"1526","29039 ",40193
"1527","29041 ",17635
"1528","29043 ",59688
"1529","29045 ",48273
"1530","29047 ",62698
"1531","29049 ",36526
"1532","29051 ",34326
"1533","29053 ",39426
"1534","29055 ",51607
"1535","29057 ",40220
"1536","29059 ",22635
"1537","29061 ",39900
"1538","29063 ",61454
"1539","29065 ",37030
"1540","29067 ",29689
"1541","29069 ",48744
"1542","29071 ",33333
"1543","29073 ",48995
"1544","29075 ",23790
"1545","29077 ",27286
"1546","29079 ",65369
"1547","29081 ",33798
"1548","29083 ",38150
"1549","29085 ",10764
"1550","29087 ",10958
"1551","29089 ",18480
"1552","29091 ",70395
"1553","29093 ",19667
"1554","29095 ",47823
"1555","29097 ",61026
"1556","29099 ",64503
"1557","29101 ",57039
"1558","29103 ",5264
"1559","29105 ",62527
"1560","29107 ",23017
"1561","29109 ",35227
"1562","29111 ",23721
"1563","29113 ",32822
"1564","29115 ",33182
"1565","29117 ",45408
"1566","29119 ",50100
"1567","29121 ",41254
"1568","29123 ",39579
"1569","29125 ",45922
"1570","29127 ",36398
"1571","29129 ",19933
"1572","29131 ",33028
"1573","29133 ",24538
"1574","29135 ",43165
"1575","29137 ",16494
"1576","29139 ",69372
"1577","29141 ",48268
"1578","29143 ",44608
"1579","29145 ",27750
"1580","29147 ",33555
"1581","29149 ",26212
"1582","29151 ",31715
"1583","29153 ",43002
"1584","29155 ",39090
"1585","29157 ",52429
"1586","29159 ",52962
"1587","29161 ",87377
"1588","29163 ",42535
"1589","29165 ",57702
"1590","29167 ",53354
"1591","29169 ",38097
"1592","29171 ",37746
"1593","29173 ",15572
"1594","29175 ",19904
"1595","29177 ",40909
"1596","29179 ",32417
"1597","29181 ",49065
"1598","29183 ",54157
"1599","29185 ",25185
"1600","29186 ",71877
"1601","29187 ",111292
"1602","29189 ",81641
"1603","29195 ",46122
"1604","29197 ",9817
"1605","29199 ",16705
"1606","29201 ",28275
"1607","29203 ",47119
"1608","29205 ",32441
"1609","29207 ",74449
"1610","29209 ",32146
"1611","29211 ",21500
"1612","29213 ",64749
"1613","29215 ",51639
"1614","29217 ",46185
"1615","29219 ",22916
"1616","29221 ",62236
"1617","29223 ",24424
"1618","29225 ",43674
"1619","29227 ",24645
"1620","29229 ",68855
"1621","29510 ",25670
"1622","30001 ",19932
"1623","30003 ",46733
"1624","30005 ",33093
"1625","30007 ",32050
"1626","30009 ",58960
"1627","30011 ",5984
"1628","30013 ",37356
"1629","30015 ",57794
"1630","30017 ",39617
"1631","30019 ",32188
"1632","30021 ",49402
"1633","30023 ",31237
"1634","30025 ",32623
"1635","30027 ",39740
"1636","30029 ",65092
"1637","30031 ",74296
"1638","30033 ",20
"1639","30035 ",63921
"1640","30037 ",19692
"1641","30039 ",48318
"1642","30041 ",43281
"1643","30043 ",73871
"1644","30045 ",34998
"1645","30047 ",58624
"1646","30049 ",71711
"1647","30051 ",15312
"1648","30053 ",71865
"1649","30055 ",52947
"1650","30057 ",41317
"1651","30059 ",14
"1652","30061 ",67422
"1653","30063 ",45333
"1654","30065 ",58274
"1655","30067 ",56357
"1656","30069 ",21231
"1657","30071 ",38070
"1658","30073 ",71108
"1659","30075 ",6462
"1660","30077 ",408
"1661","30079 ",10843
"1662","30081 ",55372
"1663","30083 ",72501
"1664","30085 ",44150
"1665","30087 ",51719
"1666","30089 ",74354
"1667","30091 ",21866
"1668","30093 ",71076
"1669","30095 ",32896
"1670","30097 ",18134
"1671","30099 ",28538
"1672","30101 ",19020
"1673","30103 ",7366
"1674","30105 ",61950
"1675","30107 ",48202
"1676","30109 ",11021
"1677","30111 ",92102
"1678","31001 ",51642
"1679","31003 ",27627
"1680","31005 ",34451
"1681","31007 ",41749
"1682","31009 ",10262
"1683","31011 ",52495
"1684","31013 ",38729
"1685","31015 ",59510
"1686","31017 ",60552
"1687","31019 ",74193
"1688","31021 ",17899
"1689","31023 ",43812
"1690","31025 ",52483
"1691","31027 ",27955
"1692","31029 ",36928
"1693","31031 ",33611
"1694","31033 ",62053
"1695","31035 ",30018
"1696","31037 ",13920
"1697","31039 ",45846
"1698","31041 ",57018
"1699","31043 ",49476
"1700","31045 ",28162
"1701","31047 ",45792
"1702","31049 ",22132
"1703","31051 ",48358
"1704","31053 ",48456
"1705","31055 ",33852
"1706","31057 ",45548
"1707","31059 ",40562
"1708","31061 ",5467
"1709","31063 ",53061
"1710","31065 ",13502
"1711","31067 ",35278
"1712","31069 ",5468
"1713","31071 ",56488
"1714","31073 ",19
"1715","31075 ",22948
"1716","31077 ",53249
"1717","31079 ",80190
"1718","31081 ",54779
"1719","31083 ",47213
"1720","31085 ",19208
"1721","31087 ",54261
"1722","31089 ",48410
"1723","31091 ",19
"1724","31093 ",27307
"1725","31095 ",41944
"1726","31097 ",44561
"1727","31099 ",24817
"1728","31101 ",27023
"1729","31103 ",11316
"1730","31105 ",39848
"1731","31107 ",29023
"1732","31109 ",7371
"1733","31111 ",24006
"1734","31113 ",18
"1735","31115 ",53315
"1736","31117 ",30445
"1737","31119 ",20322
"1738","31121 ",39177
"1739","31123 ",41674
"1740","31125 ",39609
"1741","31127 ",35337
"1742","31129 ",35580
"1743","31131 ",33350
"1744","31133 ",32768
"1745","31135 ",29951
"1746","31137 ",12625
"1747","31139 ",35027
"1748","31141 ",39260
"1749","31143 ",17653
"1750","31145 ",44436
"1751","31147 ",22636
"1752","31149 ",35160
"1753","31151 ",56304
"1754","31153 ",33617
"1755","31155 ",45845
"1756","31157 ",42395
"1757","31159 ",53160
"1758","31161 ",10893
"1759","31163 ",46984
"1760","31165 ",5623
"1761","31167 ",22386
"1762","31169 ",29457
"1763","31171 ",19247
"1764","31173 ",48959
"1765","31175 ",8333
"1766","31177 ",17285
"1767","31179 ",54592
"1768","31181 ",2655
"1769","31183 ",29902
"1770","31185 ",51223
"1771","32001 ",85530
"1772","32003 ",90125
"1773","32005 ",59756
"1774","32007 ",54725
"1775","32009 ",14
"1776","32011 ",16493
"1777","32013 ",52164
"1778","32015 ",10490
"1779","32017 ",5465
"1780","32019 ",48716
"1781","32021 ",34334
"1782","32023 ",56740
"1783","32027 ",18515
"1784","32029 ",38811
"1785","32031 ",47227
"1786","32033 ",5059
"1787","32510 ",33506
"1788","33001 ",65051
"1789","33003 ",57461
"1790","33005 ",28364
"1791","33007 ",36764
"1792","33009 ",50303
"1793","33011 ",9816
"1794","33013 ",90330
"1795","33015 ",93615
"1796","33017 ",3880
"1797","33019 ",43447
"1798","34001 ",110950
"1799","34003 ",62584
"1800","34005 ",30174
"1801","34007 ",45741
"1802","34009 ",76670
"1803","34011 ",53469
"1804","34013 ",70488
"1805","34015 ",80783
"1806","34017 ",34679
"1807","34019 ",36898
"1808","34021 ",107226
"1809","34023 ",53948
"1810","34025 ",41617
"1811","34027 ",36225
"1812","34029 ",80234
"1813","34031 ",15422
"1814","34033 ",33475
"1815","34035 ",61082
"1816","34037 ",51488
"1817","34039 ",31021
"1818","34041 ",55853
"1819","35001 ",31810
"1820","35003 ",44302
"1821","35005 ",76031
"1822","35006 ",39084
"1823","35007 ",68648
"1824","35009 ",67752
"1825","35011 ",5982
"1826","35015 ",70461
"1827","35017 ",48114
"1828","35019 ",36772
"1829","35021 ",36295
"1830","35023 ",25836
"1831","35025 ",73825
"1832","35027 ",65019
"1833","35028 ",26778
"1834","35029 ",89715
"1835","35031 ",45376
"1836","35033 ",14778
"1837","35035 ",50571
"1838","35037 ",35902
"1839","35039 ",71585
"1840","35041 ",96271
"1841","35043 ",67955
"1842","35045 ",64097
"1843","35047 ",86444
"1844","35049 ",31094
"1845","35051 ",49167
"1846","35053 ",11769
"1847","35055 ",36268
"1848","35057 ",47261
"1849","35059 ",14
"1850","35061 ",39120
"1851","36001 ",75164
"1852","36003 ",77759
"1853","36005 ",28247
"1854","36007 ",62679
"1855","36009 ",90129
"1856","36011 ",37533
"1857","36013 ",71058
"1858","36015 ",48282
"1859","36017 ",30418
"1860","36019 ",49781
"1861","36021 ",34112
"1862","36023 ",57630
"1863","36025 ",48596
"1864","36027 ",81380
"1865","36029 ",69782
"1866","36031 ",48073
"1867","36033 ",25937
"1868","36035 ",28285
"1869","36037 ",41512
"1870","36039 ",43088
"1871","36041 ",37793
"1872","36043 ",90806
"1873","36045 ",34863
"1874","36047 ",82767
"1875","36049 ",50370
"1876","36051 ",31978
"1877","36053 ",56185
"1878","36055 ",66395
"1879","36057 ",40182
"1880","36059 ",47920
"1881","36061 ",60948
"1882","36063 ",59418
"1883","36065 ",84822
"1884","36067 ",31848
"1885","36069 ",75958
"1886","36071 ",118996
"1887","36073 ",85949
"1888","36075 ",93724
"1889","36077 ",40648
"1890","36079 ",42316
"1891","36081 ",50105
"1892","36083 ",68564
"1893","36085 ",31410
"1894","36087 ",74419
"1895","36089 ",55891
"1896","36091 ",95027
"1897","36093 ",42471
"1898","36095 ",40218
"1899","36097 ",41493
"1900","36099 ",37695
"1901","36101 ",55627
"1902","36103 ",82151
"1903","36105 ",39350
"1904","36107 ",70370
"1905","36109 ",40572
"1906","36111 ",53637
"1907","36113 ",31766
"1908","36115 ",37890
"1909","36117 ",77079
"1910","36119 ",37080
"1911","36121 ",67964
"1912","36123 ",35070
"1913","37001 ",81096
"1914","37003 ",45200
"1915","37005 ",46943
"1916","37007 ",58485
"1917","37009 ",39645
"1918","37011 ",26532
"1919","37013 ",29658
"1920","37015 ",9361
"1921","37017 ",73443
"1922","37019 ",42825
"1923","37021 ",69854
"1924","37023 ",74048
"1925","37025 ",53447
"1926","37027 ",34764
"1927","37029 ",54783
"1928","37031 ",51264
"1929","37033 ",59450
"1930","37035 ",38649
"1931","37037 ",29758
"1932","37039 ",32875
"1933","37041 ",75371
"1934","37043 ",62604
"1935","37045 ",44101
"1936","37047 ",43509
"1937","37049 ",78043
"1938","37051 ",101587
"1939","37053 ",9511
"1940","37055 ",73809
"1941","37057 ",24314
"1942","37059 ",35408
"1943","37061 ",83109
"1944","37063 ",72183
"1945","37065 ",80517
"1946","37067 ",39338
"1947","37069 ",36832
"1948","37071 ",56831
"1949","37073 ",30060
"1950","37075 ",54220
"1951","37077 ",21478
"1952","37079 ",26303
"1953","37081 ",61733
"1954","37083 ",91552
"1955","37085 ",22101
"1956","37087 ",27311
"1957","37089 ",58616
"1958","37091 ",29105
"1959","37093 ",39305
"1960","37095 ",35872
"1961","37097 ",65907
"1962","37099 ",48370
"1963","37101 ",82569
"1964","37103 ",48882
"1965","37105 ",47343
"1966","37107 ",82491
"1967","37109 ",21364
"1968","37111 ",30222
"1969","37113 ",42948
"1970","37115 ",40582
"1971","37117 ",38725
"1972","37119 ",96042
"1973","37121 ",46069
"1974","37123 ",50213
"1975","37125 ",56951
"1976","37127 ",38306
"1977","37129 ",55745
"1978","37131 ",63223
"1979","37133 ",47359
"1980","37135 ",39154
"1981","37137 ",33471
"1982","37139 ",33829
"1983","37141 ",47852
"1984","37143 ",43085
"1985","37145 ",43495
"1986","37147 ",62539
"1987","37149 ",49678
"1988","37151 ",61851
"1989","37153 ",67047
"1990","37155 ",59499
"1991","37157 ",34060
"1992","37159 ",76552
"1993","37161 ",34636
"1994","37163 ",65281
"1995","37165 ",53162
"1996","37167 ",69179
"1997","37169 ",80296
"1998","37171 ",54763
"1999","37173 ",47435
"2000","37175 ",32888
"2001","37177 ",8793
"2002","37179 ",37643
"2003","37181 ",64142
"2004","37183 ",69145
"2005","37185 ",31052
"2006","37187 ",38230
"2007","37189 ",58270
"2008","37191 ",44001
"2009","37193 ",74209
"2010","37195 ",34793
"2011","37197 ",31867
"2012","37199 ",26931
"2013","38001 ",50111
"2014","38003 ",39650
"2015","38005 ",29522
"2016","38007 ",14004
"2017","38009 ",28803
"2018","38011 ",36623
"2019","38013 ",42284
"2020","38015 ",46324
"2021","38017 ",106902
"2022","38019 ",25245
"2023","38021 ",34204
"2024","38023 ",7489
"2025","38025 ",84284
"2026","38027 ",35858
"2027","38029 ",20132
"2028","38031 ",16685
"2029","38033 ",112
"2030","38035 ",58578
"2031","38037 ",42320
"2032","38039 ",61486
"2033","38041 ",40117
"2034","38043 ",12980
"2035","38045 ",36391
"2036","38047 ",37026
"2037","38049 ",45411
"2038","38051 ",51859
"2039","38053 ",64442
"2040","38055 ",41236
"2041","38057 ",51398
"2042","38059 ",75781
"2043","38061 ",56419
"2044","38063 ",28693
"2045","38065 ",30356
"2046","38067 ",51218
"2047","38069 ",13046
"2048","38071 ",51554
"2049","38073 ",20356
"2050","38075 ",32372
"2051","38077 ",36540
"2052","38079 ",13160
"2053","38081 ",2332
"2054","38083 ",22119
"2055","38085 ",29123
"2056","38087 ",32978
"2057","38089 ",55244
"2058","38091 ",19976
"2059","38093 ",93844
"2060","38095 ",27394
"2061","38097 ",32031
"2062","38099 ",40287
"2063","38101 ",47029
"2064","38103 ",19444
"2065","38105 ",48121
"2066","39001 ",43094
"2067","39003 ",50410
"2068","39005 ",54646
"2069","39007 ",75788
"2070","39009 ",67705
"2071","39011 ",44143
"2072","39013 ",70646
"2073","39015 ",15886
"2074","39017 ",24548
"2075","39019 ",69307
"2076","39021 ",47602
"2077","39023 ",45287
"2078","39025 ",68413
"2079","39027 ",23910
"2080","39029 ",53938
"2081","39031 ",73357
"2082","39033 ",43763
"2083","39035 ",57984
"2084","39037 ",41864
"2085","39039 ",58378
"2086","39041 ",62053
"2087","39043 ",24470
"2088","39045 ",60577
"2089","39047 ",44283
"2090","39049 ",84084
"2091","39051 ",43136
"2092","39053 ",78067
"2093","39055 ",43573
"2094","39057 ",27583
"2095","39059 ",87433
"2096","39061 ",67859
"2097","39063 ",29090
"2098","39065 ",56195
"2099","39067 ",47815
"2100","39069 ",51236
"2101","39071 ",70121
"2102","39073 ",59935
"2103","39075 ",70461
"2104","39077 ",32281
"2105","39079 ",80579
"2106","39081 ",69180
"2107","39083 ",88288
"2108","39085 ",69796
"2109","39087 ",35322
"2110","39089 ",96945
"2111","39091 ",55585
"2112","39093 ",59652
"2113","39095 ",54973
"2114","39097 ",74045
"2115","39099 ",85541
"2116","39101 ",39790
"2117","39103 ",96951
"2118","39105 ",52406
"2119","39107 ",27884
"2120","39109 ",40386
"2121","39111 ",56998
"2122","39113 ",42772
"2123","39115 ",47461
"2124","39117 ",26201
"2125","39119 ",60241
"2126","39121 ",34987
"2127","39123 ",29354
"2128","39125 ",26626
"2129","39127 ",91833
"2130","39129 ",33051
"2131","39131 ",39132
"2132","39133 ",36882
"2133","39135 ",29786
"2134","39137 ",30890
"2135","39139 ",18185
"2136","39141 ",64555
"2137","39143 ",59435
"2138","39145 ",22764
"2139","39147 ",45472
"2140","39149 ",27955
"2141","39151 ",63628
"2142","39153 ",50290
"2143","39155 ",73490
"2144","39157 ",51828
"2145","39159 ",33212
"2146","39161 ",70985
"2147","39163 ",29334
"2148","39165 ",75232
"2149","39167 ",55293
"2150","39169 ",63829
"2151","39171 ",58411
"2152","39173 ",68708
"2153","39175 ",30719
"2154","40001 ",25333
"2155","40003 ",34592
"2156","40005 ",36521
"2157","40007 ",38265
"2158","40009 ",76665
"2159","40011 ",48149
"2160","40013 ",67981
"2161","40015 ",52060
"2162","40017 ",68415
"2163","40019 ",58367
"2164","40021 ",53694
"2165","40023 ",75693
"2166","40025 ",33402
"2167","40027 ",73262
"2168","40029 ",34325
"2169","40031 ",43825
"2170","40033 ",3416
"2171","40035 ",43376
"2172","40037 ",66683
"2173","40039 ",51242
"2174","40041 ",47237
"2175","40043 ",48539
"2176","40045 ",15832
"2177","40047 ",40450
"2178","40049 ",28804
"2179","40051 ",73651
"2180","40053 ",38784
"2181","40055 ",8544
"2182","40057 ",6463
"2183","40059 ",22721
"2184","40061 ",29962
"2185","40063 ",33953
"2186","40065 ",67220
"2187","40067 ",20337
"2188","40069 ",38609
"2189","40071 ",67996
"2190","40073 ",63745
"2191","40075 ",35522
"2192","40077 ",61895
"2193","40079 ",76438
"2194","40081 ",59175
"2195","40083 ",20760
"2196","40085 ",19165
"2197","40087 ",31825
"2198","40089 ",67660
"2199","40091 ",42017
"2200","40093 ",46885
"2201","40095 ",48521
"2202","40097 ",51301
"2203","40099 ",57907
"2204","40101 ",45068
"2205","40103 ",49362
"2206","40105 ",44452
"2207","40107 ",42957
"2208","40109 ",66294
"2209","40111 ",65176
"2210","40113 ",40683
"2211","40115 ",27399
"2212","40117 ",59302
"2213","40119 ",42248
"2214","40121 ",61932
"2215","40123 ",46322
"2216","40125 ",51977
"2217","40127 ",37532
"2218","40129 ",32438
"2219","40131 ",54888
"2220","40133 ",37371
"2221","40135 ",69972
"2222","40137 ",30351
"2223","40139 ",58821
"2224","40141 ",54406
"2225","40143 ",62172
"2226","40145 ",45011
"2227","40147 ",46925
"2228","40149 ",27259
"2229","40151 ",51239
"2230","40153 ",72983
"2231","41001 ",48425
"2232","41003 ",39647
"2233","41005 ",65123
"2234","41007 ",47207
"2235","41009 ",51771
"2236","41011 ",67430
"2237","41013 ",49313
"2238","41015 ",44505
"2239","41017 ",81316
"2240","41019 ",70508
"2241","41021 ",39737
"2242","41023 ",21313
"2243","41025 ",24105
"2244","41027 ",76054
"2245","41029 ",93317
"2246","41031 ",20170
"2247","41033 ",79754
"2248","41035 ",50439
"2249","41037 ",12278
"2250","41039 ",66277
"2251","41041 ",20466
"2252","41043 ",59626
"2253","41045 ",65366
"2254","41047 ",48292
"2255","41049 ",25448
"2256","41051 ",83488
"2257","41053 ",64443
"2258","41055 ",29507
"2259","41057 ",91840
"2260","41059 ",59045
"2261","41061 ",37637
"2262","41063 ",40091
"2263","41065 ",63054
"2264","41067 ",49004
"2265","41069 ",16684
"2266","41071 ",93502
"2267","42001 ",93291
"2268","42003 ",77661
"2269","42005 ",60466
"2270","42007 ",86847
"2271","42009 ",51887
"2272","42011 ",85898
"2273","42013 ",71820
"2274","42015 ",60980
"2275","42017 ",71133
"2276","42019 ",69012
"2277","42021 ",58688
"2278","42023 ",11373
"2279","42025 ",48151
"2280","42027 ",87749
"2281","42029 ",54317
"2282","42031 ",76058
"2283","42033 ",80566
"2284","42035 ",29357
"2285","42037 ",60414
"2286","42039 ",85306
"2287","42041 ",83189
"2288","42043 ",56966
"2289","42045 ",51114
"2290","42047 ",79933
"2291","42049 ",87319
"2292","42051 ",49676
"2293","42053 ",10324
"2294","42055 ",96950
"2295","42057 ",47735
"2296","42059 ",62255
"2297","42061 ",57264
"2298","42063 ",61980
"2299","42065 ",48163
"2300","42067 ",44316
"2301","42069 ",72074
"2302","42071 ",68028
"2303","42073 ",63876
"2304","42075 ",70445
"2305","42077 ",13279
"2306","42079 ",66500
"2307","42081 ",63242
"2308","42083 ",72297
"2309","42085 ",68513
"2310","42087 ",39058
"2311","42089 ",66726
"2312","42091 ",75138
"2313","42093 ",40993
"2314","42095 ",56911
"2315","42097 ",56325
"2316","42099 ",25007
"2317","42101 ",45782
"2318","42103 ",53762
"2319","42105 ",57568
"2320","42107 ",65992
"2321","42109 ",34230
"2322","42111 ",77088
"2323","42113 ",28521
"2324","42115 ",65467
"2325","42117 ",90535
"2326","42119 ",26693
"2327","42121 ",54272
"2328","42123 ",49205
"2329","42125 ",87346
"2330","42127 ",86907
"2331","42129 ",56667
"2332","42131 ",75570
"2333","42133 ",62939
"2334","44001 ",26447
"2335","44003 ",58245
"2336","44005 ",38748
"2337","44007 ",37062
"2338","44009 ",45341
"2339","45001 ",95655
"2340","45003 ",79638
"2341","45005 ",58067
"2342","45007 ",62440
"2343","45009 ",40427
"2344","45011 ",39482
"2345","45013 ",51140
"2346","45015 ",72579
"2347","45017 ",67179
"2348","45019 ",80773
"2349","45021 ",59605
"2350","45023 ",84217
"2351","45025 ",64473
"2352","45027 ",63191
"2353","45029 ",33338
"2354","45031 ",63636
"2355","45033 ",35200
"2356","45035 ",56683
"2357","45037 ",18265
"2358","45039 ",47159
"2359","45041 ",77227
"2360","45043 ",55684
"2361","45045 ",61020
"2362","45047 ",21410
"2363","45049 ",55527
"2364","45051 ",71310
"2365","45053 ",46171
"2366","45055 ",60123
"2367","45057 ",29386
"2368","45059 ",27789
"2369","45061 ",79717
"2370","45063 ",53497
"2371","45065 ",20160
"2372","45067 ",49774
"2373","45069 ",29966
"2374","45071 ",28900
"2375","45073 ",41593
"2376","45075 ",25951
"2377","45077 ",42259
"2378","45079 ",66171
"2379","45081 ",18805
"2380","45083 ",40366
"2381","45085 ",74060
"2382","45087 ",43381
"2383","45089 ",49338
"2384","45091 ",69664
"2385","46003 ",40743
"2386","46005 ",37493
"2387","46007 ",13225
"2388","46009 ",26039
"2389","46011 ",63506
"2390","46013 ",35743
"2391","46015 ",41654
"2392","46017 ",16684
"2393","46019 ",40271
"2394","46021 ",41652
"2395","46023 ",28157
"2396","46025 ",28043
"2397","46027 ",65462
"2398","46029 ",57805
"2399","46031 ",34370
"2400","46033 ",27283
"2401","46035 ",73610
"2402","46037 ",21421
"2403","46039 ",56314
"2404","46041 ",47137
"2405","46043 ",9759
"2406","46045 ",33961
"2407","46047 ",59125
"2408","46049 ",49302
"2409","46051 ",49326
"2410","46053 ",20296
"2411","46055 ",38595
"2412","46057 ",26986
"2413","46059 ",68591
"2414","46061 ",40791
"2415","46063 ",56211
"2416","46065 ",41782
"2417","46067 ",26338
"2418","46069 ",26715
"2419","46071 ",36940
"2420","46073 ",2332
"2421","46075 ",16495
"2422","46077 ",58122
"2423","46079 ",36119
"2424","46081 ",49988
"2425","46083 ",68669
"2426","46085 ",47577
"2427","46087 ",8939
"2428","46089 ",61575
"2429","46091 ",37192
"2430","46093 ",30936
"2431","46095 ",24017
"2432","46097 ",29119
"2433","46099 ",64173
"2434","46101 ",28490
"2435","46102 ",22029
"2436","46103 ",68169
"2437","46105 ",4684
"2438","46107 ",60171
"2439","46109 ",27351
"2440","46111 ",29916
"2441","46115 ",16865
"2442","46117 ",49771
"2443","46119 ",21903
"2444","46121 ",10489
"2445","46123 ",30806
"2446","46125 ",19203
"2447","46127 ",76706
"2448","46129 ",37619
"2449","46135 ",45674
"2450","46137 ",4393
"2451","47001 ",60790
"2452","47003 ",24633
"2453","47005 ",54335
"2454","47007 ",29874
"2455","47009 ",70782
"2456","47011 ",46064
"2457","47013 ",40156
"2458","47015 ",41849
"2459","47017 ",48253
"2460","47019 ",32119
"2461","47021 ",33786
"2462","47023 ",34723
"2463","47025 ",65114
"2464","47027 ",29098
"2465","47029 ",49307
"2466","47031 ",52576
"2467","47033 ",23827
