"","FIPS","essential_job_numbers"
"2468","47035 ",36084
"2469","47037 ",78361
"2470","47039 ",30696
"2471","47041 ",39028
"2472","47043 ",38408
"2473","47045 ",60775
"2474","47047 ",9688
"2475","47049 ",40824
"2476","47051 ",21208
"2477","47053 ",19328
"2478","47055 ",45416
"2479","47057 ",68971
"2480","47059 ",56426
"2481","47061 ",28783
"2482","47063 ",30009
"2483","47065 ",67667
"2484","47067 ",15651
"2485","47069 ",53204
"2486","47071 ",40551
"2487","47073 ",31951
"2488","47075 ",38742
"2489","47077 ",41826
"2490","47079 ",24634
"2491","47081 ",18385
"2492","47083 ",31650
"2493","47085 ",37399
"2494","47087 ",31120
"2495","47089 ",30160
"2496","47091 ",87449
"2497","47093 ",32170
"2498","47095 ",14970
"2499","47097 ",52036
"2500","47099 ",54432
"2501","47101 ",26051
"2502","47103 ",73787
"2503","47105 ",48462
"2504","47107 ",69478
"2505","47109 ",43492
"2506","47111 ",65912
"2507","47113 ",41601
"2508","47115 ",40845
"2509","47117 ",41646
"2510","47119 ",29822
"2511","47121 ",8842
"2512","47123 ",52273
"2513","47125 ",45158
"2514","47127 ",22076
"2515","47129 ",26807
"2516","47131 ",84276
"2517","47133 ",27338
"2518","47135 ",27281
"2519","47137 ",35180
"2520","47139 ",37887
"2521","47141 ",29447
"2522","47143 ",35233
"2523","47145 ",14593
"2524","47147 ",26398
"2525","47149 ",40221
"2526","47151 ",36941
"2527","47153 ",30930
"2528","47155 ",35962
"2529","47157 ",91066
"2530","47159 ",6127
"2531","47161 ",68590
"2532","47163 ",48870
"2533","47165 ",47354
"2534","47167 ",23442
"2535","47169 ",21303
"2536","47171 ",31042
"2537","47173 ",42759
"2538","47175 ",27879
"2539","47177 ",41612
"2540","47179 ",32980
"2541","47181 ",36574
"2542","47183 ",58560
"2543","47185 ",65052
"2544","47187 ",66423
"2545","47189 ",49250
"2546","48001 ",46556
"2547","48003 ",52610
"2548","48005 ",64449
"2549","48007 ",38620
"2550","48009 ",23955
"2551","48011 ",16427
"2552","48013 ",89387
"2553","48015 ",45069
"2554","48017 ",21749
"2555","48019 ",12838
"2556","48021 ",67698
"2557","48023 ",14004
"2558","48025 ",63377
"2559","48027 ",112230
"2560","48029 ",92083
"2561","48031 ",40839
"2562","48033 ",17
"2563","48035 ",58413
"2564","48037 ",49077
"2565","48039 ",73363
"2566","48041 ",92229
"2567","48043 ",43938
"2568","48045 ",43608
"2569","48047 ",58763
"2570","48049 ",77025
"2571","48051 ",84887
"2572","48053 ",51775
"2573","48055 ",70321
"2574","48057 ",30306
"2575","48059 ",46910
"2576","48061 ",102372
"2577","48063 ",39060
"2578","48065 ",15785
"2579","48067 ",66246
"2580","48069 ",75561
"2581","48071 ",68419
"2582","48073 ",58296
"2583","48075 ",18628
"2584","48077 ",24592
"2585","48079 ",23194
"2586","48081 ",20065
"2587","48083 ",33147
"2588","48085 ",85403
"2589","48087 ",36457
"2590","48089 ",80910
"2591","48091 ",74688
"2592","48093 ",66408
"2593","48095 ",14
"2594","48097 ",60435
"2595","48099 ",66173
"2596","48101 ",16552
"2597","48103 ",16811
"2598","48105 ",27985
"2599","48107 ",51119
"2600","48109 ",23217
"2601","48111 ",75266
"2602","48113 ",55684
"2603","48115 ",59350
"2604","48117 ",83238
"2605","48119 ",17989
"2606","48121 ",80095
"2607","48123 ",48215
"2608","48125 ",14
"2609","48127 ",61314
"2610","48129 ",35731
"2611","48131 ",53391
"2612","48133 ",58638
"2613","48135 ",86685
"2614","48137 ",17
"2615","48139 ",74653
"2616","48141 ",62983
"2617","48143 ",63309
"2618","48145 ",22233
"2619","48147 ",74374
"2620","48149 ",47419
"2621","48151 ",50139
"2622","48153 ",21323
"2623","48155 ",6466
"2624","48157 ",89846
"2625","48159 ",28293
"2626","48161 ",53883
"2627","48163 ",80158
"2628","48165 ",69510
"2629","48167 ",84428
"2630","48169 ",51569
"2631","48171 ",45303
"2632","48173 ",27349
"2633","48175 ",36797
"2634","48177 ",64064
"2635","48179 ",61160
"2636","48181 ",70592
"2637","48183 ",100477
"2638","48185 ",54008
"2639","48187 ",72543
"2640","48189 ",99924
"2641","48191 ",69972
"2642","48193 ",39278
"2643","48195 ",63325
"2644","48197 ",18878
"2645","48199 ",65673
"2646","48201 ",57531
"2647","48203 ",54355
"2648","48205 ",17838
"2649","48207 ",55789
"2650","48209 ",77325
"2651","48211 ",64022
"2652","48213 ",85818
"2653","48215 ",78622
"2654","48217 ",55163
"2655","48219 ",89523
"2656","48221 ",60542
"2657","48223 ",66164
"2658","48225 ",88853
"2659","48227 ",62445
"2660","48229 ",14692
"2661","48231 ",57855
"2662","48233 ",38535
"2663","48235 ",71992
"2664","48237 ",33955
"2665","48239 ",44902
"2666","48241 ",31414
"2667","48243 ",33289
"2668","48245 ",101333
"2669","48247 ",46695
"2670","48249 ",75289
"2671","48251 ",66406
"2672","48253 ",69759
"2673","48255 ",66588
"2674","48257 ",67144
"2675","48259 ",71022
"2676","48261 ",14781
"2677","48263 ",47028
"2678","48265 ",57498
"2679","48267 ",29265
"2680","48269 ",21231
"2681","48271 ",10229
"2682","48273 ",55757
"2683","48275 ",43968
"2684","48277 ",68009
"2685","48279 ",63045
"2686","48281 ",43982
"2687","48283 ",55502
"2688","48285 ",50177
"2689","48287 ",50170
"2690","48289 ",77295
"2691","48291 ",48701
"2692","48293 ",72449
"2693","48295 ",33575
"2694","48297 ",67912
"2695","48299 ",53650
"2696","48301 ",18
"2697","48303 ",100696
"2698","48305 ",50768
"2699","48307 ",54970
"2700","48309 ",81048
"2701","48311 ",33074
"2702","48313 ",24750
"2703","48315 ",28416
"2704","48317 ",37935
"2705","48319 ",41432
"2706","48321 ",56967
"2707","48323 ",41080
"2708","48325 ",60747
"2709","48327 ",10485
"2710","48329 ",107140
"2711","48331 ",46017
"2712","48333 ",26277
"2713","48335 ",75057
"2714","48337 ",74272
"2715","48339 ",110832
"2716","48341 ",60200
"2717","48343 ",29969
"2718","48345 ",6463
"2719","48347 ",84065
"2720","48349 ",64509
"2721","48351 ",65395
"2722","48353 ",104615
"2723","48355 ",115351
"2724","48357 ",54717
"2725","48359 ",16320
"2726","48361 ",72871
"2727","48363 ",29971
"2728","48365 ",56311
"2729","48367 ",70851
"2730","48369 ",57392
"2731","48371 ",68632
"2732","48373 ",78224
"2733","48375 ",93181
"2734","48377 ",27450
"2735","48379 ",20333
"2736","48381 ",45059
"2737","48383 ",20900
"2738","48385 ",20097
"2739","48387 ",46838
"2740","48389 ",75127
"2741","48391 ",18405
"2742","48393 ",15113
"2743","48395 ",69499
"2744","48397 ",67426
"2745","48399 ",68243
"2746","48401 ",67825
"2747","48403 ",78360
"2748","48405 ",14016
"2749","48407 ",69155
"2750","48409 ",81229
"2751","48411 ",15303
"2752","48413 ",10073
"2753","48415 ",74631
"2754","48417 ",48196
"2755","48419 ",89544
"2756","48421 ",21124
"2757","48423 ",114454
"2758","48425 ",59233
"2759","48427 ",86289
"2760","48429 ",76668
"2761","48431 ",29890
"2762","48433 ",47137
"2763","48435 ",68893
"2764","48437 ",43792
"2765","48439 ",91848
"2766","48441 ",76040
"2767","48443 ",41330
"2768","48445 ",52564
"2769","48447 ",18799
"2770","48449 ",91713
"2771","48451 ",73159
"2772","48453 ",93168
"2773","48455 ",21112
"2774","48457 ",46562
"2775","48459 ",65948
"2776","48461 ",55624
"2777","48463 ",104957
"2778","48465 ",8816
"2779","48467 ",84292
"2780","48469 ",68823
"2781","48471 ",64904
"2782","48473 ",63786
"2783","48475 ",64928
"2784","48477 ",35372
"2785","48479 ",61608
"2786","48481 ",88169
"2787","48483 ",38146
"2788","48485 ",60794
"2789","48487 ",67159
"2790","48489 ",38240
"2791","48491 ",41331
"2792","48493 ",67128
"2793","48495 ",40302
"2794","48497 ",40495
"2795","48499 ",63211
"2796","48501 ",50387
"2797","48503 ",44789
"2798","48505 ",31174
"2799","48507 ",7840
"2800","49001 ",20374
"2801","49003 ",90867
"2802","49005 ",54210
"2803","49007 ",105918
"2804","49009 ",38652
"2805","49011 ",64760
"2806","49013 ",91393
"2807","49015 ",60689
"2808","49017 ",55812
"2809","49019 ",38613
"2810","49021 ",59242
"2811","49023 ",64672
"2812","49025 ",15069
"2813","49027 ",31476
"2814","49029 ",57348
"2815","49031 ",26594
"2816","49033 ",8437
"2817","49035 ",89163
"2818","49037 ",60839
"2819","49039 ",64486
"2820","49041 ",52267
"2821","49043 ",53526
"2822","49045 ",34072
"2823","49047 ",79944
"2824","49049 ",107574
"2825","49051 ",43246
"2826","49053 ",76390
"2827","49055 ",20534
"2828","49057 ",77632
"2829","50001 ",56964
"2830","50003 ",40951
"2831","50005 ",44434
"2832","50007 ",45728
"2833","50009 ",45992
"2834","50011 ",70458
"2835","50013 ",18879
"2836","50015 ",33298
"2837","50017 ",59519
"2838","50019 ",22522
"2839","50021 ",72373
"2840","50023 ",55353
"2841","50025 ",36095
"2842","50027 ",69884
"2843","51001 ",65694
"2844","51007 ",33680
"2845","51009 ",52363
"2846","51011 ",37161
"2847","51013 ",40094
"2848","51017 ",26331
"2849","51019 ",58164
"2850","51021 ",18294
"2851","51023 ",9488
"2852","51025 ",29217
"2853","51027 ",45264
"2854","51029 ",24950
"2855","51033 ",58544
"2856","51036 ",50884
"2857","51037 ",84924
"2858","51041 ",62280
"2859","51043 ",45116
"2860","51045 ",15900
"2861","51047 ",30322
"2862","51049 ",48323
"2863","51051 ",80809
"2864","51057 ",59562
"2865","51061 ",32274
"2866","51063 ",65999
"2867","51065 ",70752
"2868","51067 ",33878
"2869","51071 ",24326
"2870","51073 ",22574
"2871","51075 ",87994
"2872","51077 ",44712
"2873","51079 ",19828
"2874","51083 ",28672
"2875","51085 ",71240
"2876","51087 ",84885
"2877","51091 ",43165
"2878","51093 ",65571
"2879","51097 ",17566
"2880","51099 ",28602
"2881","51101 ",50035
"2882","51103 ",30256
"2883","51105 ",57751
"2884","51107 ",49473
"2885","51109 ",20071
"2886","51111 ",49828
"2887","51113 ",55534
"2888","51115 ",45074
"2889","51117 ",68875
"2890","51119 ",52761
"2891","51125 ",32640
"2892","51127 ",43756
"2893","51131 ",53120
"2894","51133 ",70725
"2895","51135 ",27485
"2896","51137 ",34750
"2897","51139 ",61762
"2898","51141 ",33708
"2899","51145 ",26598
"2900","51147 ",25090
"2901","51155 ",32376
"2902","51157 ",44151
"2903","51159 ",37790
"2904","51167 ",77585
"2905","51169 ",74018
"2906","51171 ",66853
"2907","51173 ",43011
"2908","51179 ",44299
"2909","51181 ",37842
"2910","51183 ",28092
"2911","51185 ",79169
"2912","51187 ",17464
"2913","51193 ",57585
"2914","51197 ",58050
"2915","51510 ",33304
"2916","51550 ",73814
"2917","51650 ",27321
"2918","51700 ",44915
"2919","51710 ",36043
"2920","51740 ",29166
"2921","51760 ",101920
"2922","51770 ",31425
"2923","51800 ",57833
"2924","51810 ",35863
"2925","51901 ",43488
"2926","51903 ",37777
"2927","51907 ",43952
"2928","51911 ",14420
"2929","51913 ",30295
"2930","51918 ",26614
"2931","51919 ",45921
"2932","51921 ",62467
"2933","51923 ",16121
"2934","51929 ",84261
"2935","51931 ",12547
"2936","51933 ",72277
"2937","51939 ",31511
"2938","51941 ",39148
"2939","51942 ",30927
"2940","51944 ",46360
"2941","51945 ",6025
"2942","51947 ",31369
"2943","51949 ",37245
"2944","51951 ",33535
"2945","51953 ",14510
"2946","51955 ",63851
"2947","51958 ",91619
"2948","53001 ",48907
"2949","53003 ",35090
"2950","53005 ",49649
"2951","53007 ",57762
"2952","53009 ",76162
"2953","53011 ",29783
"2954","53013 ",33547
"2955","53015 ",59791
"2956","53017 ",97660
"2957","53019 ",17967
"2958","53021 ",34071
"2959","53023 ",25384
"2960","53025 ",38775
"2961","53027 ",33768
"2962","53029 ",53060
"2963","53031 ",51799
"2964","53033 ",83776
"2965","53035 ",46761
"2966","53037 ",70532
"2967","53039 ",56936
"2968","53041 ",63143
"2969","53043 ",52130
"2970","53045 ",62994
"2971","53047 ",62594
"2972","53049 ",74435
"2973","53051 ",57422
"2974","53053 ",64298
"2975","53055 ",47699
"2976","53057 ",55819
"2977","53059 ",34132
"2978","53061 ",75115
"2979","53063 ",63202
"2980","53065 ",20073
"2981","53067 ",71222
"2982","53069 ",28636
"2983","53071 ",56679
"2984","53073 ",30913
"2985","53075 ",41773
"2986","53077 ",74333
"2987","54001 ",28819
"2988","54003 ",31079
"2989","54005 ",59156
"2990","54007 ",83221
"2991","54009 ",26104
"2992","54011 ",56477
"2993","54013 ",23831
"2994","54015 ",33220
"2995","54017 ",18453
"2996","54019 ",90322
"2997","54021 ",40118
"2998","54023 ",28109
"2999","54025 ",95201
"3000","54027 ",38319
"3001","54029 ",46834
"3002","54031 ",72719
"3003","54033 ",63826
"3004","54035 ",58521
"3005","54037 ",33202
"3006","54039 ",81251
"3007","54041 ",81475
"3008","54043 ",33582
"3009","54045 ",73760
"3010","54047 ",37528
"3011","54049 ",71321
"3012","54051 ",31408
"3013","54053 ",29202
"3014","54055 ",65311
"3015","54057 ",29872
"3016","54059 ",84222
"3017","54061 ",57683
"3018","54063 ",50818
"3019","54065 ",36245
"3020","54067 ",75303
"3021","54069 ",24553
"3022","54071 ",4878
"3023","54073 ",22531
"3024","54075 ",23471
"3025","54077 ",56148
"3026","54079 ",55566
"3027","54081 ",77468
"3028","54083 ",79233
"3029","54085 ",53676
"3030","54087 ",46451
"3031","54089 ",43097
"3032","54091 ",15100
"3033","54093 ",29937
"3034","54095 ",34667
"3035","54097 ",68412
"3036","54099 ",54178
"3037","54101 ",29596
"3038","54103 ",22342
"3039","54105 ",56270
"3040","54107 ",44043
"3041","54109 ",91551
"3042","55001 ",56206
"3043","55003 ",27708
"3044","55005 ",45513
"3045","55007 ",50142
"3046","55009 ",104067
"3047","55011 ",44843
"3048","55013 ",22403
"3049","55015 ",53460
"3050","55017 ",46626
"3051","55019 ",15336
"3052","55021 ",24879
"3053","55023 ",38006
"3054","55025 ",38651
"3055","55027 ",18758
"3056","55029 ",40414
"3057","55031 ",36460
"3058","55033 ",56968
"3059","55035 ",37907
"3060","55037 ",44206
"3061","55039 ",40040
"3062","55041 ",24587
"3063","55043 ",67329
"3064","55045 ",13049
"3065","55047 ",53036
"3066","55049 ",19355
"3067","55051 ",56500
"3068","55053 ",63381
"3069","55055 ",59620
"3070","55057 ",86944
"3071","55059 ",63721
"3072","55061 ",34769
"3073","55063 ",68862
"3074","55065 ",52282
"3075","55067 ",54204
"3076","55069 ",29581
"3077","55071 ",63560
"3078","55073 ",53501
"3079","55075 ",39571
"3080","55077 ",56897
"3081","55078 ",34013
"3082","55079 ",52076
"3083","55081 ",81880
"3084","55083 ",25453
"3085","55085 ",43831
"3086","55087 ",22737
"3087","55089 ",34371
"3088","55091 ",41002
"3089","55093 ",52950
"3090","55095 ",65836
"3091","55097 ",52966
"3092","55099 ",20971
"3093","55101 ",39623
"3094","55103 ",25840
"3095","55105 ",31031
"3096","55107 ",27545
"3097","55109 ",34227
"3098","55111 ",30844
"3099","55113 ",63700
"3100","55115 ",75809
"3101","55117 ",28176
"3102","55119 ",42494
"3103","55121 ",36434
"3104","55123 ",52383
"3105","55125 ",61494
"3106","55127 ",37553
"3107","55129 ",28546
"3108","55131 ",34401
"3109","55133 ",89851
"3110","55135 ",81654
"3111","55137 ",74073
"3112","55139 ",39401
"3113","55141 ",57588
"3114","55901 ",21
"3115","56001 ",61694
"3116","56003 ",63915
"3117","56005 ",62469
"3118","56007 ",64389
"3119","56009 ",71764
"3120","56011 ",48682
"3121","56013 ",81845
"3122","56015 ",71901
"3123","56017 ",5910
"3124","56019 ",67662
"3125","56021 ",40954
"3126","56023 ",50928
"3127","56025 ",50810
"3128","56027 ",22787
"3129","56029 ",94117
"3130","56031 ",23947
"3131","56033 ",64583
"3132","56035 ",49238
"3133","56037 ",27310
"3134","56039 ",50740
"3135","56041 ",71827
"3136","56043 ",53278
"3137","56045 ",56387
