"","State","Countynames","Code","FIPS","old_pop"
"2449","Tennessee","Grundy ","TN",47061,38578
"2450","Tennessee","Hamblen ","TN",47063,161363
"2451","Tennessee","Hamilton ","TN",47065,853694
"2452","Tennessee","Hancock ","TN",47067,19292
"2453","Tennessee","Hardeman ","TN",47069,63873
"2454","Tennessee","Hardin ","TN",47071,79088
"2455","Tennessee","Hawkins ","TN",47073,159458
"2456","Tennessee","Haywood ","TN",47075,44839
"2457","Tennessee","Henderson ","TN",47077,69879
"2458","Tennessee","Henry ","TN",47079,101309
"2459","Tennessee","Hickman ","TN",47081,58826
"2460","Tennessee","Houston ","TN",47083,23702
"2461","Tennessee","Humphreys ","TN",47085,51641
"2462","Tennessee","Jackson ","TN",47087,35761
"2463","Tennessee","Jefferson ","TN",47089,143790
"2464","Tennessee","Johnson ","TN",47091,54140
"2465","Tennessee","Knox ","TN",47093,981800
"2466","Tennessee","Lake ","TN",47095,16957
"2467","Tennessee","Lauderdale ","TN",47097,57518
"2468","Tennessee","Lawrence ","TN",47099,107342
"2469","Tennessee","Lewis ","TN",47101,33902
"2470","Tennessee","Lincoln ","TN",47103,90494
"2471","Tennessee","Loudon ","TN",47105,175587
"2472","Tennessee","Macon ","TN",47111,53057
"2473","Tennessee","Madison ","TN",47113,223507
"2474","Tennessee","Marion ","TN",47115,77899
"2475","Tennessee","Marshall ","TN",47117,72652
"2476","Tennessee","Maury ","TN",47119,195874
"2477","Tennessee","McMinn ","TN",47107,143840
"2478","Tennessee","McNairy ","TN",47109,73395
"2479","Tennessee","Meigs ","TN",47121,34091
"2480","Tennessee","Monroe ","TN",47123,129147
"2481","Tennessee","Montgomery ","TN",47125,254395
"2482","Tennessee","Moore ","TN",47127,18759
"2483","Tennessee","Morgan ","TN",47129,52685
"2484","Tennessee","Obion ","TN",47131,86119
"2485","Tennessee","Overton ","TN",47133,62060
"2486","Tennessee","Perry ","TN",47135,23716
"2487","Tennessee","Pickett ","TN",47137,18458
"2488","Tennessee","Polk ","TN",47139,47898
"2489","Tennessee","Putnam ","TN",47141,174586
"2490","Tennessee","Rhea ","TN",47143,84205
"2491","Tennessee","Roane ","TN",47145,167161
"2492","Tennessee","Robertson ","TN",47147,141514
"2493","Tennessee","Rutherford ","TN",47149,433480
"2494","Tennessee","Scott ","TN",47151,51199
"2495","Tennessee","Sequatchie ","TN",47153,39405
"2496","Tennessee","Sevier ","TN",47155,248801
"2497","Tennessee","Shelby ","TN",47157,1753726
"2498","Tennessee","Smith ","TN",47159,45583
"2499","Tennessee","Stewart ","TN",47161,37115
"2500","Tennessee","Sullivan ","TN",47163,465167
"2501","Tennessee","Sumner ","TN",47165,376984
"2502","Tennessee","Tipton ","TN",47167,122677
"2503","Tennessee","Trousdale ","TN",47169,19112
"2504","Tennessee","Unicoi ","TN",47171,56871
"2505","Tennessee","Union ","TN",47173,47812
"2506","Tennessee","Van Buren ","TN",47175,17742
"2507","Tennessee","Warren ","TN",47177,99233
"2508","Tennessee","Washington ","TN",47179,314103
"2509","Tennessee","Wayne ","TN",47181,44227
"2510","Tennessee","Weakley ","TN",47183,85433
"2511","Tennessee","White ","TN",47185,74002
"2512","Tennessee","Williamson ","TN",47187,377181
"2513","Tennessee","Wilson ","TN",47189,273496
"2514","Texas","Anderson ","TX",48001,120696
"2515","Texas","Andrews ","TX",48003,27068
"2516","Texas","Angelina ","TX",48005,193672
"2517","Texas","Aransas ","TX",48007,89721
"2518","Texas","Archer ","TX",48009,24016
"2519","Texas","Armstrong ","TX",48011,6122
"2520","Texas","Atascosa ","TX",48013,99340
"2521","Texas","Austin ","TX",48015,76067
"2522","Texas","Bailey ","TX",48017,14760
"2523","Texas","Bandera ","TX",48019,75824
"2524","Texas","Bastrop ","TX",48021,169591
"2525","Texas","Baylor ","TX",48023,12473
"2526","Texas","Bee ","TX",48025,57033
"2527","Texas","Bell ","TX",48027,495788
"2528","Texas","Bexar ","TX",48029,3183411
"2529","Texas","Blanco ","TX",48031,36161
"2530","Texas","Borden ","TX",48033,2110
"2531","Texas","Bosque ","TX",48035,60423
"2532","Texas","Bowie ","TX",48037,215070
"2533","Texas","Brazoria ","TX",48039,572941
"2534","Texas","Brazos ","TX",48041,263754
"2535","Texas","Brewster ","TX",48043,27094
"2536","Texas","Briscoe ","TX",48045,5297
"2537","Texas","Brooks ","TX",48047,18471
"2538","Texas","Brown ","TX",48049,103808
"2539","Texas","Burleson ","TX",48051,50250
"2540","Texas","Burnet ","TX",48053,134880
"2541","Texas","Caldwell ","TX",48055,81121
"2542","Texas","Calhoun ","TX",48057,52181
"2543","Texas","Callahan ","TX",48059,39789
"2544","Texas","Cameron ","TX",48061,754148
"2545","Texas","Camp ","TX",48063,32470
"2546","Texas","Carson ","TX",48065,16218
"2547","Texas","Cass ","TX",48067,90872
"2548","Texas","Castro ","TX",48069,17188
"2549","Texas","Chambers ","TX",48071,66302
"2550","Texas","Cherokee ","TX",48073,124579
"2551","Texas","Childress ","TX",48075,15596
"2552","Texas","Clay ","TX",48077,31784
"2553","Texas","Cochran ","TX",48079,6764
"2554","Texas","Coke ","TX",48081,12032
"2555","Texas","Coleman ","TX",48083,29052
"2556","Texas","Collin ","TX",48085,1331652
"2557","Texas","Collingsworth ","TX",48087,7866
"2558","Texas","Colorado ","TX",48089,63145
"2559","Texas","Comal ","TX",48091,323886
"2560","Texas","Comanche ","TX",48093,44343
"2561","Texas","Concho ","TX",48095,9490
"2562","Texas","Cooke ","TX",48097,101474
"2563","Texas","Coryell ","TX",48099,101603
"2564","Texas","Cottle ","TX",48101,5010
"2565","Texas","Crane ","TX",48103,8174
"2566","Texas","Crockett ","TX",48105,8779
"2567","Texas","Crosby ","TX",48107,15309
"2568","Texas","Culberson ","TX",48109,6016
"2569","Texas","Dallam ","TX",48111,11593
"2570","Texas","Dallas ","TX",48113,3867843
"2571","Texas","Dawson ","TX",48115,27842
"2572","Texas","Deaf Smith ","TX",48117,34941
"2573","Texas","Delta ","TX",48119,15808
"2574","Texas","Denton ","TX",48121,1049368
"2575","Texas","DeWitt ","TX",48123,56313
"2576","Texas","Dickens ","TX",48125,6932
"2577","Texas","Dimmit ","TX",48127,23544
"2578","Texas","Donley ","TX",48129,11505
"2579","Texas","Duval ","TX",48131,28027
"2580","Texas","Eastland ","TX",48133,55762
"2581","Texas","Ector ","TX",48135,232594
"2582","Texas","Edwards ","TX",48137,7130
"2583","Texas","El Paso ","TX",48141,1398241
"2584","Texas","Ellis ","TX",48139,293981
"2585","Texas","Erath ","TX",48143,79990
"2586","Texas","Falls ","TX",48145,43876
"2587","Texas","Fannin ","TX",48147,90655
"2588","Texas","Fayette ","TX",48149,83750
"2589","Texas","Fisher ","TX",48151,13104
"2590","Texas","Floyd ","TX",48153,15920
"2591","Texas","Foard ","TX",48155,4507
"2592","Texas","Fort Bend ","TX",48157,1040349
"2593","Texas","Franklin ","TX",48159,31823
"2594","Texas","Freestone ","TX",48161,53133
"2595","Texas","Frio ","TX",48163,32546
"2596","Texas","Gaines ","TX",48165,26392
"2597","Texas","Galveston ","TX",48167,629503
"2598","Texas","Garza ","TX",48169,10465
"2599","Texas","Gillespie ","TX",48171,100863
"2600","Texas","Glasscock ","TX",48173,2895
"2601","Texas","Goliad ","TX",48175,23085
"2602","Texas","Gonzales ","TX",48177,48035
"2603","Texas","Gray ","TX",48179,52973
"2604","Texas","Grayson ","TX",48181,313790
"2605","Texas","Gregg ","TX",48183,264269
"2606","Texas","Grimes ","TX",48185,65251
"2607","Texas","Guadalupe ","TX",48187,283647
"2608","Texas","Hale ","TX",48189,66572
"2609","Texas","Hall ","TX",48191,10404
"2610","Texas","Hamilton ","TX",48193,29213
"2611","Texas","Hansford ","TX",48195,11816
"2612","Texas","Hardeman ","TX",48197,12181
"2613","Texas","Hardin ","TX",48199,127966
"2614","Texas","Harris ","TX",48201,6595864
"2615","Texas","Harrison ","TX",48203,152715
"2616","Texas","Hartley ","TX",48205,11736
"2617","Texas","Haskell ","TX",48207,18121
"2618","Texas","Hays ","TX",48209,289538
"2619","Texas","Hemphill ","TX",48211,8052
"2620","Texas","Henderson ","TX",48213,241091
"2621","Texas","Hidalgo ","TX",48215,1240018
"2622","Texas","Hill ","TX",48217,101716
"2623","Texas","Hockley ","TX",48219,47470
"2624","Texas","Hood ","TX",48221,183144
"2625","Texas","Hopkins ","TX",48223,89411
"2626","Texas","Houston ","TX",48225,69335
"2627","Texas","Howard ","TX",48227,69661
"2628","Texas","Hudspeth ","TX",48229,8540
"2629","Texas","Hunt ","TX",48231,204709
"2630","Texas","Hutchinson ","TX",48233,51206
"2631","Texas","Irion ","TX",48235,4495
"2632","Texas","Jack ","TX",48237,21045
"2633","Texas","Jackson ","TX",48239,36674
"2634","Texas","Jasper ","TX",48241,95784
"2635","Texas","Jeff Davis ","TX",48243,9922
"2636","Texas","Jefferson ","TX",48245,524214
"2637","Texas","Jim Hogg ","TX",48247,12588
"2638","Texas","Jim Wells ","TX",48249,87295
"2639","Texas","Johnson ","TX",48251,316953
"2640","Texas","Jones ","TX",48253,43425
"2641","Texas","Karnes ","TX",48255,32077
"2642","Texas","Kaufman ","TX",48257,201623
"2643","Texas","Kendall ","TX",48259,104874
"2644","Texas","Kenedy ","TX",48261,1075
"2645","Texas","Kent ","TX",48263,2838
"2646","Texas","Kerr ","TX",48265,185753
"2647","Texas","Kimble ","TX",48267,17129
"2648","Texas","King ","TX",48269,679
"2649","Texas","Kinney ","TX",48271,12429
"2650","Texas","Kleberg ","TX",48273,57894
"2651","Texas","Knox ","TX",48275,10664
"2652","Texas","La Salle ","TX",48283,14100
"2653","Texas","Lamar ","TX",48277,130693
"2654","Texas","Lamb ","TX",48279,31835
"2655","Texas","Lampasas ","TX",48281,53156
"2656","Texas","Lavaca ","TX",48285,63133
"2657","Texas","Lee ","TX",48287,43007
"2658","Texas","Leon ","TX",48289,55931
"2659","Texas","Liberty ","TX",48291,153591
"2660","Texas","Limestone ","TX",48293,61763
"2661","Texas","Lipscomb ","TX",48295,7892
"2662","Texas","Live Oak ","TX",48297,34002
"2663","Texas","Llano ","TX",48299,95133
"2664","Texas","Loving ","TX",48301,238
"2665","Texas","Lubbock ","TX",48303,518933
"2666","Texas","Lynn ","TX",48305,14201
"2667","Texas","Madison ","TX",48313,30559
"2668","Texas","Marion ","TX",48315,36112
"2669","Texas","Martin ","TX",48317,9561
"2670","Texas","Mason ","TX",48319,15739
"2671","Texas","Matagorda ","TX",48321,87334
"2672","Texas","Maverick ","TX",48323,95050
"2673","Texas","McCulloch ","TX",48307,25404
"2674","Texas","McLennan ","TX",48309,489415
"2675","Texas","McMullen ","TX",48311,2508
"2676","Texas","Medina ","TX",48325,111155
"2677","Texas","Menard ","TX",48327,8727
"2678","Texas","Midland ","TX",48329,256655
"2679","Texas","Milam ","TX",48331,68558
"2680","Texas","Mills ","TX",48333,17631
"2681","Texas","Mitchell ","TX",48335,18745
"2682","Texas","Montague ","TX",48337,59482
"2683","Texas","Montgomery ","TX",48339,962101
"2684","Texas","Moore ","TX",48341,35035
"2685","Texas","Morris ","TX",48343,37734
"2686","Texas","Motley ","TX",48345,4726
"2687","Texas","Nacogdoches ","TX",48347,129605
"2688","Texas","Navarro ","TX",48349,114821
"2689","Texas","Newton ","TX",48351,38974
"2690","Texas","Nolan ","TX",48353,38687
"2691","Texas","Nueces ","TX",48355,714386
"2692","Texas","Ochiltree ","TX",48357,16931
"2693","Texas","Oldham ","TX",48359,4446
"2694","Texas","Orange ","TX",48361,189128
"2695","Texas","Palo Pinto ","TX",48363,75800
"2696","Texas","Panola ","TX",48365,60760
"2697","Texas","Parker ","TX",48367,272659
"2698","Texas","Parmer ","TX",48369,19218
"2699","Texas","Pecos ","TX",48371,29795
"2700","Texas","Polk ","TX",48373,135826
"2701","Texas","Potter ","TX",48375,215946
"2702","Texas","Presidio ","TX",48377,21242
"2703","Texas","Rains ","TX",48379,37753
"2704","Texas","Randall ","TX",48381,267206
"2705","Texas","Reagan ","TX",48383,6101
"2706","Texas","Real ","TX",48385,13791
"2707","Texas","Red River ","TX",48387,41218
"2708","Texas","Reeves ","TX",48389,25994
"2709","Texas","Refugio ","TX",48391,21552
"2710","Texas","Roberts ","TX",48393,2466
"2711","Texas","Robertson ","TX",48395,45051
"2712","Texas","Rockwall ","TX",48397,152630
"2713","Texas","Runnels ","TX",48399,30398
"2714","Texas","Rusk ","TX",48401,123796
"2715","Texas","Sabine ","TX",48403,43370
"2716","Texas","San Augustine ","TX",48405,30114
"2717","Texas","San Jacinto ","TX",48407,80895
"2718","Texas","San Patricio ","TX",48409,138873
"2719","Texas","San Saba ","TX",48411,18544
"2720","Texas","Schleicher ","TX",48413,7609
"2721","Texas","Scurry ","TX",48415,36731
"2722","Texas","Shackelford ","TX",48417,9395
"2723","Texas","Shelby ","TX",48419,62283
"2724","Texas","Sherman ","TX",48421,6324
"2725","Texas","Smith ","TX",48423,497639
"2726","Texas","Somervell ","TX",48425,22316
"2727","Texas","Starr ","TX",48427,101250
"2728","Texas","Stephens ","TX",48429,26152
"2729","Texas","Sterling ","TX",48431,2999
"2730","Texas","Stonewall ","TX",48433,4991
"2731","Texas","Sutton ","TX",48435,9425
"2732","Texas","Swisher ","TX",48437,19165
"2733","Texas","Tarrant ","TX",48439,3113318
"2734","Texas","Taylor ","TX",48441,274466
"2735","Texas","Terrell ","TX",48443,3176
"2736","Texas","Terry ","TX",48445,27235
"2737","Texas","Throckmorton ","TX",48447,5647
"2738","Texas","Titus ","TX",48449,63529
"2739","Texas","Tom Green ","TX",48451,249734
"2740","Texas","Travis ","TX",48453,1590151
"2741","Texas","Trinity ","TX",48455,52459
"2742","Texas","Tyler ","TX",48457,64334
"2743","Texas","Upshur ","TX",48459,103379
"2744","Texas","Upton ","TX",48461,7607
"2745","Texas","Uvalde ","TX",48463,61813
"2746","Texas","Val Verde ","TX",48465,95994
"2747","Texas","Van Zandt ","TX",48467,152520
"2748","Texas","Victoria ","TX",48469,199115
"2749","Texas","Walker ","TX",48471,125997
"2750","Texas","Waller ","TX",48473,82654
"2751","Texas","Ward ","TX",48475,23978
"2752","Texas","Washington ","TX",48477,99427
"2753","Texas","Webb ","TX",48479,347587
"2754","Texas","Wharton ","TX",48481,97521
"2755","Texas","Wheeler ","TX",48483,14679
"2756","Texas","Wichita ","TX",48485,272669
"2757","Texas","Wilbarger ","TX",48487,33019
"2758","Texas","Willacy ","TX",48489,41730
"2759","Texas","Williamson ","TX",48491,793718
"2760","Texas","Wilson ","TX",48493,103034
"2761","Texas","Winkler ","TX",48495,13809
"2762","Texas","Wise ","TX",48497,134058
"2763","Texas","Wood ","TX",48499,158195
"2764","Texas","Yoakum ","TX",48501,14675
"2765","Texas","Young ","TX",48503,51565
"2766","Texas","Zapata ","TX",48505,24646
"2767","Texas","Zavala ","TX",48507,23617
"2768","Utah","Beaver ","UT",49001,13503
"2769","Utah","Box Elder ","UT",49003,93070
"2770","Utah","Cache ","UT",49005,153397
"2771","Utah","Carbon ","UT",49007,48465
"2772","Utah","Daggett ","UT",49009,3415
"2773","Utah","Davis ","UT",49011,464657
"2774","Utah","Duchesne ","UT",49013,32916
"2775","Utah","Emery ","UT",49015,23735
"2776","Utah","Garfield ","UT",49017,14728
"2777","Utah","Grand ","UT",49019,23985
"2778","Utah","Iron ","UT",49021,82614
"2779","Utah","Juab ","UT",49023,18161
"2780","Utah","Kane ","UT",49025,23488
"2781","Utah","Millard ","UT",49027,29377
"2782","Utah","Morgan ","UT",49029,18036
"2783","Utah","Piute ","UT",49031,5167
"2784","Utah","Rich ","UT",49033,5761
"2785","Utah","Salt Lake ","UT",49035,1665464
"2786","Utah","San Juan ","UT",49037,28344
"2787","Utah","Sanpete ","UT",49039,54524
"2788","Utah","Sevier ","UT",49041,47078
"2789","Utah","Summit ","UT",49043,67330
"2790","Utah","Tooele ","UT",49045,83385
"2791","Utah","Uintah ","UT",49047,52442
"2792","Utah","Utah ","UT",49049,608776
"2793","Utah","Wasatch ","UT",49051,43472
"2794","Utah","Washington ","UT",49053,406337
"2795","Utah","Wayne ","UT",49055,7563
"2796","Utah","Weber ","UT",49057,406798
"2797","Vermont","Addison ","VT",50001,96145
"2798","Vermont","Bennington ","VT",50003,112298
"2799","Vermont","Caledonia ","VT",50005,85028
"2800","Vermont","Chittenden ","VT",50007,325516
"2801","Vermont","Essex ","VT",50009,21273
"2802","Vermont","Franklin ","VT",50011,107088
"2803","Vermont","Grand Isle ","VT",50013,19968
"2804","Vermont","Lamoille ","VT",50015,58792
"2805","Vermont","Orange ","VT",50017,80666
"2806","Vermont","Orleans ","VT",50019,81822
"2807","Vermont","Rutland ","VT",50021,176622
"2808","Vermont","Washington ","VT",50023,155771
"2809","Vermont","Windham ","VT",50025,129869
"2810","Vermont","Windsor ","VT",50027,172982
"2811","Virginia","Accomack ","VA",51001,103421
"2812","Virginia","Albemarle ","VA",51003,251118
"2813","Virginia","Alexandri","VA",51510,249364
"2814","Virginia","Alleghany ","VA",51005,51783
"2815","Virginia","Amelia ","VA",51007,34670
"2816","Virginia","Amherst ","VA",51009,89398
"2817","Virginia","Appomattox ","VA",51011,43375
"2818","Virginia","Arlington ","VA",51013,342713
"2819","Virginia","Augusta ","VA",51015,206768
"2820","Virginia","Bath ","VA",51017,16219
"2821","Virginia","Bedford ","VA",51019,219384
"2822","Virginia","Bland ","VA",51021,19855
"2823","Virginia","Botetourt ","VA",51023,98521
"2824","Virginia","Bristo","VA",51520,49632
"2825","Virginia","Brunswick ","VA",51025,47571
"2826","Virginia","Buchanan ","VA",51027,66027
"2827","Virginia","Buckingham ","VA",51029,44059
"2828","Virginia","Buena Vist","VA",51530,17081
"2829","Virginia","Campbell ","VA",51031,146960
"2830","Virginia","Caroline ","VA",51033,67134
"2831","Virginia","Carroll ","VA",51035,95627
"2832","Virginia","Charles City ","VA",51036,22322
"2833","Virginia","Charlotte ","VA",51037,36802
"2834","Virginia","Charlottesvill","VA",51540,73904
"2835","Virginia","Chesapeak","VA",51550,431530
"2836","Virginia","Chesterfield ","VA",51041,667209
"2837","Virginia","Clarke ","VA",51043,39910
"2838","Virginia","Colonial Height","VA",51570,49655
"2839","Virginia","Covingto","VA",51580,16783
"2840","Virginia","Craig ","VA",51045,15554
"2841","Virginia","Culpeper ","VA",51047,104822
"2842","Virginia","Cumberland ","VA",51049,28361
"2843","Virginia","Danvill","VA",51590,123016
"2844","Virginia","Dickenson ","VA",51051,44029
"2845","Virginia","Dinwiddie ","VA",51053,67587
"2846","Virginia","Empori","VA",51595,14698
"2847","Virginia","Essex ","VA",51057,33304
"2848","Virginia","Fairfa","VA",51600,51669
"2849","Virginia","Fairfax ","VA",51059,2094627
"2850","Virginia","Falls Churc","VA",51610,26146
"2851","Virginia","Fauquier ","VA",51061,153706
"2852","Virginia","Floyd ","VA",51063,46890
"2853","Virginia","Fluvanna ","VA",51065,68924
"2854","Virginia","Frankli","VA",51620,22673
"2855","Virginia","Franklin ","VA",51067,173176
"2856","Virginia","Frederick ","VA",51069,186457
"2857","Virginia","Fredericksbur","VA",51630,42729
"2858","Virginia","Gala","VA",51640,19817
"2859","Virginia","Giles ","VA",51071,50380
"2860","Virginia","Gloucester ","VA",51073,96110
"2861","Virginia","Goochland ","VA",51075,64078
"2862","Virginia","Grayson ","VA",51077,51786
"2863","Virginia","Greene ","VA",51079,44218
"2864","Virginia","Greensville ","VA",51081,26010
"2865","Virginia","Halifax ","VA",51083,113322
"2866","Virginia","Hampto","VA",51650,287775
"2867","Virginia","Hanover ","VA",51085,242122
"2868","Virginia","Harrisonbur","VA",51660,67325
"2869","Virginia","Henrico ","VA",51087,673065
"2870","Virginia","Henry ","VA",51089,165961
"2871","Virginia","Highland ","VA",51091,9753
"2872","Virginia","Hopewel","VA",51670,51318
"2873","Virginia","Isle of Wight ","VA",51093,93383
"2874","Virginia","James City ","VA",51095,232507
"2875","Virginia","King and Queen ","VA",51097,21117
"2876","Virginia","King George ","VA",51099,45705
"2877","Virginia","King William ","VA",51101,35972
"2878","Virginia","Lancaster ","VA",51103,51794
"2879","Virginia","Lee ","VA",51105,68582
"2880","Virginia","Lexingto","VA",51678,15454
"2881","Virginia","Loudoun ","VA",51107,454915
"2882","Virginia","Louisa ","VA",51109,92155
"2883","Virginia","Lunenburg ","VA",51111,37196
"2884","Virginia","Lynchbur","VA",51680,161064
"2885","Virginia","Madison ","VA",51113,39207
"2886","Virginia","Manassa","VA",51683,56611
"2887","Virginia","Manassas Par","VA",51685,17602
"2888","Virginia","Martinsvill","VA",51690,37925
"2889","Virginia","Mecklenburg ","VA",51117,107383
"2890","Virginia","Middlesex ","VA",51119,44152
"2891","Virginia","Montgomery ","VA",51121,164426
"2892","Virginia","Nelson ","VA",51125,52686
"2893","Virginia","New Kent ","VA",51127,48350
"2894","Virginia","Newport New","VA",51700,326140
"2895","Virginia","Norfol","VA",51710,390051
"2896","Virginia","Northampton ","VA",51131,43114
"2897","Virginia","Northumberland ","VA",51133,57737
"2898","Virginia","Norto","VA",51720,9975
"2899","Virginia","Nottoway ","VA",51135,41490
"2900","Virginia","Orange ","VA",51137,98337
"2901","Virginia","Page ","VA",51139,68769
"2902","Virginia","Patrick ","VA",51141,62580
"2903","Virginia","Petersbur","VA",51730,77880
"2904","Virginia","Pittsylvania ","VA",51143,184577
"2905","Virginia","Poquoso","VA",51735,32014
"2906","Virginia","Portsmout","VA",51740,202900
"2907","Virginia","Powhatan ","VA",51145,68828
"2908","Virginia","Prince Edward ","VA",51147,51322
"2909","Virginia","Prince George ","VA",51149,71299
"2910","Virginia","Prince William ","VA",51153,599668
"2911","Virginia","Pulaski ","VA",51155,105449
"2912","Virginia","Radfor","VA",51750,23223
"2913","Virginia","Rappahannock ","VA",51157,25485
"2914","Virginia","Richmon","VA",51760,408227
"2915","Virginia","Richmond ","VA",51159,25536
"2916","Virginia","Roanok","VA",51770,228725
"2917","Virginia","Roanoke ","VA",51161,266600
"2918","Virginia","Rockbridge ","VA",51163,76313
"2919","Virginia","Rockingham ","VA",51165,201290
"2920","Virginia","Russell ","VA",51167,79770
"2921","Virginia","Sale","VA",51775,67729
"2922","Virginia","Scott ","VA",51169,71613
"2923","Virginia","Shenandoah ","VA",51171,124922
"2924","Virginia","Smyth ","VA",51173,93240
"2925","Virginia","Southampton ","VA",51175,48769
"2926","Virginia","Spotsylvania ","VA",51177,241169
"2927","Virginia","Stafford ","VA",51179,200387
"2928","Virginia","Staunto","VA",51790,71356
"2929","Virginia","Suffol","VA",51800,174588
"2930","Virginia","Surry ","VA",51181,19519
"2931","Virginia","Sussex ","VA",51183,28562
"2932","Virginia","Tazewell ","VA",51185,127240
"2933","Virginia","Virginia Beac","VA",51810,846482
"2934","Virginia","Warren ","VA",51187,85601
"2935","Virginia","Washington ","VA",51191,163759
"2936","Virginia","Waynesbor","VA",51820,55262
"2937","Virginia","Westmoreland ","VA",51193,59890
"2938","Virginia","Williamsbur","VA",51830,30307
"2939","Virginia","Wincheste","VA",51840,59789
"2940","Virginia","Wise ","VA",51195,98633
"2941","Virginia","Wythe ","VA",51197,84983
"2942","Virginia","York ","VA",51199,143630
"2943","Washington","Adams ","WA",53001,31379
"2944","Washington","Asotin ","WA",53003,68616
"2945","Washington","Benton ","WA",53005,386206
"2946","Washington","Chelan ","WA",53007,192226
"2947","Washington","Clallam ","WA",53009,281595
"2948","Washington","Clark ","WA",53011,944011
"2949","Washington","Columbia ","WA",53013,15056
"2950","Washington","Cowlitz ","WA",53015,274060
"2951","Washington","Douglas ","WA",53017,94784
"2952","Washington","Ferry ","WA",53019,26372
"2953","Washington","Franklin ","WA",53021,113630
"2954","Washington","Garfield ","WA",53023,8042
"2955","Washington","Grant ","WA",53025,178985
"2956","Washington","Grays Harbor ","WA",53027,208225
"2957","Washington","Island ","WA",53029,255717
"2958","Washington","Jefferson ","WA",53031,140705
"2959","Washington","King ","WA",53033,3954608
"2960","Washington","Kitsap ","WA",53035,623487
"2961","Washington","Kittitas ","WA",53037,95311
"2962","Washington","Klickitat ","WA",53039,67364
"2963","Washington","Lewis ","WA",53041,218722
"2964","Washington","Lincoln ","WA",53043,36241
"2965","Washington","Mason ","WA",53045,193698
"2966","Washington","Okanogan ","WA",53047,123792
"2967","Washington","Pacific ","WA",53049,85870
"2968","Washington","Pend Oreille ","WA",53051,45719
"2969","Washington","Pierce ","WA",53053,1624684
"2970","Washington","San Juan ","WA",53055,69934
"2971","Washington","Skagit ","WA",53057,332130
"2972","Washington","Skamania ","WA",53059,32139
"2973","Washington","Snohomish ","WA",53061,1442432
"2974","Washington","Spokane ","WA",53063,1090441
"2975","Washington","Stevens ","WA",53065,137208
"2976","Washington","Thurston ","WA",53067,620563
"2977","Washington","Wahkiakum ","WA",53069,17548
"2978","Washington","Walla Walla ","WA",53071,145148
"2979","Washington","Whatcom ","WA",53073,492025
"2980","Washington","Whitman ","WA",53075,70954
"2981","Washington","Yakima ","WA",53077,473774
"2982","West Virginia","Barbour ","WV",54001,45616
"2983","West Virginia","Berkeley ","WV",54003,227545
"2984","West Virginia","Boone ","WV",54005,62131
"2985","West Virginia","Braxton ","WV",54007,43234
"2986","West Virginia","Brooke ","WV",54009,73614
"2987","West Virginia","Cabell ","WV",54011,245519
"2988","West Virginia","Calhoun ","WV",54013,23915
"2989","West Virginia","Clay ","WV",54015,24820
"2990","West Virginia","Doddridge ","WV",54017,23805
"2991","West Virginia","Fayette ","WV",54019,128390
"2992","West Virginia","Gilmer ","WV",54021,19329
"2993","West Virginia","Grant ","WV",54023,36893
"2994","West Virginia","Greenbrier ","WV",54025,111489
"2995","West Virginia","Hampshire ","WV",54027,69080
"2996","West Virginia","Hancock ","WV",54029,93189
"2997","West Virginia","Hardy ","WV",54031,40008
"2998","West Virginia","Harrison ","WV",54033,184761
"2999","West Virginia","Jackson ","WV",54035,81214
"3000","West Virginia","Jefferson ","WV",54037,121583
"3001","West Virginia","Kanawha ","WV",54039,528195
"3002","West Virginia","Lewis ","WV",54041,46948
"3003","West Virginia","Lincoln ","WV",54043,56043
"3004","West Virginia","Logan ","WV",54045,96211
"3005","West Virginia","Marion ","WV",54049,153508
"3006","West Virginia","Marshall ","WV",54051,97110
"3007","West Virginia","Mason ","WV",54053,76698
"3008","West Virginia","McDowell ","WV",54047,59058
"3009","West Virginia","Mercer ","WV",54055,181540
"3010","West Virginia","Mineral ","WV",54057,79861
"3011","West Virginia","Mingo ","WV",54059,64902
"3012","West Virginia","Monongalia ","WV",54061,178183
"3013","West Virginia","Monroe ","WV",54063,43982
"3014","West Virginia","Morgan ","WV",54065,54714
"3015","West Virginia","Nicholas ","WV",54067,75545
"3016","West Virginia","Ohio ","WV",54069,129140
"3017","West Virginia","Pendleton ","WV",54071,25847
"3018","West Virginia","Pleasants ","WV",54073,20030
"3019","West Virginia","Pocahontas ","WV",54075,28745
"3020","West Virginia","Preston ","WV",54077,90882
"3021","West Virginia","Putnam ","WV",54079,140475
"3022","West Virginia","Raleigh ","WV",54081,214923
"3023","West Virginia","Randolph ","WV",54083,85730
"3024","West Virginia","Ritchie ","WV",54085,30626
"3025","West Virginia","Roane ","WV",54087,42615
"3026","West Virginia","Summers ","WV",54089,43667
"3027","West Virginia","Taylor ","WV",54091,46277
"3028","West Virginia","Tucker ","WV",54093,24260
"3029","West Virginia","Tyler ","WV",54095,27881
"3030","West Virginia","Upshur ","WV",54097,67061
"3031","West Virginia","Wayne ","WV",54099,115787
"3032","West Virginia","Webster ","WV",54101,27256
"3033","West Virginia","Wetzel ","WV",54103,49819
"3034","West Virginia","Wirt ","WV",54105,15953
"3035","West Virginia","Wood ","WV",54107,238886
"3036","West Virginia","Wyoming ","WV",54109,63594
"3037","Wisconsin","Adams ","WI",55001,78815
