"","State","Countynames","Code","FIPS","old_pop"
"3038","Wisconsin","Ashland ","WI",55003,41983
"3039","Wisconsin","Barron ","WI",55005,133735
"3040","Wisconsin","Bayfield ","WI",55007,54905
"3041","Wisconsin","Brown ","WI",55009,516280
"3042","Wisconsin","Buffalo ","WI",55011,39615
"3043","Wisconsin","Burnett ","WI",55013,58136
"3044","Wisconsin","Calumet ","WI",55015,101595
"3045","Wisconsin","Chippewa ","WI",55017,154737
"3046","Wisconsin","Clark ","WI",55019,82598
"3047","Wisconsin","Columbia ","WI",55021,140815
"3048","Wisconsin","Crawford ","WI",55023,50293
"3049","Wisconsin","Dane ","WI",55025,963300
"3050","Wisconsin","Dodge ","WI",55027,212644
"3051","Wisconsin","Door ","WI",55029,105133
"3052","Wisconsin","Douglas ","WI",55031,110023
"3053","Wisconsin","Dunn ","WI",55033,93857
"3054","Wisconsin","Eau Claire ","WI",55035,217219
"3055","Wisconsin","Florence ","WI",55037,15432
"3056","Wisconsin","Fond du Lac ","WI",55039,255272
"3057","Wisconsin","Forest ","WI",55041,29097
"3058","Wisconsin","Grant ","WI",55043,123946
"3059","Wisconsin","Green ","WI",55045,93302
"3060","Wisconsin","Green Lake ","WI",55047,57593
"3061","Wisconsin","Iowa ","WI",55049,58930
"3062","Wisconsin","Iron ","WI",55051,23501
"3063","Wisconsin","Jackson ","WI",55053,53847
"3064","Wisconsin","Jefferson ","WI",55055,193913
"3065","Wisconsin","Juneau ","WI",55057,75214
"3066","Wisconsin","Kenosha ","WI",55059,326252
"3067","Wisconsin","Kewaunee ","WI",55061,55927
"3068","Wisconsin","La Crosse ","WI",55063,259728
"3069","Wisconsin","Lafayette ","WI",55065,42318
"3070","Wisconsin","Langlade ","WI",55067,62245
"3071","Wisconsin","Lincoln ","WI",55069,83040
"3072","Wisconsin","Manitowoc ","WI",55071,221977
"3073","Wisconsin","Marathon ","WI",55073,321410
"3074","Wisconsin","Marinette ","WI",55075,130664
"3075","Wisconsin","Marquette ","WI",55077,51406
"3076","Wisconsin","Menominee ","WI",55078,8325
"3077","Wisconsin","Milwaukee ","WI",55079,1828722
"3078","Wisconsin","Monroe ","WI",55081,107088
"3079","Wisconsin","Oconto ","WI",55083,104061
"3080","Wisconsin","Oneida ","WI",55085,124416
"3081","Wisconsin","Outagamie ","WI",55087,367519
"3082","Wisconsin","Ozaukee ","WI",55089,230942
"3083","Wisconsin","Pepin ","WI",55091,22054
"3084","Wisconsin","Pierce ","WI",55093,82040
"3085","Wisconsin","Polk ","WI",55095,120225
"3086","Wisconsin","Portage ","WI",55097,155994
"3087","Wisconsin","Price ","WI",55099,47905
"3088","Wisconsin","Racine ","WI",55101,442480
"3089","Wisconsin","Richland ","WI",55103,53116
"3090","Wisconsin","Rock ","WI",55105,366877
"3091","Wisconsin","Rusk ","WI",55107,46751
"3092","Wisconsin","Sauk ","WI",55111,157621
"3093","Wisconsin","Sawyer ","WI",55113,57064
"3094","Wisconsin","Shawano ","WI",55115,118779
"3095","Wisconsin","Sheboygan ","WI",55117,282038
"3096","Wisconsin","St. Croix ","WI",55109,163656
"3097","Wisconsin","Taylor ","WI",55119,53521
"3098","Wisconsin","Trempealeau ","WI",55121,74051
"3099","Wisconsin","Vernon ","WI",55123,81537
"3100","Wisconsin","Vilas ","WI",55125,87910
"3101","Wisconsin","Walworth ","WI",55127,240829
"3102","Wisconsin","Washburn ","WI",55129,55412
"3103","Wisconsin","Washington ","WI",55131,318993
"3104","Wisconsin","Waukesha ","WI",55133,989523
"3105","Wisconsin","Waupaca ","WI",55135,147864
"3106","Wisconsin","Waushara ","WI",55137,79157
"3107","Wisconsin","Winnebago ","WI",55139,375483
"3108","Wisconsin","Wood ","WI",55141,203859
"3109","Wyoming","Albany ","WY",56001,60447
"3110","Wyoming","Big Horn ","WY",56003,33900
"3111","Wyoming","Campbell ","WY",56005,63941
"3112","Wyoming","Carbon ","WY",56007,36509
"3113","Wyoming","Converse ","WY",56009,31813
"3114","Wyoming","Crook ","WY",56011,20459
"3115","Wyoming","Fremont ","WY",56013,100223
"3116","Wyoming","Goshen ","WY",56015,39992
"3117","Wyoming","Hot Springs ","WY",56017,16619
"3118","Wyoming","Johnson ","WY",56019,27080
"3119","Wyoming","Laramie ","WY",56021,209904
"3120","Wyoming","Lincoln ","WY",56023,43606
"3121","Wyoming","Natrona ","WY",56025,167424
"3122","Wyoming","Niobrara ","WY",56027,7739
"3123","Wyoming","Park ","WY",56029,87559
"3124","Wyoming","Platte ","WY",56031,29198
"3125","Wyoming","Sheridan ","WY",56033,82699
"3126","Wyoming","Sublette ","WY",56035,22761
"3127","Wyoming","Sweetwater ","WY",56037,73834
"3128","Wyoming","Teton ","WY",56039,45067
"3129","Wyoming","Uinta ","WY",56041,38209
"3130","Wyoming","Washakie ","WY",56043,23930
"3131","Wyoming","Weston ","WY",56045,19683
