"","Code","State","FIPS","Countynames"
"659","ID","Idaho",16013,"Blaine "
"660","ID","Idaho",16015,"Boise "
"661","ID","Idaho",16017,"Bonner "
"662","ID","Idaho",16019,"Bonneville "
"663","ID","Idaho",16021,"Boundary "
"664","ID","Idaho",16023,"Butte "
"665","ID","Idaho",16025,"Camas "
"666","ID","Idaho",16027,"Canyon "
"667","ID","Idaho",16029,"Caribou "
"668","ID","Idaho",16031,"Cassia "
"669","ID","Idaho",16033,"Clark "
"670","ID","Idaho",16035,"Clearwater "
"671","ID","Idaho",16037,"Custer "
"672","ID","Idaho",16039,"Elmore "
"673","ID","Idaho",16041,"Franklin "
"674","ID","Idaho",16043,"Fremont "
"675","ID","Idaho",16045,"Gem "
"676","ID","Idaho",16047,"Gooding "
"677","ID","Idaho",16049,"Idaho "
"678","ID","Idaho",16051,"Jefferson "
"679","ID","Idaho",16053,"Jerome "
"680","ID","Idaho",16055,"Kootenai "
"681","ID","Idaho",16057,"Latah "
"682","ID","Idaho",16059,"Lemhi "
"683","ID","Idaho",16061,"Lewis "
"684","ID","Idaho",16063,"Lincoln "
"685","ID","Idaho",16065,"Madison "
"686","ID","Idaho",16067,"Minidoka "
"687","ID","Idaho",16069,"Nez Perce "
"688","ID","Idaho",16071,"Oneida "
"689","ID","Idaho",16073,"Owyhee "
"690","ID","Idaho",16075,"Payette "
"691","ID","Idaho",16077,"Power "
"692","ID","Idaho",16079,"Shoshone "
"693","ID","Idaho",16081,"Teton "
"694","ID","Idaho",16083,"Twin Falls "
"695","ID","Idaho",16085,"Valley "
"696","ID","Idaho",16087,"Washington "
"697","IL","Illinois",17001,"Adams "
"698","IL","Illinois",17003,"Alexander "
"699","IL","Illinois",17005,"Bond "
"700","IL","Illinois",17007,"Boone "
"701","IL","Illinois",17009,"Brown "
"702","IL","Illinois",17011,"Bureau "
"703","IL","Illinois",17013,"Calhoun "
"704","IL","Illinois",17015,"Carroll "
"705","IL","Illinois",17017,"Cass "
"706","IL","Illinois",17019,"Champaign "
"707","IL","Illinois",17021,"Christian "
"708","IL","Illinois",17023,"Clark "
"709","IL","Illinois",17025,"Clay "
"710","IL","Illinois",17027,"Clinton "
"711","IL","Illinois",17029,"Coles "
"712","IL","Illinois",17031,"Cook "
"713","IL","Illinois",17033,"Crawford "
"714","IL","Illinois",17035,"Cumberland "
"715","IL","Illinois",17037,"DeKalb "
"716","IL","Illinois",17039,"De Witt "
"717","IL","Illinois",17041,"Douglas "
"718","IL","Illinois",17043,"DuPage "
"719","IL","Illinois",17045,"Edgar "
"720","IL","Illinois",17047,"Edwards "
"721","IL","Illinois",17049,"Effingham "
"722","IL","Illinois",17051,"Fayette "
"723","IL","Illinois",17053,"Ford "
"724","IL","Illinois",17055,"Franklin "
"725","IL","Illinois",17057,"Fulton "
"726","IL","Illinois",17059,"Gallatin "
"727","IL","Illinois",17061,"Greene "
"728","IL","Illinois",17063,"Grundy "
"729","IL","Illinois",17065,"Hamilton "
"730","IL","Illinois",17067,"Hancock "
"731","IL","Illinois",17069,"Hardin "
"732","IL","Illinois",17071,"Henderson "
"733","IL","Illinois",17073,"Henry "
"734","IL","Illinois",17075,"Iroquois "
"735","IL","Illinois",17077,"Jackson "
"736","IL","Illinois",17079,"Jasper "
"737","IL","Illinois",17081,"Jefferson "
"738","IL","Illinois",17083,"Jersey "
"739","IL","Illinois",17085,"Jo Daviess "
"740","IL","Illinois",17087,"Johnson "
"741","IL","Illinois",17089,"Kane "
"742","IL","Illinois",17091,"Kankakee "
"743","IL","Illinois",17093,"Kendall "
"744","IL","Illinois",17095,"Knox "
"745","IL","Illinois",17097,"Lake "
"746","IL","Illinois",17099,"LaSalle "
"747","IL","Illinois",17101,"Lawrence "
"748","IL","Illinois",17103,"Lee "
"749","IL","Illinois",17105,"Livingston "
"750","IL","Illinois",17107,"Logan "
"751","IL","Illinois",17109,"McDonough "
"752","IL","Illinois",17111,"McHenry "
"753","IL","Illinois",17113,"McLean "
"754","IL","Illinois",17115,"Macon "
"755","IL","Illinois",17117,"Macoupin "
"756","IL","Illinois",17119,"Madison "
"757","IL","Illinois",17121,"Marion "
"758","IL","Illinois",17123,"Marshall "
"759","IL","Illinois",17125,"Mason "
"760","IL","Illinois",17127,"Massac "
"761","IL","Illinois",17129,"Menard "
"762","IL","Illinois",17131,"Mercer "
"763","IL","Illinois",17133,"Monroe "
"764","IL","Illinois",17135,"Montgomery "
"765","IL","Illinois",17137,"Morgan "
"766","IL","Illinois",17139,"Moultrie "
"767","IL","Illinois",17141,"Ogle "
"768","IL","Illinois",17143,"Peoria "
"769","IL","Illinois",17145,"Perry "
"770","IL","Illinois",17147,"Piatt "
"771","IL","Illinois",17149,"Pike "
"772","IL","Illinois",17151,"Pope "
"773","IL","Illinois",17153,"Pulaski "
"774","IL","Illinois",17155,"Putnam "
"775","IL","Illinois",17157,"Randolph "
"776","IL","Illinois",17159,"Richland "
"777","IL","Illinois",17161,"Rock Island "
"778","IL","Illinois",17163,"St. Clair "
"779","IL","Illinois",17165,"Saline "
"780","IL","Illinois",17167,"Sangamon "
"781","IL","Illinois",17169,"Schuyler "
"782","IL","Illinois",17171,"Scott "
"783","IL","Illinois",17173,"Shelby "
"784","IL","Illinois",17175,"Stark "
"785","IL","Illinois",17177,"Stephenson "
"786","IL","Illinois",17179,"Tazewell "
"787","IL","Illinois",17181,"Union "
"788","IL","Illinois",17183,"Vermilion "
"789","IL","Illinois",17185,"Wabash "
"790","IL","Illinois",17187,"Warren "
"791","IL","Illinois",17189,"Washington "
"792","IL","Illinois",17191,"Wayne "
"793","IL","Illinois",17193,"White "
"794","IL","Illinois",17195,"Whiteside "
"795","IL","Illinois",17197,"Will "
"796","IL","Illinois",17199,"Williamson "
"797","IL","Illinois",17201,"Winnebago "
"798","IL","Illinois",17203,"Woodford "
"799","IN","Indiana",18001,"Adams "
"800","IN","Indiana",18003,"Allen "
"801","IN","Indiana",18005,"Bartholomew "
"802","IN","Indiana",18007,"Benton "
"803","IN","Indiana",18009,"Blackford "
"804","IN","Indiana",18011,"Boone "
"805","IN","Indiana",18013,"Brown "
"806","IN","Indiana",18015,"Carroll "
"807","IN","Indiana",18017,"Cass "
"808","IN","Indiana",18019,"Clark "
"809","IN","Indiana",18021,"Clay "
"810","IN","Indiana",18023,"Clinton "
"811","IN","Indiana",18025,"Crawford "
"812","IN","Indiana",18027,"Daviess "
"813","IN","Indiana",18029,"Dearborn "
"814","IN","Indiana",18031,"Decatur "
"815","IN","Indiana",18033,"DeKalb "
"816","IN","Indiana",18035,"Delaware "
"817","IN","Indiana",18037,"Dubois "
"818","IN","Indiana",18039,"Elkhart "
"819","IN","Indiana",18041,"Fayette "
"820","IN","Indiana",18043,"Floyd "
"821","IN","Indiana",18045,"Fountain "
"822","IN","Indiana",18047,"Franklin "
"823","IN","Indiana",18049,"Fulton "
"824","IN","Indiana",18051,"Gibson "
"825","IN","Indiana",18053,"Grant "
"826","IN","Indiana",18055,"Greene "
"827","IN","Indiana",18057,"Hamilton "
"828","IN","Indiana",18059,"Hancock "
"829","IN","Indiana",18061,"Harrison "
"830","IN","Indiana",18063,"Hendricks "
"831","IN","Indiana",18065,"Henry "
"832","IN","Indiana",18067,"Howard "
"833","IN","Indiana",18069,"Huntington "
"834","IN","Indiana",18071,"Jackson "
"835","IN","Indiana",18073,"Jasper "
"836","IN","Indiana",18075,"Jay "
"837","IN","Indiana",18077,"Jefferson "
"838","IN","Indiana",18079,"Jennings "
"839","IN","Indiana",18081,"Johnson "
"840","IN","Indiana",18083,"Knox "
"841","IN","Indiana",18085,"Kosciusko "
"842","IN","Indiana",18087,"LaGrange "
"843","IN","Indiana",18089,"Lake "
"844","IN","Indiana",18091,"LaPorte "
"845","IN","Indiana",18093,"Lawrence "
"846","IN","Indiana",18095,"Madison "
"847","IN","Indiana",18097,"Marion "
"848","IN","Indiana",18099,"Marshall "
"849","IN","Indiana",18101,"Martin "
"850","IN","Indiana",18103,"Miami "
"851","IN","Indiana",18105,"Monroe "
"852","IN","Indiana",18107,"Montgomery "
"853","IN","Indiana",18109,"Morgan "
"854","IN","Indiana",18111,"Newton "
"855","IN","Indiana",18113,"Noble "
"856","IN","Indiana",18115,"Ohio "
"857","IN","Indiana",18117,"Orange "
"858","IN","Indiana",18119,"Owen "
"859","IN","Indiana",18121,"Parke "
"860","IN","Indiana",18123,"Perry "
"861","IN","Indiana",18125,"Pike "
"862","IN","Indiana",18127,"Porter "
"863","IN","Indiana",18129,"Posey "
"864","IN","Indiana",18131,"Pulaski "
"865","IN","Indiana",18133,"Putnam "
"866","IN","Indiana",18135,"Randolph "
"867","IN","Indiana",18137,"Ripley "
"868","IN","Indiana",18139,"Rush "
"869","IN","Indiana",18141,"St. Joseph "
"870","IN","Indiana",18143,"Scott "
"871","IN","Indiana",18145,"Shelby "
"872","IN","Indiana",18147,"Spencer "
"873","IN","Indiana",18149,"Starke "
"874","IN","Indiana",18151,"Steuben "
"875","IN","Indiana",18153,"Sullivan "
"876","IN","Indiana",18155,"Switzerland "
"877","IN","Indiana",18157,"Tippecanoe "
"878","IN","Indiana",18159,"Tipton "
"879","IN","Indiana",18161,"Union "
"880","IN","Indiana",18163,"Vanderburgh "
"881","IN","Indiana",18165,"Vermillion "
"882","IN","Indiana",18167,"Vigo "
"883","IN","Indiana",18169,"Wabash "
"884","IN","Indiana",18171,"Warren "
"885","IN","Indiana",18173,"Warrick "
"886","IN","Indiana",18175,"Washington "
"887","IN","Indiana",18177,"Wayne "
"888","IN","Indiana",18179,"Wells "
"889","IN","Indiana",18181,"White "
"890","IN","Indiana",18183,"Whitley "
"891","KS","Kansas",20001,"Allen "
"892","KS","Kansas",20003,"Anderson "
"893","KS","Kansas",20005,"Atchison "
"894","KS","Kansas",20007,"Barber "
"895","KS","Kansas",20009,"Barton "
"896","KS","Kansas",20011,"Bourbon "
"897","KS","Kansas",20013,"Brown "
"898","KS","Kansas",20015,"Butler "
"899","KS","Kansas",20017,"Chase "
"900","KS","Kansas",20019,"Chautauqua "
"901","KS","Kansas",20021,"Cherokee "
"902","KS","Kansas",20023,"Cheyenne "
"903","KS","Kansas",20025,"Clark "
"904","KS","Kansas",20027,"Clay "
"905","KS","Kansas",20029,"Cloud "
"906","KS","Kansas",20031,"Coffey "
"907","KS","Kansas",20033,"Comanche "
"908","KS","Kansas",20035,"Cowley "
"909","KS","Kansas",20037,"Crawford "
"910","KS","Kansas",20039,"Decatur "
"911","KS","Kansas",20041,"Dickinson "
"912","KS","Kansas",20043,"Doniphan "
"913","KS","Kansas",20045,"Douglas "
"914","KS","Kansas",20047,"Edwards "
"915","KS","Kansas",20049,"Elk "
"916","KS","Kansas",20051,"Ellis "
"917","KS","Kansas",20053,"Ellsworth "
"918","KS","Kansas",20055,"Finney "
"919","KS","Kansas",20057,"Ford "
"920","KS","Kansas",20059,"Franklin "
"921","KS","Kansas",20061,"Geary "
"922","KS","Kansas",20063,"Gove "
"923","KS","Kansas",20065,"Graham "
"924","KS","Kansas",20067,"Grant "
"925","KS","Kansas",20069,"Gray "
"926","KS","Kansas",20071,"Greeley "
"927","KS","Kansas",20073,"Greenwood "
"928","KS","Kansas",20075,"Hamilton "
"929","KS","Kansas",20077,"Harper "
"930","KS","Kansas",20079,"Harvey "
"931","KS","Kansas",20081,"Haskell "
"932","KS","Kansas",20083,"Hodgeman "
"933","KS","Kansas",20085,"Jackson "
"934","KS","Kansas",20087,"Jefferson "
"935","KS","Kansas",20089,"Jewell "
"936","KS","Kansas",20091,"Johnson "
"937","KS","Kansas",20093,"Kearny "
"938","KS","Kansas",20095,"Kingman "
"939","KS","Kansas",20097,"Kiowa "
"940","KS","Kansas",20099,"Labette "
"941","KS","Kansas",20101,"Lane "
"942","KS","Kansas",20103,"Leavenworth "
"943","KS","Kansas",20105,"Lincoln "
"944","KS","Kansas",20107,"Linn "
"945","KS","Kansas",20109,"Logan "
"946","KS","Kansas",20111,"Lyon "
"947","KS","Kansas",20113,"McPherson "
"948","KS","Kansas",20115,"Marion "
"949","KS","Kansas",20117,"Marshall "
"950","KS","Kansas",20119,"Meade "
"951","KS","Kansas",20121,"Miami "
"952","KS","Kansas",20123,"Mitchell "
"953","KS","Kansas",20125,"Montgomery "
"954","KS","Kansas",20127,"Morris "
"955","KS","Kansas",20129,"Morton "
"956","KS","Kansas",20131,"Nemaha "
"957","KS","Kansas",20133,"Neosho "
"958","KS","Kansas",20135,"Ness "
"959","KS","Kansas",20137,"Norton "
"960","KS","Kansas",20139,"Osage "
"961","KS","Kansas",20141,"Osborne "
"962","KS","Kansas",20143,"Ottawa "
"963","KS","Kansas",20145,"Pawnee "
"964","KS","Kansas",20147,"Phillips "
"965","KS","Kansas",20149,"Pottawatomie "
"966","KS","Kansas",20151,"Pratt "
"967","KS","Kansas",20153,"Rawlins "
"968","KS","Kansas",20155,"Reno "
"969","KS","Kansas",20157,"Republic "
"970","KS","Kansas",20159,"Rice "
"971","KS","Kansas",20161,"Riley "
"972","KS","Kansas",20163,"Rooks "
"973","KS","Kansas",20165,"Rush "
"974","KS","Kansas",20167,"Russell "
"975","KS","Kansas",20169,"Saline "
"976","KS","Kansas",20171,"Scott "
"977","KS","Kansas",20173,"Sedgwick "
"978","KS","Kansas",20175,"Seward "
"979","KS","Kansas",20177,"Shawnee "
"980","KS","Kansas",20179,"Sheridan "
"981","KS","Kansas",20181,"Sherman "
"982","KS","Kansas",20183,"Smith "
"983","KS","Kansas",20185,"Stafford "
"984","KS","Kansas",20187,"Stanton "
"985","KS","Kansas",20189,"Stevens "
"986","KS","Kansas",20191,"Sumner "
"987","KS","Kansas",20193,"Thomas "
"988","KS","Kansas",20195,"Trego "
"989","KS","Kansas",20197,"Wabaunsee "
"990","KS","Kansas",20199,"Wallace "
"991","KS","Kansas",20201,"Washington "
"992","KS","Kansas",20203,"Wichita "
"993","KS","Kansas",20205,"Wilson "
"994","KS","Kansas",20207,"Woodson "
"995","KS","Kansas",20209,"Wyandotte "
"996","KY","Kentucky",21001,"Adair "
"997","KY","Kentucky",21003,"Allen "
"998","KY","Kentucky",21005,"Anderson "
"999","KY","Kentucky",21007,"Ballard "
"1000","KY","Kentucky",21009,"Barren "
"1001","KY","Kentucky",21011,"Bath "
"1002","KY","Kentucky",21013,"Bell "
"1003","KY","Kentucky",21015,"Boone "
"1004","KY","Kentucky",21017,"Bourbon "
"1005","KY","Kentucky",21019,"Boyd "
"1006","KY","Kentucky",21021,"Boyle "
"1007","KY","Kentucky",21023,"Bracken "
"1008","KY","Kentucky",21025,"Breathitt "
"1009","KY","Kentucky",21027,"Breckinridge "
"1010","KY","Kentucky",21029,"Bullitt "
"1011","KY","Kentucky",21031,"Butler "
"1012","KY","Kentucky",21033,"Caldwell "
"1013","KY","Kentucky",21035,"Calloway "
"1014","KY","Kentucky",21037,"Campbell "
"1015","KY","Kentucky",21039,"Carlisle "
"1016","KY","Kentucky",21041,"Carroll "
"1017","KY","Kentucky",21043,"Carter "
"1018","KY","Kentucky",21045,"Casey "
"1019","KY","Kentucky",21047,"Christian "
"1020","KY","Kentucky",21049,"Clark "
"1021","KY","Kentucky",21051,"Clay "
"1022","KY","Kentucky",21053,"Clinton "
"1023","KY","Kentucky",21055,"Crittenden "
"1024","KY","Kentucky",21057,"Cumberland "
"1025","KY","Kentucky",21059,"Daviess "
"1026","KY","Kentucky",21061,"Edmonson "
"1027","KY","Kentucky",21063,"Elliott "
"1028","KY","Kentucky",21065,"Estill "
"1029","KY","Kentucky",21067,"Fayette "
"1030","KY","Kentucky",21069,"Fleming "
"1031","KY","Kentucky",21071,"Floyd "
"1032","KY","Kentucky",21073,"Franklin "
"1033","KY","Kentucky",21075,"Fulton "
"1034","KY","Kentucky",21077,"Gallatin "
"1035","KY","Kentucky",21079,"Garrard "
"1036","KY","Kentucky",21081,"Grant "
"1037","KY","Kentucky",21083,"Graves "
"1038","KY","Kentucky",21085,"Grayson "
"1039","KY","Kentucky",21087,"Green "
"1040","KY","Kentucky",21089,"Greenup "
"1041","KY","Kentucky",21091,"Hancock "
"1042","KY","Kentucky",21093,"Hardin "
"1043","KY","Kentucky",21095,"Harlan "
"1044","KY","Kentucky",21097,"Harrison "
"1045","KY","Kentucky",21099,"Hart "
"1046","KY","Kentucky",21101,"Henderson "
"1047","KY","Kentucky",21103,"Henry "
"1048","KY","Kentucky",21105,"Hickman "
"1049","KY","Kentucky",21107,"Hopkins "
"1050","KY","Kentucky",21109,"Jackson "
"1051","KY","Kentucky",21111,"Jefferson "
"1052","KY","Kentucky",21113,"Jessamine "
"1053","KY","Kentucky",21115,"Johnson "
"1054","KY","Kentucky",21117,"Kenton "
"1055","KY","Kentucky",21119,"Knott "
"1056","KY","Kentucky",21121,"Knox "
"1057","KY","Kentucky",21123,"Larue "
"1058","KY","Kentucky",21125,"Laurel "
"1059","KY","Kentucky",21127,"Lawrence "
"1060","KY","Kentucky",21129,"Lee "
"1061","KY","Kentucky",21131,"Leslie "
"1062","KY","Kentucky",21133,"Letcher "
"1063","KY","Kentucky",21135,"Lewis "
"1064","KY","Kentucky",21137,"Lincoln "
"1065","KY","Kentucky",21139,"Livingston "
"1066","KY","Kentucky",21141,"Logan "
"1067","KY","Kentucky",21143,"Lyon "
"1068","KY","Kentucky",21145,"McCracken "
"1069","KY","Kentucky",21147,"McCreary "
"1070","KY","Kentucky",21149,"McLean "
"1071","KY","Kentucky",21151,"Madison "
"1072","KY","Kentucky",21153,"Magoffin "
"1073","KY","Kentucky",21155,"Marion "
"1074","KY","Kentucky",21157,"Marshall "
"1075","KY","Kentucky",21159,"Martin "
"1076","KY","Kentucky",21161,"Mason "
"1077","KY","Kentucky",21163,"Meade "
"1078","KY","Kentucky",21165,"Menifee "
"1079","KY","Kentucky",21167,"Mercer "
"1080","KY","Kentucky",21169,"Metcalfe "
"1081","KY","Kentucky",21171,"Monroe "
"1082","KY","Kentucky",21173,"Montgomery "
"1083","KY","Kentucky",21175,"Morgan "
"1084","KY","Kentucky",21177,"Muhlenberg "
"1085","KY","Kentucky",21179,"Nelson "
"1086","KY","Kentucky",21181,"Nicholas "
"1087","KY","Kentucky",21183,"Ohio "
"1088","KY","Kentucky",21185,"Oldham "
"1089","KY","Kentucky",21187,"Owen "
"1090","KY","Kentucky",21189,"Owsley "
"1091","KY","Kentucky",21191,"Pendleton "
"1092","KY","Kentucky",21193,"Perry "
"1093","KY","Kentucky",21195,"Pike "
"1094","KY","Kentucky",21197,"Powell "
"1095","KY","Kentucky",21199,"Pulaski "
"1096","KY","Kentucky",21201,"Robertson "
"1097","KY","Kentucky",21203,"Rockcastle "
"1098","KY","Kentucky",21205,"Rowan "
"1099","KY","Kentucky",21207,"Russell "
"1100","KY","Kentucky",21209,"Scott "
"1101","KY","Kentucky",21211,"Shelby "
"1102","KY","Kentucky",21213,"Simpson "
"1103","KY","Kentucky",21215,"Spencer "
"1104","KY","Kentucky",21217,"Taylor "
"1105","KY","Kentucky",21219,"Todd "
"1106","KY","Kentucky",21221,"Trigg "
"1107","KY","Kentucky",21223,"Trimble "
"1108","KY","Kentucky",21225,"Union "
"1109","KY","Kentucky",21227,"Warren "
"1110","KY","Kentucky",21229,"Washington "
"1111","KY","Kentucky",21231,"Wayne "
"1112","KY","Kentucky",21233,"Webster "
"1113","KY","Kentucky",21235,"Whitley "
"1114","KY","Kentucky",21237,"Wolfe "
"1115","KY","Kentucky",21239,"Woodford "
"1116","LA","Louisiana",22001,"Acadia "
"1117","LA","Louisiana",22003,"Allen "
"1118","LA","Louisiana",22005,"Ascension "
"1119","LA","Louisiana",22007,"Assumption "
"1120","LA","Louisiana",22009,"Avoyelles "
"1121","LA","Louisiana",22011,"Beauregard "
"1122","LA","Louisiana",22013,"Bienville "
"1123","LA","Louisiana",22015,"Bossier "
"1124","LA","Louisiana",22017,"Caddo "
"1125","LA","Louisiana",22019,"Calcasieu "
"1126","LA","Louisiana",22021,"Caldwell "
"1127","LA","Louisiana",22023,"Cameron "
"1128","LA","Louisiana",22025,"Catahoula "
"1129","LA","Louisiana",22027,"Claiborne "
"1130","LA","Louisiana",22029,"Concordia "
"1131","LA","Louisiana",22031,"De Soto "
"1132","LA","Louisiana",22033,"East Baton Rouge "
"1133","LA","Louisiana",22035,"East Carroll "
"1134","LA","Louisiana",22037,"East Feliciana "
"1135","LA","Louisiana",22039,"Evangeline "
"1136","LA","Louisiana",22041,"Franklin "
"1137","LA","Louisiana",22043,"Grant "
"1138","LA","Louisiana",22045,"Iberia "
"1139","LA","Louisiana",22047,"Iberville "
"1140","LA","Louisiana",22049,"Jackson "
"1141","LA","Louisiana",22051,"Jefferson "
"1142","LA","Louisiana",22053,"Jefferson Davis "
"1143","LA","Louisiana",22055,"Lafayette "
"1144","LA","Louisiana",22057,"Lafourche "
"1145","LA","Louisiana",22059,"La Salle "
"1146","LA","Louisiana",22061,"Lincoln "
"1147","LA","Louisiana",22063,"Livingston "
"1148","LA","Louisiana",22065,"Madison "
"1149","LA","Louisiana",22067,"Morehouse "
"1150","LA","Louisiana",22069,"Natchitoches "
"1151","LA","Louisiana",22071,"Orleans "
"1152","LA","Louisiana",22073,"Ouachita "
"1153","LA","Louisiana",22075,"Plaquemines "
"1154","LA","Louisiana",22077,"Pointe Coupee "
"1155","LA","Louisiana",22079,"Rapides "
"1156","LA","Louisiana",22081,"Red River "
"1157","LA","Louisiana",22083,"Richland "
"1158","LA","Louisiana",22085,"Sabine "
"1159","LA","Louisiana",22087,"St. Bernard "
"1160","LA","Louisiana",22089,"St. Charles "
"1161","LA","Louisiana",22091,"St. Helena "
"1162","LA","Louisiana",22093,"St. James "
"1163","LA","Louisiana",22095,"St. John the Baptist "
"1164","LA","Louisiana",22097,"St. Landry "
"1165","LA","Louisiana",22099,"St. Martin "
"1166","LA","Louisiana",22101,"St. Mary "
"1167","LA","Louisiana",22103,"St. Tammany "
"1168","LA","Louisiana",22105,"Tangipahoa "
"1169","LA","Louisiana",22107,"Tensas "
"1170","LA","Louisiana",22109,"Terrebonne "
"1171","LA","Louisiana",22111,"Union "
"1172","LA","Louisiana",22113,"Vermilion "
"1173","LA","Louisiana",22115,"Vernon "
"1174","LA","Louisiana",22117,"Washington "
"1175","LA","Louisiana",22119,"Webster "
"1176","LA","Louisiana",22121,"West Baton Rouge "
"1177","LA","Louisiana",22123,"West Carroll "
"1178","LA","Louisiana",22125,"West Feliciana "
"1179","LA","Louisiana",22127,"Winn "
"1180","MA","Massachusetts",25001,"Barnstable "
"1181","MA","Massachusetts",25003,"Berkshire "
"1182","MA","Massachusetts",25005,"Bristol "
"1183","MA","Massachusetts",25007,"Dukes "
"1184","MA","Massachusetts",25009,"Essex "
"1185","MA","Massachusetts",25011,"Franklin "
"1186","MA","Massachusetts",25013,"Hampden "
"1187","MA","Massachusetts",25015,"Hampshire "
"1188","MA","Massachusetts",25017,"Middlesex "
"1189","MA","Massachusetts",25019,"Nantucket "
"1190","MA","Massachusetts",25021,"Norfolk "
"1191","MA","Massachusetts",25023,"Plymouth "
"1192","MA","Massachusetts",25025,"Suffolk "
"1193","MA","Massachusetts",25027,"Worcester "
"1194","MD","Maryland",24001,"Allegany "
"1195","MD","Maryland",24003,"Anne Arundel "
"1196","MD","Maryland",24005,"Baltimore "
"1197","MD","Maryland",24009,"Calvert "
"1198","MD","Maryland",24011,"Caroline "
"1199","MD","Maryland",24013,"Carroll "
"1200","MD","Maryland",24015,"Cecil "
"1201","MD","Maryland",24017,"Charles "
"1202","MD","Maryland",24019,"Dorchester "
"1203","MD","Maryland",24021,"Frederick "
"1204","MD","Maryland",24023,"Garrett "
"1205","MD","Maryland",24025,"Harford "
"1206","MD","Maryland",24027,"Howard "
"1207","MD","Maryland",24029,"Kent "
"1208","MD","Maryland",24031,"Montgomery "
"1209","MD","Maryland",24033,"Prince George's "
"1210","MD","Maryland",24035,"Queen Anne's "
"1211","MD","Maryland",24037,"St. Mary's "
"1212","MD","Maryland",24039,"Somerset "
"1213","MD","Maryland",24041,"Talbot "
"1214","MD","Maryland",24043,"Washington "
"1215","MD","Maryland",24045,"Wicomico "
"1216","MD","Maryland",24047,"Worcester "
"1217","MD","Maryland",24510,"Baltimor"
"1218","ME","Maine",23001,"Androscoggin "
"1219","ME","Maine",23003,"Aroostook "
"1220","ME","Maine",23005,"Cumberland "
"1221","ME","Maine",23007,"Franklin "
"1222","ME","Maine",23009,"Hancock "
"1223","ME","Maine",23011,"Kennebec "
"1224","ME","Maine",23013,"Knox "
"1225","ME","Maine",23015,"Lincoln "
"1226","ME","Maine",23017,"Oxford "
"1227","ME","Maine",23019,"Penobscot "
"1228","ME","Maine",23021,"Piscataquis "
"1229","ME","Maine",23023,"Sagadahoc "
"1230","ME","Maine",23025,"Somerset "
"1231","ME","Maine",23027,"Waldo "
"1232","ME","Maine",23029,"Washington "
"1233","ME","Maine",23031,"York "
"1234","MI","Michigan",26001,"Alcona "
"1235","MI","Michigan",26003,"Alger "
"1236","MI","Michigan",26005,"Allegan "
"1237","MI","Michigan",26007,"Alpena "
"1238","MI","Michigan",26009,"Antrim "
"1239","MI","Michigan",26011,"Arenac "
"1240","MI","Michigan",26013,"Baraga "
"1241","MI","Michigan",26015,"Barry "
"1242","MI","Michigan",26017,"Bay "
"1243","MI","Michigan",26019,"Benzie "
"1244","MI","Michigan",26021,"Berrien "
"1245","MI","Michigan",26023,"Branch "
"1246","MI","Michigan",26025,"Calhoun "
"1247","MI","Michigan",26027,"Cass "
"1248","MI","Michigan",26029,"Charlevoix "
"1249","MI","Michigan",26031,"Cheboygan "
"1250","MI","Michigan",26033,"Chippewa "
"1251","MI","Michigan",26035,"Clare "
"1252","MI","Michigan",26037,"Clinton "
"1253","MI","Michigan",26039,"Crawford "
"1254","MI","Michigan",26041,"Delta "
"1255","MI","Michigan",26043,"Dickinson "
"1256","MI","Michigan",26045,"Eaton "
"1257","MI","Michigan",26047,"Emmet "
"1258","MI","Michigan",26049,"Genesee "
"1259","MI","Michigan",26051,"Gladwin "
"1260","MI","Michigan",26053,"Gogebic "
"1261","MI","Michigan",26055,"Grand Traverse "
"1262","MI","Michigan",26057,"Gratiot "
"1263","MI","Michigan",26059,"Hillsdale "
"1264","MI","Michigan",26061,"Houghton "
"1265","MI","Michigan",26063,"Huron "
"1266","MI","Michigan",26065,"Ingham "
"1267","MI","Michigan",26067,"Ionia "
"1268","MI","Michigan",26069,"Iosco "
"1269","MI","Michigan",26071,"Iron "
"1270","MI","Michigan",26073,"Isabella "
"1271","MI","Michigan",26075,"Jackson "
"1272","MI","Michigan",26077,"Kalamazoo "
"1273","MI","Michigan",26079,"Kalkaska "
"1274","MI","Michigan",26081,"Kent "
"1275","MI","Michigan",26083,"Keweenaw "
"1276","MI","Michigan",26085,"Lake "
"1277","MI","Michigan",26087,"Lapeer "
"1278","MI","Michigan",26089,"Leelanau "
"1279","MI","Michigan",26091,"Lenawee "
"1280","MI","Michigan",26093,"Livingston "
"1281","MI","Michigan",26095,"Luce "
"1282","MI","Michigan",26097,"Mackinac "
"1283","MI","Michigan",26099,"Macomb "
"1284","MI","Michigan",26101,"Manistee "
"1285","MI","Michigan",26103,"Marquette "
"1286","MI","Michigan",26105,"Mason "
"1287","MI","Michigan",26107,"Mecosta "
"1288","MI","Michigan",26109,"Menominee "
"1289","MI","Michigan",26111,"Midland "
"1290","MI","Michigan",26113,"Missaukee "
"1291","MI","Michigan",26115,"Monroe "
"1292","MI","Michigan",26117,"Montcalm "
"1293","MI","Michigan",26119,"Montmorency "
"1294","MI","Michigan",26121,"Muskegon "
"1295","MI","Michigan",26123,"Newaygo "
"1296","MI","Michigan",26125,"Oakland "
"1297","MI","Michigan",26127,"Oceana "
"1298","MI","Michigan",26129,"Ogemaw "
